chain__,iter__,draw__,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu_log_hazard,sigma_port,z_port[1],sigma_visit,z_visit[1],sigma_time,z_time[1],mu_log_aboard,sigma_ship,z_ship[1],mu_log_r,sigma_r,z_r[1],log_crew_ratio,beta_repeat,ww_logit_base,ww_slope,ww_conc,conc_intercept,conc_slope,conc_sigma,log_lambda_port[1],fleet_time[1],log_lambda_visit[1],lambda_aboard[1],R_onboard[1],lambda_port[1],lambda_visit[1],imported_cases_visit[1],imported_cases[1],attribution_share[1],aboard_cases,secondary_cases,total_incidence,import_share,crew_hazard_ratio,repeat_hazard_ratio,loglik_clinical,loglik_wastewater,loglik_concentration,ww_expected_fraction[1],ww_expected_fraction[2],ww_expected_fraction[3],ww_expected_fraction[4],ww_expected_fraction[5],ww_expected_fraction[6],ww_expected_fraction[7]
1.0,68.0,68.0,-447.19739,0.98042905,0.21111834,4.0,15.0,0.0,456.72261,-10.422108,0.10147832,-0.55540153,0.36455863,0.15969256,1.2918362,0.19059292,-8.6066521,1.248532,1.3696832,-1.3046158,0.53764657,1.5434113,1.0224698,-0.048919522,-10.322258,0.17309779,438613.68,7.0496313,1.0057391,0.70530619,-10.478469,0.24621483,-10.174037,0.0010112595,0.62200575,2.8135762e-05,3.8148009e-05,0.0063234982,0.0063234982,0.1131684,0.049551715,1.6787078e-06,0.055876891,0.1131684,2.7800526,0.95225776,-255.17695,-12.319597,0.0,3.0096234e-06,3.0096234e-06,1.0179791e-05,1.1476594e-05,1.2310698e-05,1.2939084e-05,1.3448538e-05
1.0,69.0,69.0,-447.03092,0.7568602,0.21111834,4.0,15.0,0.0,459.3309,-8.2463142,0.050979025,-0.022642302,0.38002587,-1.3194905,0.18546729,-0.27350492,-9.1722413,0.035803787,-0.62091045,-0.17123484,0.26084698,-0.51937494,-0.13690756,0.22799008,-9.662674,0.29906468,348561.5,10.530719,1.0406989,0.58413859,-8.2474685,-0.050726216,-8.7996352,0.00010159947,0.73586234,0.00026192077,0.00015078807,0.0129114,0.0129114,0.72169392,0.0049783739,6.3586211e-07,0.017890409,0.72169392,0.87205084,1.2560729,-256.58478,-14.399221,0.0,1.0213286e-06,1.0213286e-06,5.9682164e-06,7.3399634e-06,8.2850845e-06,9.0288369e-06,9.6515356e-06
1.0,70.0,70.0,-447.3021,0.96814014,0.21111834,5.0,31.0,0.0,455.80644,-11.25128,0.23644746,-0.34116022,0.2172719,1.2225927,1.560504,0.41458536,-10.311398,1.3579217,0.46468732,-0.42059637,0.30219451,0.39209499,-0.15008521,-0.11696958,-8.6546953,0.28085813,432857.77,5.2165349,1.1255276,0.68681841,-11.331947,0.6469621,-10.419349,6.2497164e-05,0.73925865,1.1983899e-05,2.9849292e-05,0.0025415673,0.0025415673,0.45351696,0.0030623611,2.0010158e-07,0.0056041285,0.45351696,0.86063464,0.88961225,-257.55208,-14.179743,0.0,3.598846e-06,3.598846e-06,1.3655578e-05,1.6570124e-05,1.8561131e-05,2.0118946e-05,2.1417545e-05
1.0,71.0,71.0,-452.7146,0.95114259,0.21111834,4.0,15.0,0.0,459.30794,-9.1097362,0.18988438,-1.8609728,0.094795205,0.65129846,0.31739169,-1.5943666,-11.380232,0.14554303,0.88473627,-1.9681291,0.089820441,0.56189052,-0.57237354,0.18330422,-8.5838474,0.37606402,149826.57,7.1013364,1.2824001,0.18333571,-9.4631058,-0.50603871,-9.9074045,1.2988263e-05,0.14695044,7.7665004e-05,4.9804534e-05,0.0036205784,0.0036205784,0.85049328,0.00063642489,3.0215961e-08,0.0042570335,0.85049328,0.56418473,1.2011798,-257.9104,-15.880427,0.0,1.0368069e-06,1.0368069e-06,5.5810844e-06,7.2275733e-06,8.4120483e-06,9.369797e-06,1.0187802e-05
1.0,72.0,72.0,-454.13639,0.8868318,0.21111834,4.0,15.0,0.0,464.56636,-6.1281233,0.15476187,2.346452,0.619378,-0.37062485,0.010225269,1.5111723,-10.746377,0.84140194,-1.2642084,0.85360892,0.050038801,-0.069676204,0.55935137,-0.040894968,-10.788715,0.098156025,963744.14,9.2336068,0.89905787,0.11740539,-5.7649821,0.015452143,-5.9790868,7.4292615e-06,2.3399332,0.0031354516,0.0025311367,0.31001506,0.31001506,0.99871425,0.00036403381,3.5079829e-05,0.31041417,0.99871425,1.7495373,0.95992995,-254.2968,-11.793707,0.0,5.3159632e-06,5.3159632e-06,1.2552926e-05,1.3436592e-05,1.3982093e-05,1.438252e-05,1.4701008e-05
1.0,73.0,73.0,-455.37443,0.95525399,0.21111834,4.0,15.0,0.0,468.0807,-5.5886317,0.39304029,-2.0158673,0.13407842,2.7570856,0.067772031,-1.3094569,-12.821926,0.22967348,1.2256907,-1.8721505,1.0782535,0.23864116,-0.34502427,-0.060853545,-11.064258,0.081604591,261430.44,7.5113305,1.0551545,0.13955599,-6.3809488,-0.088744554,-6.1000277,3.5790364e-06,0.19892353,0.0016935154,0.0022428057,0.17660868,0.17660868,0.99899838,0.00017537279,1.6985987e-06,0.17678576,0.99899838,0.70820317,0.94096104,-254.41878,-12.045386,0.0,5.0725211e-06,5.0725211e-06,9.8973579e-06,1.0473204e-05,1.0825491e-05,1.1082615e-05,1.1286259e-05
1.0,74.0,74.0,-448.01031,0.95624556,0.21111834,4.0,15.0,0.0,466.9827,-5.6995281,0.30203075,-1.6797824,0.15847235,1.2735108,0.14051158,-0.18830476,-14.661711,0.79444692,-0.42753715,-1.4644985,0.8384121,-1.0194425,-0.15941241,0.23662929,-10.990023,0.095994963,868037.76,6.7355211,0.90251285,0.43455431,-6.206874,-0.026458999,-6.0315168,3.0548452e-07,0.098351115,0.0020155282,0.0024018482,0.20370333,0.20370333,0.99992177,1.4968741e-05,9.6776707e-07,0.20371926,0.99992177,0.85264464,1.2669714,-254.35191,-11.166292,0.0,4.4783904e-06,4.4783904e-06,9.9659665e-06,1.0651517e-05,1.1074229e-05,1.1384292e-05,1.1630765e-05
1.0,75.0,75.0,-446.27777,0.98771677,0.21111834,4.0,15.0,0.0,457.83034,-5.0432672,0.26455246,0.67436837,0.6662043,0.64816566,0.95974504,0.46691425,-15.520576,0.29060352,-0.91551829,0.81974211,0.24350771,1.5592059,-0.12895442,0.32375339,-10.69067,0.13092768,127026.11,9.1047253,1.2472106,0.62513344,-4.8648614,0.44811863,-3.984932,1.3930098e-07,3.3181943,0.0077128971,0.018593708,1.5975452,1.5975452,0.99983548,6.8257482e-06,0.00025604622,1.5978081,0.99983548,0.87901403,1.3823064,-252.30756,-14.121651,0.0,3.7284949e-06,3.7284949e-06,1.4535872e-05,1.5916691e-05,1.6784459e-05,1.7428698e-05,1.7945412e-05
1.0,76.0,76.0,-451.15096,0.88550391,0.21111834,4.0,15.0,0.0,459.39071,-3.8940734,0.20257248,1.470856,0.5318362,0.22340861,0.72507373,0.35624733,-15.060575,0.19623513,-2.1624015,0.7262737,0.35796854,1.7702897,0.04367007,0.38769649,-11.040302,0.086060078,112848.26,10.782969,1.1210146,0.85948172,-3.5961184,0.25830558,-3.218996,1.8835933e-07,3.8961221,0.027429988,0.039995192,3.7145447,3.7145447,0.99980936,9.2296071e-06,0.00069903801,3.7152529,0.99980936,1.0446376,1.4735825,-251.54184,-13.633786,0.0,4.8853433e-06,4.8853433e-06,1.2848144e-05,1.3637868e-05,1.4122143e-05,1.4476138e-05,1.4756831e-05
1.0,77.0,77.0,-442.88677,0.99745729,0.21111834,4.0,15.0,0.0,456.13869,-8.3576484,0.74490455,-0.5855557,0.56412448,1.3318774,0.56503954,-0.30875555,-13.228586,0.90597549,1.0392671,-1.0039233,0.27939008,-0.40546906,-0.55456028,-0.02902433,-10.104934,0.17353669,1030974.5,6.3648666,1.0655626,0.18928987,-8.7938315,-0.1744591,-8.216946,4.6111376e-06,0.32719226,0.00015166574,0.00027003851,0.019745658,0.019745658,0.98867103,0.00022594574,3.1562943e-07,0.01997192,0.98867103,0.57432475,0.97139283,-256.50207,-11.731366,0.0,3.7175886e-06,3.7175886e-06,1.0553863e-05,1.1900311e-05,1.27669e-05,1.341996e-05,1.394952e-05
1.0,78.0,78.0,-445.31389,0.52109572,0.21111834,4.0,31.0,0.0,458.51282,-8.2486341,0.5221665,0.38582861,0.23954888,-1.5308482,0.65583937,0.64876213,-6.9077665,0.14345172,-1.3905977,-0.39448527,0.58180988,0.4131391,0.60224597,-0.0016937012,-10.171969,0.19523061,194961.75,6.8193439,0.86261348,0.26716611,-8.0471673,0.42548375,-7.9883965,0.00081914444,0.85717185,0.00032000713,0.00033937784,0.042660156,0.042660156,0.51520893,0.040138077,3.4280764e-06,0.082801661,0.51520893,1.8262158,0.99830773,-255.07855,-13.60845,0.0,2.5762348e-06,2.5762348e-06,1.0995176e-05,1.2587709e-05,1.3624365e-05,1.4411317e-05,1.5052925e-05
1.0,79.0,79.0,-452.75619,0.93074152,0.21111834,4.0,15.0,0.0,458.00832,-9.545441,0.59890002,1.3173042,0.37613798,-0.51515086,0.3073937,1.1668382,-6.1455657,0.13492205,-3.1961841,-0.28562304,0.29339417,1.4212067,0.68842396,-0.37714471,-10.626691,0.082197938,109053.62,7.6817144,0.9967909,0.39939243,-8.7565075,0.35867872,-8.5915966,0.0013922956,1.1403677,0.00015743349,0.00018565943,0.024619218,0.024619218,0.26515953,0.068222483,5.1138681e-06,0.092846815,0.26515953,1.9905758,0.68581683,-254.77088,-13.498003,0.0,7.7928371e-06,7.7928371e-06,1.4491693e-05,1.534099e-05,1.5860774e-05,1.6240237e-05,1.6540827e-05
1.0,80.0,80.0,-452.35179,0.9991965,0.21111834,4.0,31.0,0.0,463.30578,-9.365878,0.4656249,0.8232489,0.27989743,-0.077164207,0.29953269,1.0759546,-7.2396619,0.11843897,-2.9230905,-0.27962903,0.19270959,1.0499413,0.82394272,-0.079504339,-10.599728,0.061082985,58762.084,7.4873106,0.992054,0.25287061,-8.9825529,0.32228357,-8.6818674,0.00050757316,0.92561651,0.00012558184,0.00016963401,0.024552439,0.024552439,0.49675416,0.024871085,2.2096644e-06,0.049425733,0.49675416,2.2794695,0.92357401,-255.61194,-14.51008,0.0,1.0717519e-05,1.0717519e-05,1.6352921e-05,1.7059634e-05,1.7487242e-05,1.7797157e-05,1.8041342e-05
1.0,81.0,81.0,-447.79274,0.93585552,0.21111834,4.0,15.0,0.0,460.89277,-7.7692926,0.82615929,-1.1446603,0.48478802,1.2534593,0.8216426,-0.62748433,-6.5444636,0.32908289,0.3163162,-0.68539636,0.26372416,-1.5170301,0.73540191,-0.22924191,-11.033012,0.040917309,1350594.4,6.9604436,0.75394744,0.74382246,-8.7149643,-0.51556786,-8.6228701,0.0015958171,0.3377417,0.00016411153,0.00017994305,0.024584801,0.024584801,0.23919477,0.078195039,1.6766953e-06,0.10278152,0.23919477,2.0863203,0.79513616,-254.65319,-11.5944,0.0,9.1815445e-06,9.1815445e-06,1.2555623e-05,1.2916689e-05,1.3132726e-05,1.3288203e-05,1.3410072e-05
1.0,82.0,82.0,-448.41661,0.99600381,0.21111834,4.0,15.0,0.0,456.81628,-8.1853631,0.90728453,-1.0549697,0.42542775,1.3628111,0.88784372,-0.64254733,-6.5045093,0.39287114,0.13901776,-0.9391284,0.29454113,-1.3959473,0.79924866,-0.23200974,-11.10087,0.043387489,1524116.8,6.8996709,0.62446924,0.79931039,-9.1425208,-0.57048161,-9.1332248,0.0015806909,0.2591645,0.00010701722,0.00010801669,0.015381849,0.015381849,0.16568686,0.077453853,1.1621229e-06,0.092836864,0.16568686,2.2238694,0.7929384,-254.70329,-11.137413,0.0,8.2913464e-06,8.2913464e-06,1.1503683e-05,1.1854759e-05,1.2065106e-05,1.2216619e-05,1.2335455e-05
1.0,83.0,83.0,-447.78114,0.9318483,0.21111834,5.0,31.0,0.0,456.58592,-9.5618073,0.90965503,0.18355186,0.35327787,-1.2318847,0.64711498,0.92694221,-8.9103613,0.79733736,1.3571295,-1.0410749,0.63993817,1.9646038,-0.3200616,-0.096264877,-10.674031,0.042945271,213703.17,9.5735183,1.5035412,0.3384397,-9.3948384,0.59983818,-9.2301979,0.00039831348,1.2412887,8.3152155e-05,9.8033837e-05,0.0077933353,0.0077933353,0.28534125,0.019517361,1.6374464e-06,0.027312333,0.28534125,0.72610431,0.90822342,-255.91956,-13.623855,0.0,1.2783508e-05,1.2783508e-05,1.6773178e-05,1.7279304e-05,1.7582589e-05,1.7801044e-05,1.7972381e-05
1.0,84.0,84.0,-450.65691,0.93570733,0.21111834,4.0,31.0,0.0,465.93781,-8.1824077,0.39547088,-0.31786423,0.2793272,0.96472119,0.83424809,-1.615687,-5.1429752,0.54741291,0.84066418,-0.070419861,0.031764952,-0.20505307,-0.08361799,-0.0050130895,-11.738054,0.024342375,886294.88,7.4706038,0.48400783,0.15166951,-8.3081138,-1.3478838,-9.3865247,0.0092532102,0.92595155,0.00024650858,8.384634e-05,0.0073475275,0.0073475275,0.015946005,0.4534073,2.0607233e-05,0.46077543,0.015946005,0.91978255,0.99499946,-252.99607,-11.013306,0.0,5.7038915e-06,5.7038915e-06,7.1267362e-06,7.2479945e-06,7.3198826e-06,7.3713208e-06,7.4114689e-06
1.0,85.0,85.0,-453.82091,0.97764782,0.21111834,4.0,15.0,0.0,458.97036,-7.2131977,0.64989168,-1.0195531,0.28123293,0.84832165,0.79688972,-1.8784674,-6.1547127,1.0698681,1.012268,0.13620478,0.019119253,-0.62883096,0.16295173,-0.05374852,-11.720297,0.021486594,1693479.9,6.8848128,0.4238042,0.19411626,-7.8757967,-1.4969314,-9.1341521,0.0062716265,1.1322219,0.00037982623,0.00010791657,0.010622569,0.010622569,0.033409594,0.3073097,1.7387122e-05,0.31794965,0.033409594,1.1769799,0.9476704,-253.37668,-10.674704,0.0,6.0397304e-06,6.0397304e-06,7.2933712e-06,7.4027939e-06,7.4675647e-06,7.5138647e-06,7.5499762e-06
1.0,86.0,86.0,-450.35643,0.98476129,0.21111834,4.0,15.0,0.0,463.79519,-12.463999,1.1110565,0.27269005,0.87961621,-0.15463825,0.63338561,-0.11516457,-9.7392058,0.29741332,0.72894815,-0.41231317,0.19091826,1.5167888,-0.10029959,-0.50667906,-11.202397,0.032569268,316654.09,8.9522925,0.36447938,0.7697599,-12.161025,-0.072943583,-12.369991,7.319328e-05,0.88450202,5.2303881e-06,4.2440568e-06,0.00036919809,0.00036919809,0.093329936,0.0035864707,1.689975e-07,0.0039558378,0.093329936,0.90456638,0.60249311,-257.71686,-11.650508,0.0,8.6984395e-06,8.6984395e-06,1.0039805e-05,1.026698e-05,1.0402764e-05,1.0500339e-05,1.0576717e-05
1.0,87.0,87.0,-446.93919,0.9469312,0.21111834,4.0,15.0,0.0,459.91985,-5.9177857,0.19795354,-0.24532895,0.19519429,-0.25993841,0.65397835,0.17379554,-7.4993195,0.83936363,0.381165,-0.59370075,0.68286845,-1.3868598,-0.016379962,0.56189888,-10.003955,0.36006774,946642.97,7.618223,1.2319851,0.30734166,-5.9663495,0.11365852,-5.9034295,0.00076213755,0.21422177,0.0025635828,0.0027300661,0.24657314,0.24657314,0.86845742,0.03734474,2.9377705e-06,0.28392082,0.86845742,0.98375346,1.754,-253.97849,-16.242954,0.0,3.1255824e-07,3.1255824e-07,7.0776441e-06,9.0837578e-06,1.0511512e-05,1.1658667e-05,1.2634015e-05
1.0,88.0,88.0,-452.90568,0.93331023,0.21111834,4.0,15.0,0.0,462.30936,-9.8799212,0.16031799,-1.2048022,0.90577695,0.63852234,0.20461859,0.38321677,-11.967914,0.14641199,0.68842132,-0.051453112,0.084947968,-1.162856,-1.1533911,-0.15170657,-9.5040738,0.17860328,105690.82,7.3600225,0.42529129,0.076606943,-10.073073,0.078413274,-9.4163006,7.0173802e-06,0.86050542,4.2200745e-05,8.1386544e-05,0.0050666154,0.0050666154,0.93640804,0.00034385163,2.2487951e-07,0.0054106919,0.93640804,0.31556483,0.85924037,-257.59308,-13.991159,0.0,6.3213631e-06,6.3213631e-06,1.4668978e-05,1.6588804e-05,1.7829879e-05,1.8767399e-05,1.9528881e-05
1.0,89.0,89.0,-451.75676,0.95435776,0.21111834,5.0,31.0,0.0,473.71737,-6.2522533,1.2061817,1.8716625,0.16778043,0.32084553,1.2088894,0.031984096,-10.043993,0.0079961151,0.079622119,-0.99627413,0.79105503,1.1311435,1.3443067,0.091470744,-11.520354,0.089890727,2956849.8,8.9462262,1.4731039,0.098805721,-3.9946882,0.038665234,-3.9021914,4.3473613e-05,0.9035016,0.018413186,0.020197602,4.2433569,4.2433569,0.99945463,0.002130207,0.0001852755,4.2456724,0.99945463,3.8355265,1.0957847,-252.22276,-11.101025,0.0,2.8670032e-06,2.8670032e-06,7.9667775e-06,8.4789494e-06,8.793683e-06,9.0240505e-06,9.2068875e-06
1.0,90.0,90.0,-450.04349,0.92676321,0.21111834,4.0,31.0,0.0,466.63169,-6.504094,0.54441143,-0.82677376,0.011063731,-1.2341556,0.54647492,0.69444384,-10.372286,0.76809311,-0.59591286,-0.044418728,0.098592848,-0.58252457,-0.74892543,-0.1400477,-9.557091,0.1687,121970.77,9.5829699,0.71222468,0.77241587,-6.9541991,0.37949614,-6.5883573,1.9796549e-05,0.90316368,0.0009546182,0.0013762989,0.094772944,0.094772944,0.98982521,0.00097003088,4.1767156e-06,0.095747151,0.98982521,0.47287442,0.86931676,-254.89286,-17.155801,0.0,6.8739309e-06,6.8739309e-06,2.4683774e-05,2.7744394e-05,2.9708091e-05,3.1185174e-05,3.2381332e-05
1.0,91.0,91.0,-448.22989,0.93232435,0.21111834,5.0,31.0,0.0,456.1406,-5.0415291,0.70695097,1.389263,0.0043849165,0.20216889,1.0009867,0.25734731,-10.611888,0.37057008,0.39922613,-0.80932536,0.4187581,0.94912352,-0.74477113,-0.052355662,-10.410578,0.14953627,613475.11,8.1131863,1.5615151,0.17005938,-4.0593883,0.25760123,-3.8009006,2.8547338e-05,0.66240893,0.017259573,0.022350634,1.5409288,1.5409288,0.99906108,0.0013988196,4.9347408e-05,1.542377,0.99906108,0.47484297,0.94899129,-252.12231,-15.383546,0.0,3.8152597e-06,3.8152597e-06,1.7952761e-05,1.9913347e-05,2.1158039e-05,2.2088068e-05,2.2837523e-05
1.0,92.0,92.0,-456.61684,0.99716862,0.21111834,4.0,15.0,0.0,464.89801,-6.427674,0.93045579,0.23083944,0.0077741724,-0.062692865,0.37004884,-1.6686988,-14.074515,0.099851433,-0.35793428,-1.4323207,0.41941854,-1.3617114,-1.1487117,-0.38820021,-10.309351,0.11803329,7273622.5,6.4662336,0.94326614,0.30414804,-6.2128881,-0.61750005,-6.8308755,7.4472194e-07,0.13486949,0.002003443,0.0010799122,0.06729569,0.06729569,0.99945153,3.6491375e-05,4.3862957e-07,0.06733262,0.99945153,0.31704497,0.67827653,-255.14776,-13.383787,0.0,6.5238411e-06,6.5238411e-06,1.5308353e-05,1.6612722e-05,1.7426849e-05,1.8028618e-05,1.8509683e-05
1.0,93.0,93.0,-449.84137,0.99687148,0.21111834,4.0,15.0,0.0,464.52008,-5.7647129,1.2059762,1.7192039,0.0093473979,-1.5421333,0.081291332,0.88929427,-11.196188,0.47291508,-0.55724658,0.28932835,0.25448268,0.81052612,-0.56457056,0.23664114,-10.974485,0.023170492,103061.12,9.1434584,1.2080965,0.3052801,-3.691394,0.072291916,-3.633517,1.0546477e-05,1.6414717,0.024937215,0.02642309,1.9257513,1.9257513,0.99965246,0.00051677737,0.00015272554,1.9264208,0.99965246,0.56860428,1.2669864,-251.95586,-13.623303,0.0,1.2439804e-05,1.2439804e-05,1.5895331e-05,1.6152671e-05,1.6305134e-05,1.641418e-05,1.6499267e-05
1.0,94.0,94.0,-450.78768,0.96732896,0.21111834,5.0,31.0,0.0,463.46557,-4.877976,0.85081584,-0.079087072,0.0030580658,1.4460702,1.8178193,-0.66298662,-10.993313,0.44750479,0.59944619,-1.2063583,0.44148669,-0.83587823,0.40214015,-0.40591322,-10.829733,0.10891093,3656124.5,7.8186274,1.004054,0.19893984,-4.9452645,-1.2051899,-6.1460322,2.198703e-05,0.20692737,0.007117032,0.0021419638,0.23945201,0.23945201,0.99551091,0.0010773645,2.4040726e-06,0.24053178,0.99551091,1.4950209,0.66636799,-254.45607,-11.211102,0.0,4.3978361e-06,4.3978361e-06,1.1097699e-05,1.196777e-05,1.2508051e-05,1.2906125e-05,1.3223604e-05
1.0,95.0,95.0,-450.32893,0.88145611,0.21111834,4.0,31.0,0.0,461.53953,-10.293986,1.5347474,2.745508,0.00923113,-0.044384841,0.033786254,0.60127095,-11.087344,0.68269909,0.62728478,-1.2048933,0.4631622,-0.23798221,-0.28482322,-0.1005758,-10.337354,0.17939953,1988918.0,8.5887271,1.2730277,0.18140221,-6.0803252,0.020314693,-6.0604203,2.3486206e-05,0.26844273,0.0022874326,0.00233342,0.18805074,0.18805074,0.99390458,0.0011508241,2.4532279e-06,0.18920402,0.99390458,0.75214721,0.90431656,-254.37087,-12.684368,0.0,2.7173506e-06,2.7173506e-06,1.1956918e-05,1.3539827e-05,1.4561295e-05,1.5332464e-05,1.5958657e-05
1.0,96.0,96.0,-448.45344,0.96255767,0.21111834,5.0,31.0,0.0,460.1431,-4.7765012,0.50298321,-0.077672721,0.7246213,0.38452307,0.12827722,2.4285101,-12.135088,0.046682206,-0.99382336,-0.11212208,0.28825064,0.49167662,0.36393695,0.36929511,-11.476728,0.017874952,660770.38,8.6718315,1.0570358,0.11438635,-4.8155693,0.31152252,-4.2254131,5.1244777e-06,1.0300466,0.0081026082,0.014619294,1.5998961,1.5998961,0.99979333,0.0002510994,7.9611963e-05,1.6002268,0.99979333,1.4389835,1.4467145,-252.54762,-11.020635,0.0,8.0996676e-06,8.0996676e-06,9.7533453e-06,9.8749368e-06,9.9467655e-06,9.9980456e-06,1.0038004e-05
1.0,97.0,97.0,-451.47761,0.99690372,0.21111834,4.0,15.0,0.0,457.41474,-4.8844891,0.68901443,0.40397351,0.93010018,0.67136731,0.096506304,2.3628929,-10.921101,0.04246248,-1.4406178,-0.0036892167,0.70002654,0.39752255,0.41375448,0.34024687,-11.589844,0.0097277562,995179.06,9.6769908,0.92942143,0.066723421,-4.6061456,0.22803406,-3.7536726,1.7000402e-05,1.3159872,0.0099902511,0.023431532,2.6366191,2.6366191,0.99962062,0.00083301972,0.00016764777,2.6376198,0.99962062,1.5124857,1.4052945,-252.07567,-10.78496,0.0,8.0951489e-06,8.0951489e-06,9.0000813e-06,9.0609704e-06,9.0967792e-06,9.1222719e-06,9.1420951e-06
1.0,98.0,98.0,-450.80924,0.87873229,0.21111834,4.0,15.0,0.0,463.65149,-5.3048148,0.64010788,0.2440547,0.21018602,-0.38388817,0.58500227,0.76763815,-12.000395,1.4392475,1.512359,-1.2892379,0.18734186,0.72755571,-0.43226962,0.11500025,-11.847449,0.015376045,185339.88,5.0915759,1.2435571,0.17628654,-5.1485935,0.44907006,-4.7802113,5.4150881e-05,0.31570841,0.0058075676,0.008394225,0.64013892,0.64013892,0.9958569,0.0026533932,9.8020826e-06,0.64280212,0.9958569,0.64903436,1.1218737,-253.09603,-13.036664,0.0,5.7870795e-06,5.7870795e-06,6.6953948e-06,6.7671306e-06,6.8094501e-06,6.839637e-06,6.8631441e-06
1.0,99.0,99.0,-450.12179,0.91126664,0.21111834,4.0,15.0,0.0,466.79822,-4.6405366,0.67208834,1.6085443,1.0588063,1.9631448,0.13902682,-0.37813546,-9.3999198,0.024820606,0.36642373,-0.95287475,0.51494688,-0.1965131,-0.64010155,-0.17737328,-12.045092,0.0075040484,427988.4,8.9872784,0.73662819,0.20131195,-3.5594527,-0.052570973,-1.5334335,8.348656e-05,0.3485169,0.028454394,0.21579348,15.352418,15.352418,0.99971678,0.0040908415,0.00025851031,15.356768,0.99971678,0.52723888,0.83746711,-249.85624,-12.191177,0.0,5.2948834e-06,5.2948834e-06,5.8223613e-06,5.8527245e-06,5.8705591e-06,5.883246e-06,5.8931056e-06
1.0,100.0,100.0,-443.88428,0.97366399,0.21111834,5.0,31.0,0.0,458.64035,-5.0345587,0.88713028,1.3464783,0.25928891,-1.2826859,0.34180517,0.21400738,-12.284765,0.085584294,-0.35237841,-0.15153287,0.11578294,0.19982958,0.27617326,0.22434129,-11.338997,0.02815561,317208.81,7.9905766,1.0277797,0.21146882,-3.840057,0.073148828,-4.0994944,4.4843251e-06,0.87950502,0.021492376,0.016581056,1.7303858,1.7303858,0.99983056,0.00021973193,7.3518718e-05,1.730679,0.99983056,1.3180762,1.2514981,-252.42183,-11.668586,0.0,8.064904e-06,8.064904e-06,1.083054e-05,1.1043978e-05,1.1170777e-05,1.1261624e-05,1.1332601e-05
1.0,101.0,101.0,-443.54339,0.991091,0.21111834,4.0,31.0,0.0,451.9673,-5.6311065,0.56219684,0.24249223,0.75416231,0.85619314,1.3393269,1.6893644,-12.156335,0.54090139,0.41888719,-0.56712152,0.051729326,1.390769,-0.7821676,-0.00090706058,-11.369128,0.19254528,783352.16,7.6555929,0.99360728,0.25171809,-5.4947781,2.2626112,-2.5864583,6.5913083e-06,0.60946242,0.0041081678,0.075286209,5.135375,5.135375,0.99990768,0.00032297411,0.00015118473,5.1358492,0.99990768,0.45741345,0.99909335,-250.90931,-14.019964,0.0,8.0756686e-07,8.0756686e-07,7.4787904e-06,8.5465809e-06,9.2405435e-06,9.7668296e-06,1.0195607e-05
1.0,102.0,102.0,-446.02855,0.89258958,0.21111834,4.0,31.0,0.0,455.87356,-5.8732282,0.9026315,0.63907682,0.45807492,0.36123863,0.17293215,-0.010090735,-12.033484,0.07953764,-0.53790915,-0.31440693,0.18185266,-1.2769173,0.48079819,-0.0041450959,-11.638416,0.0040062904,225951.05,9.1084462,0.95956215,0.25390434,-5.2963773,-0.0017450125,-5.1326479,5.6930295e-06,0.57890451,0.0050097099,0.0059009145,0.68998995,0.68998995,0.99956792,0.00027895845,1.9301309e-05,0.69028821,0.99956792,1.6173649,0.99586348,-253.45364,-12.113417,0.0,8.3456236e-06,8.3456236e-06,8.6712191e-06,8.6953307e-06,8.7094664e-06,8.7195099e-06,8.7273083e-06
1.0,103.0,103.0,-450.94726,0.95773884,0.21111834,5.0,31.0,0.0,458.0346,-7.2243397,0.33350923,1.018445,0.98999079,1.6979882,1.7346437,1.4176584,-12.365203,0.29379152,0.1749351,-0.5202334,0.93639041,0.5077427,0.42137489,-0.54012582,-10.645838,0.0027605267,29901.217,8.6074861,0.85731719,0.75577459,-6.8846788,2.4591323,-2.7445539,4.4893249e-06,0.95620018,0.0010233448,0.064276966,7.2639612,7.2639612,0.99992354,0.00021997692,0.00033550347,7.2645167,0.99992354,1.5240555,0.58267494,-251.06746,-16.001345,0.0,2.2908584e-05,2.2908584e-05,2.3674051e-05,2.3719392e-05,2.3745956e-05,2.3764821e-05,2.3779464e-05
1.0,104.0,104.0,-452.7877,0.8781485,0.21111834,5.0,31.0,0.0,467.59946,-4.0542677,1.5305473,0.4888204,0.69026179,-0.048931355,0.040618396,0.53613559,-9.5175285,0.79117705,-0.17292857,-0.20919114,0.029724279,-0.53470821,0.34209345,0.50857681,-11.391186,0.22327094,10846097.0,8.3163264,1.3787491,0.62593832,-3.3061049,0.021776968,-3.3181034,6.4146206e-05,0.79844839,0.036658684,0.036221464,3.9166797,3.9166797,0.9991596,0.0031431641,0.0001511732,3.9199741,0.9991596,1.4078919,1.6629229,-251.63917,-15.029589,0.0,5.1670759e-07,5.1670759e-07,6.4262354e-06,7.5018229e-06,8.212632e-06,8.7574417e-06,9.2048015e-06
