chain__,iter__,draw__,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu_log_hazard,sigma_port,z_port[1],sigma_visit,z_visit[1],sigma_time,z_time[1],mu_log_aboard,sigma_ship,z_ship[1],mu_log_r,sigma_r,z_r[1],log_crew_ratio,beta_repeat,ww_logit_base,ww_slope,ww_conc,conc_intercept,conc_slope,conc_sigma,log_lambda_port[1],fleet_time[1],log_lambda_visit[1],lambda_aboard[1],R_onboard[1],lambda_port[1],lambda_visit[1],imported_cases_visit[1],imported_cases[1],attribution_share[1],aboard_cases,secondary_cases,total_incidence,import_share,crew_hazard_ratio,repeat_hazard_ratio,loglik_clinical,loglik_wastewater,loglik_concentration,ww_expected_fraction[1],ww_expected_fraction[2],ww_expected_fraction[3],ww_expected_fraction[4],ww_expected_fraction[5],ww_expected_fraction[6],ww_expected_fraction[7]
1.0,31.0,31.0,-446.23901,0.96315507,0.21111834,4.0,31.0,0.0,456.14713,-7.1222687,0.28934312,0.48778734,0.64688637,-0.20300426,1.4366564,0.95411174,-8.4953255,0.17664601,-0.50877814,-0.83497408,0.022096357,0.51312992,0.89380595,0.048755218,-10.865516,0.13889962,432888.25,7.1809885,1.5794822,0.44532106,-6.9811308,1.3707308,-5.7417207,0.00018685099,0.43883325,0.00092925178,0.0032092412,0.48673099,0.48673099,0.98151591,0.0091556985,1.0510987e-05,0.4958972,0.98151591,2.4444153,1.0499633,-254.00636,-12.308544,0.0,2.8039305e-06,2.8039305e-06,1.0094596e-05,1.1114718e-05,1.1758616e-05,1.2237972e-05,1.2623211e-05
1.0,32.0,32.0,-454.86782,0.934079,0.21111834,4.0,15.0,0.0,460.59588,-5.2514798,0.66279312,1.9381002,0.39630957,0.18694766,0.50039449,1.1036778,-9.7841809,0.30905649,-0.53861231,1.0589587,0.017248573,2.8338926,1.1938888,-0.20957436,-11.616796,0.046820314,724764.09,6.9707501,0.71924047,0.29700113,-3.9669204,0.55227431,-3.3405569,4.7696976e-05,3.0278091,0.018931646,0.035417228,6.6441069,6.6441069,0.99950219,0.0023371518,0.00097202939,6.6474161,0.99950219,3.299889,0.81092934,-251.6621,-11.059436,0.0,4.7202578e-06,4.7202578e-06,8.2085155e-06,8.4792755e-06,8.6417819e-06,8.758968e-06,8.8509613e-06
1.0,33.0,33.0,-444.16826,0.99649345,0.21111834,4.0,15.0,0.0,464.80596,-7.4822777,1.0911099,0.46934159,0.38309706,-0.32874341,0.27938102,0.496685,-12.726131,0.72741359,-1.1782919,-1.2383034,0.59203231,-1.9212202,-0.52710859,0.18689716,-9.6945718,0.26912663,236194.56,8.0841012,1.4657965,0.82445766,-6.9701744,0.13876436,-6.9573507,1.2614654e-06,0.092946816,0.00093948902,0.00095161435,0.07022247,0.07022247,0.99911606,6.1811807e-05,3.1553988e-07,0.070284597,0.99911606,0.59030933,1.2055033,-255.27289,-14.438587,0.0,1.4960308e-06,1.4960308e-06,1.0581808e-05,1.2750682e-05,1.4220342e-05,1.5364807e-05,1.6315625e-05
1.0,34.0,34.0,-441.72557,0.92497936,0.21111834,4.0,15.0,0.0,450.63829,-7.2794902,1.5122915,0.47084865,0.57292048,0.38994467,0.85137435,0.69028164,-11.713233,0.72943481,0.28908005,-1.3460134,0.49616958,-1.1435285,-0.59113283,-0.094596113,-10.141423,0.26480518,403989.46,9.4693689,1.3962578,0.26344633,-6.5674298,0.58768808,-5.7563344,1.010613e-05,0.14757814,0.0014054049,0.0031626834,0.22852091,0.22852091,0.99783059,0.00049520037,1.6324865e-06,0.22901774,0.99783059,0.55369968,0.90974029,-254.07424,-14.401479,0.0,1.0157912e-06,1.0157912e-06,9.5185978e-06,1.1436e-05,1.273208e-05,1.3739828e-05,1.4576123e-05
1.0,35.0,35.0,-442.29105,0.82777786,0.21111834,5.0,31.0,0.0,448.32379,-4.964391,0.26953463,0.28349207,0.36584942,-0.10163379,0.68240315,0.54091776,-11.601088,0.19915326,-0.45485912,0.22335692,0.29579043,0.88120447,0.68208659,0.090057596,-10.805891,0.12934572,578401.41,7.7188276,0.73734332,0.26640111,-4.8879801,0.36912398,-4.5560388,8.3631547e-06,1.6225659,0.0075366303,0.010503584,1.3872716,1.3872716,0.99962635,0.00040979458,0.00010875611,1.3877902,0.99962635,1.9780007,1.0942373,-252.87764,-12.620917,0.0,3.3961371e-06,3.3961371e-06,1.2789171e-05,1.3988715e-05,1.4741912e-05,1.5300787e-05,1.5748843e-05
1.0,36.0,36.0,-446.34817,0.99012459,0.21111834,4.0,15.0,0.0,453.30281,-9.7266011,0.7399918,-0.91166389,0.30825593,-0.37392082,0.92329504,0.21793294,-12.359492,0.11464075,-1.4965773,-0.54848188,0.59646632,-0.94669935,0.79836368,-0.074282833,-10.270116,0.13529003,622875.97,6.3602826,1.4969874,0.22753469,-10.401225,0.20121641,-10.315272,3.61268e-06,0.32852046,3.039523e-05,3.3123361e-05,0.0047141132,0.0047141132,0.96379242,0.00017702132,7.7612836e-08,0.0048912121,0.96379242,2.2219022,0.92840907,-258.38833,-11.336822,0.0,5.345677e-06,5.345677e-06,9.9783806e-06,1.0952011e-05,1.1566962e-05,1.202467e-05,1.2392379e-05
1.0,37.0,37.0,-446.59854,0.93396027,0.21111834,4.0,15.0,0.0,459.53692,-10.78552,0.89469466,-0.54619226,0.40162077,-0.54421652,0.39736413,0.77191237,-12.936028,0.055113546,-0.80398912,-0.20393322,0.6550564,-0.92243728,0.66259841,-0.21674638,-10.210284,0.17716897,733156.4,6.3970001,1.2556908,0.63076921,-11.274195,0.30673028,-11.186034,2.3052113e-06,0.44566771,1.2696357e-05,1.3866512e-05,0.0018092013,0.0018092013,0.94121484,0.00011295535,4.1377237e-08,0.0019221981,0.94121484,1.9398263,0.80513414,-259.04916,-11.79695,0.0,3.1821063e-06,3.1821063e-06,6.1232988e-06,6.9080575e-06,7.417032e-06,7.8019475e-06,8.1147459e-06
1.0,38.0,38.0,-445.80556,0.97218272,0.21111834,4.0,15.0,0.0,459.3823,-12.055525,0.89249399,0.78429017,0.47422606,0.95937947,1.0898707,-0.36011154,-8.3877359,0.18246072,-0.28057921,-0.88431442,0.2030029,1.1836263,-0.17981671,0.0027820683,-8.8527124,0.40364052,214780.07,9.7685868,0.85787426,0.13189342,-11.355551,-0.39247501,-11.293063,0.00021628131,0.52516917,1.1704337e-05,1.2459049e-05,0.0010476537,0.0010476537,0.089960305,0.010597784,2.9540414e-07,0.011645733,0.089960305,0.83542332,1.0027859,-256.68085,-16.565115,0.0,5.4134294e-07,5.4134294e-07,4.934467e-06,6.5219855e-06,7.6795218e-06,8.6238811e-06,9.4358853e-06
1.0,39.0,39.0,-446.75768,0.78324161,0.21111834,4.0,15.0,0.0,455.48097,-10.794114,1.3881572,-0.32091285,0.39638088,2.5680068,0.36718348,0.61840425,-8.9390721,0.37031808,-0.1875952,-1.2197047,0.33461632,0.14674739,-0.15061818,-0.17554637,-10.498269,0.1318133,140381.65,7.4315909,0.72648977,0.49600349,-11.239592,0.22706782,-9.9946153,0.00012236013,0.31018057,1.3143385e-05,4.5645053e-05,0.0038856444,0.0038856444,0.39322659,0.0059956463,1.4804365e-07,0.0098814387,0.39322659,0.86017607,0.83899849,-256.98056,-13.266545,0.0,4.4645546e-06,4.4645546e-06,8.9916335e-06,9.8486469e-06,1.03882e-05,1.0789097e-05,1.1110788e-05
1.0,40.0,40.0,-445.74525,0.95566995,0.21111834,5.0,31.0,0.0,457.22552,-8.0927921,0.17178156,-0.76914191,0.61165483,-0.62414313,0.34898788,0.049678606,-10.270357,0.456858,0.28455485,-1.7769089,0.42440823,1.92122,-0.051579897,0.44105122,-10.323563,0.19073533,786370.53,7.4014229,0.88902541,0.3448201,-8.2249165,0.017337231,-8.5893395,3.9454779e-05,0.38230855,0.00026789471,0.00018607896,0.016540292,0.016540292,0.89533214,0.0019332842,3.4113517e-07,0.018473917,0.89533214,0.94972777,1.5543403,-256.69461,-11.996397,0.0,2.355703e-06,2.355703e-06,7.3070101e-06,8.3377078e-06,9.0073415e-06,9.5149905e-06,9.9284501e-06
1.0,41.0,41.0,-447.60197,0.97928934,0.21111834,4.0,15.0,0.0,457.87948,-9.1758242,0.26807635,1.726483,0.51735405,0.40467095,1.1484392,0.81713885,-11.967048,0.075596814,-1.1265474,-0.63891534,0.58155032,-1.1357703,-0.50447451,-0.32205627,-9.5794717,0.3063578,3262029.6,5.8800552,1.320876,0.32623819,-8.7129949,0.93843432,-7.5652025,5.8316441e-06,0.2726891,0.00016443504,0.00051817244,0.038531592,0.038531592,0.99262551,0.00028575056,5.1127565e-07,0.038817854,0.99262551,0.6038228,0.72465741,-255.86594,-13.630907,0.0,1.0035547e-06,1.0035547e-06,7.7586303e-06,9.592311e-06,1.0860296e-05,1.1860506e-05,1.2699414e-05
1.0,42.0,42.0,-446.02106,0.65148418,0.21111834,4.0,15.0,0.0,460.31983,-9.1147213,0.3708595,-2.1617265,0.55243915,0.25109536,0.38704544,0.70735353,-13.355926,0.80164403,0.67478712,0.16168936,0.39520161,-1.3164724,-0.67553044,-0.32230896,-9.2733137,0.21332631,242269.02,9.1902538,0.88511635,0.67716161,-9.9164181,0.27377796,-9.5039252,2.7197048e-06,0.69866588,4.9357634e-05,7.4558594e-05,0.0052469291,0.0052469291,0.97519744,0.00013326554,1.8156371e-07,0.0053803762,0.97519744,0.50888641,0.72447432,-257.71877,-13.355901,0.0,4.9282305e-06,4.9282305e-06,1.3453688e-05,1.5582568e-05,1.6984909e-05,1.8056991e-05,1.893549e-05
1.0,43.0,43.0,-447.70547,0.74686738,0.21111834,4.0,15.0,0.0,460.98054,-5.5159854,0.11241868,-0.022426599,0.16841969,0.66136323,0.75632648,2.1513412,-11.435309,0.497228,0.22179062,-1.127293,0.6061701,1.3158298,-0.94004055,0.10373349,-11.093703,0.13793435,456849.27,10.372724,1.3534516,0.028287291,-5.5185065,1.6271163,-3.7800036,1.2067095e-05,0.71915648,0.004011835,0.022822609,1.4927288,1.4927288,0.99956932,0.00059128764,5.1872578e-05,1.493372,0.99956932,0.39061199,1.1093048,-252.10217,-12.484672,0.0,2.2618255e-06,2.2618255e-06,9.3961433e-06,1.0338811e-05,1.0933496e-05,1.1376065e-05,1.1731652e-05
1.0,44.0,44.0,-451.9903,0.92461748,0.21111834,4.0,15.0,0.0,460.9908,-8.4885664,0.045917853,-0.38560455,0.38597348,-0.050194817,0.065609646,-0.32963563,-11.461837,0.63449198,-1.6141398,0.17365638,0.3121632,1.3200027,-0.16127347,0.10861485,-10.896896,0.07586596,182546.26,8.3340105,0.39410732,0.032469895,-8.5062725,-0.021627277,-8.5472737,3.7792087e-06,1.7962706,0.0002021961,0.00019407349,0.016446659,0.016446659,0.98878007,0.00018518123,1.4430242e-06,0.016633283,0.98878007,0.8510593,1.1147329,-256.82207,-12.413123,0.0,6.4914173e-06,6.4914173e-06,1.0102578e-05,1.0646859e-05,1.0979044e-05,1.1221088e-05,1.1412542e-05
1.0,45.0,45.0,-453.15329,0.98227421,0.21111834,4.0,15.0,0.0,462.27628,-6.7993544,0.070948363,-0.044061849,0.068961894,-0.42437902,1.1631396,2.1347202,-8.7707185,0.37546782,1.9090736,-1.1651329,0.52454821,-1.2561458,0.027601092,0.05787278,-11.492004,0.19529516,2984217.4,9.0229495,0.43576771,0.73923786,-6.8024805,2.4829776,-4.3487689,0.0003178526,0.16137217,0.0011110159,0.012922712,1.1911561,1.1911561,0.98708572,0.015574777,9.4059049e-06,1.2067403,0.98708572,1.0279855,1.0595802,-252.64698,-14.867427,0.0,6.8756672e-07,6.8756672e-07,4.9537995e-06,5.6718677e-06,6.1392468e-06,6.4940344e-06,6.78329e-06
1.0,46.0,46.0,-450.29732,1.0,0.21111834,4.0,15.0,0.0,464.48981,-7.1422836,0.057700281,-0.37570761,0.38861936,0.34092975,0.020415529,-0.49704249,-11.037319,0.41152451,-0.84742288,0.12871847,0.33597507,1.7516193,-0.39299946,0.25258538,-11.396915,0.049838113,171904.7,8.6776028,1.5108718,0.12904908,-7.163962,-0.010147385,-7.0416175,1.1352703e-05,2.0487276,0.00077398194,0.00087471057,0.067659933,0.067659933,0.99174716,0.00055628243,6.75046e-06,0.068222965,0.99174716,0.67502912,1.2873494,-255.34513,-12.780134,0.0,5.6409396e-06,5.6409396e-06,8.0917337e-06,8.3759959e-06,8.5469241e-06,8.6703221e-06,8.7672696e-06
1.0,47.0,47.0,-448.74209,0.9928167,0.21111834,5.0,31.0,0.0,458.86544,-9.6063129,1.7923205,-1.7720372,0.2700509,-0.21678437,0.55688043,-0.065550847,-10.385745,0.42942371,-0.29057169,-0.70892008,0.43376009,-2.3017048,0.35111132,0.24790281,-10.520284,0.095974331,976480.22,6.6200534,1.3833385,0.90775632,-12.782372,-0.036503984,-12.877418,2.7248184e-05,0.18135338,2.8098722e-06,2.5551022e-06,0.00027765557,0.00027765557,0.17215419,0.001335161,1.4127723e-08,0.0016128307,0.17215419,1.4206455,1.2813354,-258.56629,-10.983102,0.0,7.1655544e-06,7.1655544e-06,1.0049083e-05,1.0725022e-05,1.1145251e-05,1.1454497e-05,1.1700756e-05
1.0,48.0,48.0,-447.10134,0.9944747,0.21111834,5.0,31.0,0.0,456.68598,-7.7890957,0.30018974,1.8165106,0.54950884,-0.35872626,0.95700544,0.49676141,-5.2531648,0.28288239,-0.83676551,-0.73295604,0.31153378,0.79189313,-0.68145406,-0.44905367,-10.799286,0.13530937,531530.69,9.7489634,0.78229259,0.22943273,-7.2437979,0.47540337,-6.9655177,0.0041283768,0.61492524,0.00071459267,0.00094387412,0.066304322,0.066304322,0.246849,0.20229046,7.9777683e-06,0.26860276,0.246849,0.50588087,0.63823184,-253.60575,-11.980506,0.0,3.148271e-06,3.148271e-06,1.0092255e-05,1.1084462e-05,1.1709527e-05,1.217429e-05,1.2547463e-05
1.0,49.0,49.0,-447.32112,0.97193568,0.21111834,5.0,31.0,0.0,458.4856,-7.6572098,0.90398696,-0.48591604,0.72355282,1.9794885,0.11198809,0.019699493,-15.716037,0.74806215,1.1475936,-0.29311038,0.10245406,-0.37005699,0.1643188,0.50534752,-10.651669,0.10648748,311110.9,7.2473249,1.1945494,0.18804401,-8.0964716,0.0022061086,-6.662001,3.5272887e-07,0.71818777,0.00030461205,0.0012785854,0.12594166,0.12594166,0.9998281,1.7283715e-05,4.3694677e-06,0.12596331,0.9998281,1.17859,1.6575615,-254.98013,-12.300267,0.0,5.4338994e-06,5.4338994e-06,1.2538695e-05,1.3498914e-05,1.4094417e-05,1.4532818e-05,1.488225e-05
1.0,50.0,50.0,-445.28756,0.88393973,0.21111834,4.0,15.0,0.0,454.56341,-3.6437305,0.41924315,1.2632792,0.44917229,-0.87509606,1.598176,0.084327729,-12.352926,0.30332706,-1.4119737,-0.40019657,0.77663546,0.68208096,-0.045911244,-0.14373799,-10.70836,0.093781516,506227.42,6.456826,0.99180396,0.50247474,-3.1141093,0.13477056,-3.3724077,2.8131206e-06,1.1382952,0.044418051,0.034306937,3.0572738,3.0572738,0.99989994,0.00013784291,0.00016810102,3.0575797,0.99989994,0.95512673,0.86611465,-251.69514,-13.936968,0.0,6.1196476e-06,6.1196476e-06,1.7235322e-05,1.8392875e-05,1.9105716e-05,1.9628179e-05,2.0043257e-05
1.0,51.0,51.0,-448.08257,0.92523282,0.21111834,4.0,15.0,0.0,459.03401,-9.387017,0.57585541,-0.97534991,0.5385151,1.726623,1.714953,2.684218,-7.450365,0.30830312,0.62895109,-0.54435845,0.062530364,-1.9983641,0.36662362,-0.08036229,-11.204823,0.070367574,596827.67,8.4345729,1.1637555,0.41564377,-9.9486775,4.6033077,-4.4155572,0.00070560326,0.51205825,4.7790796e-05,0.012087816,1.3248235,1.3248235,0.97454217,0.03457456,3.3622309e-05,1.3594317,0.97454217,1.4428548,0.92278197,-252.68132,-11.313412,0.0,5.1475364e-06,5.1475364e-06,1.0574306e-05,1.1102834e-05,1.142417e-05,1.1657787e-05,1.184228e-05
1.0,52.0,52.0,-448.19462,0.96406521,0.21111834,4.0,15.0,0.0,458.43338,-5.3078507,0.28785111,0.31565843,0.54877166,-0.7338247,0.28450448,-2.2419921,-11.440654,0.82465564,0.28494258,0.31096503,0.070266732,0.0036509816,-0.1376261,-0.096308075,-10.706803,0.16925348,2016726.6,10.339672,1.0693326,0.041771293,-5.216988,-0.63785678,-6.257547,1.3596825e-05,1.3650917,0.0054236404,0.0019159398,0.16400412,0.16400412,0.99588841,0.00066624445,1.0857724e-05,0.16468122,0.99588841,0.87142445,0.90818418,-254.5704,-11.8188,0.0,2.1605917e-06,2.1605917e-06,8.5398563e-06,9.6026156e-06,1.0284653e-05,1.0797768e-05,1.121335e-05
1.0,53.0,53.0,-449.56096,0.9395223,0.21111834,4.0,15.0,0.0,465.2537,-3.1788109,1.7161383,-0.89036108,0.29475396,-1.41472,1.2861756,1.6917686,-10.551873,0.28907627,-1.9831362,-0.35913355,0.26838897,1.4737281,0.19440281,-0.17445125,-10.954518,0.089220215,1730075.2,6.2257485,1.026971,0.45825025,-4.7067936,2.1759115,-2.9478764,1.4736974e-05,1.0370694,0.0090336965,0.05245097,5.2457573,5.2457573,0.99981228,0.00072211174,0.00026280723,5.2467422,0.99981228,1.2145854,0.8399178,-251.27051,-12.510068,0.0,5.0955332e-06,5.0955332e-06,1.4319716e-05,1.5233222e-05,1.5794373e-05,1.6205008e-05,1.6530864e-05
1.0,54.0,54.0,-444.33071,0.99481366,0.21111834,4.0,31.0,0.0,455.94528,-5.3456279,0.79203934,0.37723697,0.095634583,-2.1422768,0.50413901,0.22166243,-10.652148,0.4037186,-1.323798,-0.31752127,0.5235867,-0.066478576,0.17461375,-0.14267294,-11.511272,0.082746211,601807.9,9.626377,1.4478854,0.49483924,-5.0468414,0.11174868,-5.1399684,1.3858797e-05,0.70304908,0.0064296102,0.0058578746,0.58000586,0.58000586,0.99879663,0.00067908107,1.9719129e-05,0.58070466,0.99879663,1.1907862,0.8670376,-253.45955,-11.802603,0.0,3.1932966e-06,3.1932966e-06,6.9394905e-06,7.349114e-06,7.5998541e-06,7.7829304e-06,7.927969e-06
1.0,55.0,55.0,-444.89515,0.99191438,0.21111834,4.0,15.0,0.0,453.7088,-1.9890159,0.795116,-0.19969187,0.31215653,-1.6028279,1.5963468,0.38660673,-11.014338,0.3843342,0.018486048,-0.13751215,0.40262579,-0.8838821,0.5534375,-0.055816671,-10.863971,0.12012702,298565.17,8.8675349,1.2354923,0.75464435,-2.1477941,0.61715843,-2.0309688,1.6581334e-05,0.61055562,0.1167414,0.13120834,16.013624,16.013624,0.99991978,0.00081248538,0.00047227876,16.014908,0.99991978,1.7392213,0.9457125,-250.35404,-14.279195,0.0,3.6397666e-06,3.6397666e-06,1.6729629e-05,1.8182243e-05,1.9089755e-05,1.9760984e-05,2.0297846e-05
1.0,56.0,56.0,-449.32539,0.90934537,0.21111834,5.0,31.0,0.0,455.07759,-12.546315,0.74136195,0.49099326,0.58526331,1.9221409,0.052345916,0.66470469,-6.953412,0.46444365,0.75056791,-1.108599,0.22810826,1.1689395,-0.30214984,0.10819605,-10.898886,0.042918415,423155.22,8.1359724,1.151227,0.94416158,-12.182311,0.034794576,-11.022558,0.001353833,0.43086769,5.1202306e-06,1.6329162e-05,0.0013071094,0.0013071094,0.019322694,0.066337817,1.4077991e-06,0.067646334,0.019322694,0.73922729,1.1142662,-254.91153,-12.371418,0.0,1.0213137e-05,1.0213137e-05,1.3929533e-05,1.4349916e-05,1.4601738e-05,1.47831e-05,1.4925333e-05
1.0,57.0,57.0,-449.43421,0.99294903,0.21111834,5.0,31.0,0.0,460.45459,-7.4608576,0.92229102,1.0727271,0.28427057,0.26677777,0.39020501,1.1171809,-16.087105,0.05286148,-1.5005371,-1.3190894,0.38212542,-1.1937308,0.2797199,0.39211884,-11.475804,0.10341197,271558.18,10.01786,0.94253336,0.18951793,-6.471491,0.43592958,-5.9597244,9.5281896e-08,0.16944205,0.0015469175,0.0025806231,0.26981934,0.26981934,0.99997451,4.6688129e-06,2.2083267e-06,0.26982622,0.99997451,1.3227593,1.4801136,-254.28037,-13.384093,0.0,2.4868462e-06,2.4868462e-06,6.0604903e-06,6.5107885e-06,6.7895666e-06,6.9945769e-06,7.1578509e-06
1.0,58.0,58.0,-448.00519,0.98710955,0.21111834,5.0,31.0,0.0,459.17371,-4.3854779,0.46893487,0.89157458,0.10501712,0.22241225,0.21197812,0.80338479,-6.823023,0.62031708,1.5207504,0.52538626,0.41955135,1.1736899,0.13242741,-0.38984856,-11.041527,0.068473845,696764.6,7.3601613,0.91402841,0.5759985,-3.9673874,0.1703,-3.7737304,0.0027956921,2.7671265,0.018922805,0.022966231,2.2265081,2.2265081,0.94191384,0.13698891,0.00031589709,2.3638129,0.94191384,1.1415961,0.67715942,-251.9816,-11.830993,0.0,6.2212862e-06,6.2212862e-06,1.3018635e-05,1.3651411e-05,1.4035727e-05,1.431495e-05,1.4535359e-05
1.0,59.0,59.0,-456.12923,0.96990096,0.21111834,4.0,15.0,0.0,463.61335,-7.248924,1.944563,1.1515528,0.12006436,-1.871036,1.0772864,0.0041961074,-16.208376,0.17742295,-2.9195067,-1.100146,0.039324153,-1.8560129,-0.55755262,0.46180174,-11.288652,0.07446722,664934.97,8.8326422,0.95817883,0.1382895,-5.009657,0.0045204096,-5.2297814,5.4429271e-08,0.30939634,0.0066731916,0.0053546959,0.39115822,0.39115822,0.99997824,2.6670343e-06,5.8456407e-06,0.39116673,0.99997824,0.57260874,1.5869307,-253.55162,-11.162328,0.0,4.4729631e-06,4.4729631e-06,8.7333422e-06,9.1959186e-06,9.4777958e-06,9.6830186e-06,9.8452589e-06
1.0,60.0,60.0,-451.7774,0.95426615,0.21111834,4.0,31.0,0.0,472.06435,-3.9755877,1.6030154,2.3704928,0.016533034,-0.77745638,0.84882369,-0.46282839,-12.051539,0.11175819,-1.3161788,-1.3125499,0.078806759,-0.61687015,-0.0051338333,-0.064052125,-11.179839,0.12768416,4778238.6,9.9072455,1.5376016,0.6431806,-0.1756512,-0.3928597,-0.58136461,5.0373382e-06,0.25636235,0.83891054,0.55913484,50.761018,50.761018,0.99998275,0.00024682957,0.00062856213,50.761894,0.99998275,0.99487932,0.93795611,-248.90528,-13.596615,0.0,2.3908458e-06,2.3908458e-06,1.4015536e-05,1.5312493e-05,1.6126109e-05,1.6729464e-05,1.7212967e-05
1.0,61.0,61.0,-454.89681,0.44929791,0.21111834,4.0,31.0,0.0,469.98707,-4.7771,0.16880675,-1.7122966,0.015985477,0.32776575,1.6142376,3.3189151,-10.496195,0.18507818,2.7220716,-1.0572172,0.21665305,0.17941598,-0.022187604,0.19537109,-10.726278,0.023535598,84225.172,9.9282786,0.83061013,0.38150149,-5.0661472,5.3575176,0.29660991,4.5746344e-05,0.36119181,0.0063066717,1.3452904,121.18158,121.18158,0.99996406,0.0022415709,0.0021141903,121.18594,0.99996406,0.97805673,1.2157621,-248.02869,-15.088637,0.0,1.5864132e-05,1.5864132e-05,2.2432743e-05,2.2801696e-05,2.3020325e-05,2.3176716e-05,2.3298754e-05
1.0,62.0,62.0,-449.98058,0.99012122,0.21111834,5.0,31.0,0.0,466.41694,-5.9789846,1.3742271,2.75495,0.22688825,1.2640661,0.22035779,0.41118052,-13.28042,1.0302117,-1.9162224,-0.57640691,0.42381135,1.083602,0.030238635,-0.22639872,-11.704014,0.0039457786,4477537.1,9.2493409,0.87322112,0.34456698,-2.1930577,0.090606831,-1.8156491,2.3715902e-07,0.88943924,0.11157507,0.16273225,15.018465,15.018465,0.99995627,1.1620792e-05,0.00064521386,15.019121,0.99995627,1.0307005,0.7974001,-250.13883,-10.430852,0.0,7.8222806e-06,7.8222806e-06,8.2220755e-06,8.2445935e-06,8.2577942e-06,8.2671731e-06,8.2744554e-06
1.0,63.0,63.0,-446.94641,0.87776875,0.21111834,4.0,15.0,0.0,464.40776,-3.8939834,1.8326323,2.5225529,0.69058456,-0.12979171,0.29484612,-0.21799273,-12.283798,0.74862094,-1.0617637,0.37914348,0.70013007,-0.79467824,-0.085690742,-0.24106119,-11.821453,0.0043409873,335474.04,9.2181093,1.2707738,0.95154844,0.72892868,-0.064274311,0.57502222,2.0893522e-06,0.83758322,2.0728587,1.77717,155.59279,155.59279,0.99995889,0.00010237826,0.0062947613,155.59919,0.99995889,0.91787805,0.78579355,-247.75099,-11.80361,0.0,6.9176602e-06,6.9176602e-06,7.3821561e-06,7.4044019e-06,7.4174459e-06,7.4267147e-06,7.4339122e-06
1.0,64.0,64.0,-455.09218,0.96884403,0.21111834,4.0,15.0,0.0,464.22864,-2.4046381,1.4364422,3.505569,0.87738884,2.6947662,0.20368862,-2.2277952,-10.696542,0.61297016,-0.78323653,0.36071018,0.31151598,2.2855168,-0.16078448,0.06771717,-11.327577,0.0040599796,469697.02,9.7482917,1.1504169,0.18996942,2.6309092,-0.45377654,4.5414904,1.3997352e-05,2.9232184,13.88639,93.830544,7953.2621,7953.2621,0.99985874,0.00068587024,1.12297,7954.3857,0.99985874,0.85147556,1.0700626,-243.93997,-11.90641,0.0,1.1379706e-05,1.1379706e-05,1.2287528e-05,1.2322155e-05,1.2342456e-05,1.235688e-05,1.236808e-05
1.0,65.0,65.0,-450.89099,0.98367062,0.21111834,4.0,15.0,0.0,466.50555,-10.01338,0.72572171,1.1054016,0.27457436,1.1554507,0.28471496,1.6020781,-11.692717,0.42221097,1.6790952,-0.92346434,0.061884549,-0.42547268,-0.40158225,-0.10239869,-11.269993,0.0071997581,320478.07,6.3625043,0.89916162,0.13979535,-9.2111657,0.4561356,-8.437773,1.6974739e-05,0.3868205,9.99175e-05,0.00021653184,0.016696539,0.016696539,0.95252967,0.00083176221,3.2749964e-07,0.017528628,0.95252967,0.66926027,0.9026696,-256.66073,-12.066138,0.0,1.1542519e-05,1.1542519e-05,1.2041872e-05,1.2101995e-05,1.2137334e-05,1.2162479e-05,1.2182022e-05
1.0,66.0,66.0,-444.22248,0.99411257,0.21111834,4.0,31.0,0.0,458.80928,-6.5214607,0.36898797,1.2806578,0.47287625,0.7158129,0.81130957,0.6356944,-11.563204,0.76084163,1.5838441,-1.1678964,0.053826193,1.723968,-0.25829315,-0.075748415,-11.287481,0.05526253,560238.53,8.2634986,0.81751526,0.57382989,-6.0489133,0.51574495,-5.1946775,3.173314e-05,0.34126301,0.0023604256,0.0055460049,0.4516638,0.4516638,0.99655273,0.0015549239,7.4706534e-06,0.4532262,0.99655273,0.77236878,0.92704941,-253.51086,-11.145912,0.0,5.8389076e-06,5.8389076e-06,9.6718577e-06,1.0049492e-05,1.0277201e-05,1.0441887e-05,1.0571444e-05
1.0,67.0,67.0,-445.88357,0.93332591,0.21111834,5.0,31.0,0.0,454.64596,-8.4927161,0.86897227,0.53123434,0.48009556,-0.15856818,0.11768999,0.86569355,-11.004252,0.037795432,-1.5524349,0.46180818,0.31880954,-1.710324,-0.20098491,0.051447026,-8.8858343,0.35604056,423785.51,8.7700007,1.1402026,0.49788455,-8.0310882,0.10188347,-8.0053326,1.5683104e-05,0.91992842,0.00032519415,0.00033367851,0.027813052,0.027813052,0.97306974,0.00076847209,1.2699919e-06,0.028582794,0.97306974,0.81792477,1.0527934,-256.26589,-14.904236,0.0,1.0108515e-06,1.0108515e-06,9.766011e-06,1.2495756e-05,1.443488e-05,1.5990931e-05,1.7312679e-05
