chain__,iter__,draw__,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu_log_hazard,sigma_port,z_port[1],sigma_visit,z_visit[1],sigma_time,z_time[1],mu_log_aboard,sigma_ship,z_ship[1],mu_log_r,sigma_r,z_r[1],log_crew_ratio,beta_repeat,ww_logit_base,ww_slope,ww_conc,conc_intercept,conc_slope,conc_sigma,log_lambda_port[1],fleet_time[1],log_lambda_visit[1],lambda_aboard[1],R_onboard[1],lambda_port[1],lambda_visit[1],imported_cases_visit[1],imported_cases[1],attribution_share[1],aboard_cases,secondary_cases,total_incidence,import_share,crew_hazard_ratio,repeat_hazard_ratio,loglik_clinical,loglik_wastewater,loglik_concentration,conc_expected_log10[1],conc_expected_log10[2],conc_expected_log10[3],conc_expected_log10[4],conc_expected_log10[5],conc_expected_log10[6],conc_expected_log10[7],conc_expected_log10[8],conc_expected_log10[9],conc_expected_log10[10],conc_expected_log10[11],conc_expected_log10[12],conc_expected_log10[13],conc_expected_log10[14],conc_expected_log10[15]
1.0,33.0,33.0,-288.69205,0.92642881,0.19339555,4.0,15.0,0.0,295.06914,-2.783325,0.38325109,0.91577688,0.13590905,1.5174895,0.47100262,2.1108147,-9.2537756,1.2010567,-0.35241784,0.22839778,0.79474261,-1.1488551,-0.26275658,-0.13998768,-7.2138226,1.788701,82580.271,6.9409725,0.14208674,0.70574099,-2.4323526,0.99419924,-1.2319128,6.2706253e-05,0.50426856,0.087829965,0.29173403,23.716524,23.716524,0.99426688,0.013105607,0.12364818,23.853277,0.99426688,0.76892905,0.86936895,-249.82529,0.0,-20.743968,6.0884521,6.0884521,6.8962027,6.938975,6.9639952,6.9817474,6.9955171,6.9419862,6.9514995,6.9515056,6.9515151,6.9515306,6.9515555,6.9515939,6.9516507
1.0,34.0,34.0,-291.0486,0.33714918,0.19339555,4.0,31.0,0.0,303.93042,-6.265683,0.27238224,0.18764189,0.0011533754,-0.14992483,0.29639481,0.12785358,-9.8008025,0.088115157,1.0097186,-0.51854039,0.11685799,0.35285387,0.64414679,-0.46118736,-8.4437172,0.82694486,86079.985,7.275226,0.061368852,1.0883778,-6.2145726,0.037895139,-6.1768504,6.0562723e-05,0.62045227,0.0020000709,0.0020769591,0.2678928,0.2678928,0.94900381,0.012657609,0.001738025,0.28228843,0.94900381,1.9043615,0.63053453,-254.47141,0.0,-18.412046,6.9070129,6.9070129,7.1366937,7.1551652,7.1659709,7.1736378,7.1795849,7.1564657,7.1605743,7.1606947,7.1608164,7.1609407,7.1610693,7.1612043,7.1613483
1.0,35.0,35.0,-294.06695,0.9856815,0.19339555,4.0,15.0,0.0,302.8858,-5.8553376,0.59215883,0.94492423,0.00054151342,0.71961537,0.17305482,0.30506238,-10.56873,0.034622512,0.91451791,-0.14216006,0.063930119,-0.11685535,0.43075014,-0.55321868,-9.8893428,1.6280331,195392.57,6.963532,0.04801183,1.0346728,-5.2957924,0.052792515,-5.2426102,2.6534444e-05,0.86102595,0.0050126407,0.00528644,0.60060972,0.60060972,0.98216929,0.0055456989,0.0053580181,0.61151344,0.98216929,1.5384111,0.57509578,-253.5663,0.0,-17.915927,6.6754611,6.6754611,6.8717992,6.8862514,6.8947056,6.900704,6.9053568,6.887269,6.8904837,6.8905037,6.8905257,6.8905511,6.8905819,6.8906205,6.8906696
1.0,36.0,36.0,-287.45284,0.88108527,0.19339555,4.0,31.0,0.0,302.78615,-5.2945594,0.62513236,0.76264724,0.02853253,0.84953083,0.38357236,-0.062362353,-12.207279,0.085617978,-1.1888194,-0.30341811,0.024628961,-2.1126766,-0.14847374,0.023127693,-7.4923062,1.3898643,28811.884,7.7498045,0.23794865,0.88544901,-4.8178039,-0.023920475,-4.8174852,4.5106783e-06,0.70085719,0.0080845217,0.0080870994,0.68906091,0.68906091,0.99145788,0.00094273176,0.0049940192,0.69499766,0.99145788,0.86202264,1.0233972,-253.147,0.0,-20.945781,6.3221126,6.3221126,7.3091787,7.3808047,7.4227042,7.4524326,7.4754921,7.3858476,7.4017794,7.4017995,7.4018277,7.4018698,7.4019337,7.4020293,7.4021678
1.0,37.0,37.0,-294.6943,0.92507086,0.19339555,4.0,15.0,0.0,299.34485,-8.5045406,0.97592344,-0.10099857,0.0054924385,-0.96342055,0.99848217,0.064077579,-14.485195,0.11064468,-0.82632216,-0.014741378,0.0022320834,-2.2344134,0.19389512,-0.2805345,-5.8757459,0.91041242,27530.31,7.1906582,0.13157169,1.0630886,-8.6031075,0.06398032,-8.5444187,4.6714621e-07,0.98046456,0.00018353458,0.00019462836,0.019460247,0.019460247,0.9850614,9.7633557e-05,0.00019748397,0.019755364,0.9850614,1.213969,0.75537988,-256.83592,0.0,-18.583275,6.4012281,6.4012281,6.7433873,6.7829226,6.8060673,6.8224938,6.8352374,6.785708,6.7945084,6.7945408,6.7945795,6.794629,6.7946953,6.794786,6.7949098
1.0,38.0,38.0,-291.27641,0.94181116,0.19339555,4.0,31.0,0.0,306.65039,-7.5198612,0.30625758,-0.12229509,0.004121901,1.0099898,0.095346402,1.9776991,-10.779517,0.2912717,1.2117982,-0.44104991,0.34385461,0.069347374,-0.54473373,-0.24785043,-8.5118802,1.9844163,152956.05,8.1700717,0.31391142,0.6615765,-7.557315,0.18856649,-7.3645854,2.9634997e-05,0.65888617,0.00052227568,0.0006332879,0.046457899,0.046457899,0.87692275,0.0061937144,0.00032671206,0.052978325,0.87692275,0.5799962,0.78047667,-255.63362,0.0,-23.229503,6.2866032,6.2866032,7.2254099,7.319837,7.3750909,7.414299,7.4447135,7.3264867,7.3474955,7.349179,7.3508518,7.3525209,7.3541956,7.3558871,7.3576075
1.0,39.0,39.0,-288.13567,0.99719167,0.19339555,4.0,15.0,0.0,294.58354,-8.3586585,0.43799576,-1.4566475,0.0023061712,0.59474627,0.12519483,0.57964051,-10.379639,0.41238619,1.1817118,-0.45654009,0.65769498,0.04001475,-0.49358001,-0.185668,-7.0775378,0.52797219,137409.67,7.986924,0.24797241,0.7296426,-8.996664,0.072567996,-8.9227244,5.056162e-05,0.65036432,0.00012382219,0.00013332452,0.0099511235,0.0099511235,0.48300074,0.010567379,8.4206395e-05,0.020602709,0.48300074,0.61043711,0.8305493,-256.89326,0.0,-19.748745,6.4990896,6.4990896,7.0956955,7.1701309,7.2137261,7.2446721,7.2686821,7.1753763,7.1919507,7.2003673,7.2081803,7.2154753,7.2223234,7.2287837,7.2349064
1.0,40.0,40.0,-290.20013,0.43526153,0.19339555,4.0,15.0,0.0,308.11525,-5.0276025,0.081960996,0.11969938,0.64576017,-1.5849051,0.91896749,1.3509594,-12.848594,0.63780119,1.238277,-1.0788543,0.15996737,0.3765765,0.59293798,0.14191262,-4.7212576,0.46468497,4532636.8,6.8510335,0.12093989,0.94838149,-5.0177919,1.2414878,-4.7997727,5.7932354e-06,0.36109493,0.0066191266,0.008231618,1.0288736,1.0288736,0.99511331,0.0012107862,0.0038416936,1.0339261,0.99511331,1.8092963,1.1524759,-253.13303,0.0,-19.292412,6.1253942,6.1253942,6.6481334,6.6845387,6.7058348,6.7209446,6.7326649,6.6871016,6.6951986,6.6952062,6.6952159,6.6952293,6.6952483,6.6952755,6.6953139
1.0,41.0,41.0,-289.19472,0.39067033,0.19339555,4.0,15.0,0.0,305.9916,-4.6110531,0.061421125,0.024417351,0.44657659,-1.5113371,0.71143153,1.4731357,-12.925928,0.80324581,1.1882288,-1.2712638,0.18061697,0.58568359,0.53081124,0.19025004,-4.966568,0.84857174,2550764.9,6.851895,0.18281232,0.98439923,-4.6095533,1.0480352,-4.2364459,6.3219165e-06,0.31177317,0.0099562647,0.014458889,1.7410392,1.7410392,0.99603335,0.0013212806,0.0056123132,1.7479728,0.99603335,1.7003111,1.209552,-252.5784,0.0,-20.697705,5.7550211,5.7550211,6.5869455,6.6419764,6.6741676,6.6970078,6.7147241,6.6458503,6.6580897,6.6580977,6.6581084,6.6581239,6.6581467,6.6581802,6.6582282
1.0,42.0,42.0,-286.45164,0.97226079,0.19339555,4.0,31.0,0.0,301.63046,-4.5857661,0.56256278,0.95987163,0.48568149,1.0621675,0.73517779,-0.62430528,-12.992232,0.2114113,-0.024425014,0.51198226,0.072945836,0.017739349,-0.23352485,0.29066189,-11.34755,0.75567491,35447.942,7.7016586,0.1950509,1.1224848,-4.0457781,-0.45897538,-3.9888783,2.2662233e-06,1.6707561,0.017496087,0.018520476,1.5233646,1.5233646,0.98271968,0.00047364066,0.026313476,1.5501517,0.98271968,0.79173792,1.3373123,-252.32875,0.0,-20.810749,6.5313532,6.5313532,7.4076493,7.4663641,7.5007104,7.5250796,7.5439823,7.4704992,7.4835617,7.4835772,7.4836085,7.4836671,7.4837685,7.483932,7.4841796
1.0,43.0,43.0,-282.02172,0.99671338,0.19339555,4.0,15.0,0.0,291.38677,-6.560945,1.4425378,0.81546318,0.55772799,0.58249003,0.64616995,0.45578839,-12.312607,0.080392765,1.0914805,-0.67598122,0.7646592,-0.19354947,-0.1413206,-0.24887899,-8.1959014,0.73888235,306443.14,7.4249359,0.13903402,1.1270314,-5.3846085,0.29451676,-4.7652208,4.9069386e-06,0.43868196,0.0045866354,0.0085210067,0.72824663,0.72824663,0.99409045,0.0010255502,0.003303641,0.73257582,0.99409045,0.86821092,0.77967432,-253.0952,0.0,-19.319431,6.5907318,6.5907318,7.1708172,7.2126685,7.2371505,7.254521,7.2679946,7.2156149,7.2249234,7.2249339,7.2249474,7.2249659,7.2249924,7.2250304,7.225084
1.0,44.0,44.0,-285.0452,0.98439014,0.19339555,4.0,15.0,0.0,291.99871,-3.5995283,0.81863919,1.3846419,0.54503206,1.3123938,0.83982936,-0.96006998,-9.9340534,0.6268293,0.43106967,-0.51356783,0.15132952,-0.84066772,0.5930775,-0.061189395,-5.5735779,0.85716818,2237949.5,7.1264353,0.089857953,1.102091,-2.4660061,-0.80629495,-2.5570044,6.353966e-05,0.52687831,0.084923356,0.077536665,9.6921643,9.6921643,0.99322759,0.013279789,0.05280713,9.7582512,0.99322759,1.8095487,0.94064507,-250.98967,0.0,-18.771858,6.5872876,6.5872876,7.0632082,7.0902581,7.1060813,7.117308,7.1260162,7.0921624,7.0981788,7.0981858,7.098195,7.0982082,7.0982276,7.098256,7.0982965
1.0,45.0,45.0,-287.88583,0.94585354,0.19339555,4.0,31.0,0.0,299.03377,-6.5122904,0.036906302,0.33598834,0.59319154,1.8622271,0.39700718,-0.56612112,-14.287147,0.18614586,-1.5290236,-0.45284051,0.41776752,-0.44519249,-0.70238488,-0.11930568,-5.1801249,0.89494593,2788042.4,7.1665387,0.073861187,0.69503379,-6.4998903,-0.22475415,-5.6199871,4.6941985e-07,0.52791105,0.0015036041,0.0036246878,0.25302822,0.25302822,0.99418842,9.8108749e-05,0.0013809798,0.25450731,0.99418842,0.49540242,0.88753646,-253.94407,0.0,-17.70169,6.7233715,6.7233715,6.9976253,7.0198566,7.0328619,7.0420895,7.0492471,7.0214218,7.0263667,7.0263694,7.026374,7.0263819,7.0263948,7.0264151,7.0264455
1.0,46.0,46.0,-291.40589,0.94295788,0.19339555,4.0,15.0,0.0,301.97514,-1.7892212,0.023348691,2.0806158,0.54517475,1.4530941,1.1160983,0.43701142,-12.04964,0.068952048,-2.2623509,-0.76914713,0.61327843,-0.70472026,0.0098873178,-0.37409206,-6.1127821,0.76551138,285263.3,6.9751287,0.0432929,0.67036653,-1.7406416,0.48774771,-0.46070366,5.0021939e-06,0.30079182,0.17540783,0.63083959,57.669669,57.669669,0.99688218,0.0010454585,0.17932037,57.850035,0.99688218,1.0099364,0.68791358,-249.44174,0.0,-17.770566,6.7153713,6.7153713,6.9781918,6.9912243,6.9988478,7.0042568,7.0084523,6.9921417,6.9950402,6.9950408,6.9950419,6.9950442,6.9950481,6.9950545,6.9950642
1.0,47.0,47.0,-290.45177,0.38520266,0.19339555,5.0,31.0,0.0,303.96408,-5.4040379,0.13493906,-0.23172383,0.48887411,-1.0810814,0.66033495,-0.079621493,-15.994748,0.070804096,-0.88998682,-1.1124654,0.12974946,-0.37629513,0.99910554,-0.41718296,-5.491189,0.27435899,187428.1,7.2400156,0.14603491,0.88533196,-5.4353065,-0.052576854,-6.016396,1.0621898e-07,0.31308221,0.0043598986,0.0024384418,0.39762638,0.39762638,0.99671845,2.2199767e-05,0.0012869268,0.3989355,0.99671845,2.7158515,0.65890036,-254.34144,0.0,-18.521262,6.3638061,6.3638061,6.934706,6.9786629,7.0043771,7.0226219,7.0367738,6.9817574,6.9915341,6.9915363,6.9915406,6.9915487,6.9915627,6.9915853,6.9916196
1.0,48.0,48.0,-287.34424,0.99422316,0.19339555,4.0,15.0,0.0,298.88494,-5.2931891,0.63228298,0.38093395,0.33780378,-0.97507564,1.208327,1.5406454,-17.865136,0.088376358,-0.99921823,-0.18499221,0.34252537,0.56418802,-0.41741742,-0.27390847,-8.5854538,0.5849475,249093.2,7.5237283,0.20573735,0.97190595,-5.0523311,1.8616035,-3.5201118,1.5955803e-08,1.0082907,0.0063944102,0.029596126,2.2690559,2.2690559,0.98968273,3.3347628e-06,0.023651172,2.2927104,0.98968273,0.65874589,0.76040167,-251.86873,0.0,-20.28094,6.2893042,6.2893042,7.2492044,7.3111366,7.3473648,7.3730693,7.3930075,7.3154974,7.3292736,7.3292819,7.3293002,7.3293359,7.3293988,7.3295011,7.3296571
1.0,49.0,49.0,-286.88835,0.97190519,0.19339555,4.0,15.0,0.0,295.39461,-7.08307,1.2917483,0.95272327,0.016093471,0.28391234,0.33839523,-0.69416605,-6.2257251,0.70198024,1.495172,0.20267103,0.29707944,0.59936663,0.50853357,-0.11237659,-7.1689314,1.6956522,34972.677,7.4111047,0.12177464,0.77029942,-5.8523912,-0.23490248,-6.0827246,0.0056497503,1.4633532,0.0028730208,0.0022819508,0.27118644,0.27118644,0.18568854,1.1807978,0.0084529191,1.4604372,0.18568854,1.662851,0.89370764,-253.16539,0.0,-18.958715,6.6804569,6.6804569,7.1734789,7.2101343,7.231577,7.246791,7.2585922,7.2127157,7.2208704,7.2307895,7.2391449,7.2463678,7.2527346,7.2584335,7.2635987
1.0,50.0,50.0,-287.6005,0.46510385,0.19339555,5.0,31.0,0.0,299.9906,-5.9234126,0.08680271,0.65254045,0.043149462,0.059472267,0.79975478,0.65710727,-12.074869,0.014447503,0.46551541,-1.3872398,0.3116969,-1.1374355,-0.31123349,0.032577935,-6.5024378,1.6055864,645812.13,7.6257451,0.21922659,1.1638492,-5.8667703,0.52552468,-5.3386794,5.7394692e-06,0.17520914,0.0028320051,0.0048022081,0.38305677,0.38305677,0.99508021,0.0011995491,0.0006943268,0.38495064,0.99508021,0.73254281,1.0331144,-253.66358,0.0,-20.086696,6.3103856,6.3103856,7.1639314,7.2299191,7.268521,7.2959099,7.3171546,7.2345643,7.2492406,7.2492706,7.2493024,7.2493373,7.249377,7.2494239,7.2494803
1.0,51.0,51.0,-286.69548,0.98965374,0.19339555,4.0,31.0,0.0,293.86045,-3.8375139,0.19216203,-1.2537052,0.15159772,1.1529404,0.35154868,-0.63709597,-11.769605,0.010200242,-0.99553181,-0.5998183,0.37450531,0.54785612,-0.605721,-0.12662243,-6.2770825,1.6486584,198722.9,7.3628607,0.10909191,0.84789221,-4.0784284,-0.22397025,-4.1276155,7.6579988e-06,0.6739204,0.016934058,0.016121274,1.1594194,1.1594194,0.99171965,0.0016005217,0.0080800352,1.1690999,0.99171965,0.54568085,0.88106627,-252.46294,0.0,-18.464254,6.7083092,6.7083092,7.1854994,7.2183384,7.2375481,7.2511778,7.2617499,7.2206504,7.2279546,7.2279638,7.2279765,7.2279954,7.2280238,7.2280663,7.2281276
1.0,52.0,52.0,-286.1293,0.96038418,0.19339555,4.0,23.0,0.0,296.69181,-7.3047607,0.51189645,-1.6488495,0.57046535,-0.41594609,0.88615583,0.60713476,-11.792205,0.00087250394,0.12771322,-1.2089192,0.48134664,0.00095521038,-0.57745684,0.043718456,-7.9480032,1.0521869,34971.661,8.002877,0.32978809,0.99566028,-8.1488009,0.53801601,-7.8480677,7.56413e-06,0.29865702,0.00028908179,0.00039050581,0.028341198,0.028341198,0.94436696,0.0015809032,8.8688128e-05,0.030010789,0.94436696,0.56132409,1.0446882,-256.13769,0.0,-19.927639,6.0241485,6.0241485,6.9372016,7.0363556,7.0943877,7.1355707,7.1675184,7.0433385,7.0654015,7.0661575,7.0669142,7.0676748,7.068444,7.069227,7.0700301
1.0,53.0,53.0,-285.23205,0.94373323,0.19339555,5.0,31.0,0.0,299.24506,-10.395476,0.81487072,-1.142821,0.74254855,0.75623463,0.73211212,-1.6450023,-11.032671,0.49271538,-0.83582698,0.28963439,0.58105463,-1.1982116,-0.55045994,-0.25531404,-6.9199778,1.5757625,272597.71,8.757961,0.38144866,0.66529672,-11.326728,-1.2043262,-11.969513,1.0708255e-05,0.66591583,1.2046605e-05,6.334416e-06,0.00046381069,0.00046381069,0.17122487,0.0022380253,6.9450615e-06,0.002708781,0.17122487,0.57668451,0.77467318,-259.01028,0.0,-20.979993,6.469269,6.469269,6.974993,7.0858617,7.1516905,7.1986737,7.2352342,7.093755,7.1187487,7.1506567,7.1774087,7.2004479,7.2206883,7.238746,7.2550562
1.0,54.0,54.0,-285.23205,2.96167e-06,0.19339555,4.0,15.0,0.0,301.54729,-10.395476,0.81487072,-1.142821,0.74254855,0.75623463,0.73211212,-1.6450023,-11.032671,0.49271538,-0.83582698,0.28963439,0.58105463,-1.1982116,-0.55045994,-0.25531404,-6.9199778,1.5757625,272597.71,8.757961,0.38144866,0.66529672,-11.326728,-1.2043262,-11.969513,1.0708255e-05,0.66591583,1.2046605e-05,6.334416e-06,0.00046381069,0.00046381069,0.17122487,0.0022380253,6.9450615e-06,0.002708781,0.17122487,0.57668451,0.77467318,-259.01028,0.0,-20.979993,6.469269,6.469269,6.974993,7.0858617,7.1516905,7.1986737,7.2352342,7.093755,7.1187487,7.1506567,7.1774087,7.2004479,7.2206883,7.238746,7.2550562
1.0,55.0,55.0,-292.97363,0.53001811,0.19339555,4.0,31.0,0.0,302.22198,-6.2930166,0.95857816,2.2363599,0.021144917,-0.31372531,0.66476764,0.71171636,-13.068111,0.1932855,1.2106746,-0.42198939,0.093696168,0.51872922,0.50264597,0.40978939,-7.6984922,0.86149774,2638.2579,7.1550922,0.48515964,1.6184115,-4.1492908,0.47312601,-3.6827984,2.6682026e-06,0.68839915,0.015775601,0.025152488,2.9788031,2.9788031,0.99274906,0.00055765435,0.021199234,3.00056,0.99274906,1.6530895,1.5065005,-252.03938,0.0,-25.062072,4.2441344,4.2441344,6.5650759,6.7111218,6.7965536,6.8571686,6.9041857,6.7214041,6.7538885,6.7539056,6.7539387,6.7539997,6.7541045,6.7542727,6.7545269
1.0,56.0,56.0,-287.33148,0.99961496,0.19339555,4.0,15.0,0.0,298.51936,-7.5727288,0.54950741,-1.4128965,1.4120981,0.2523566,0.66379358,-0.43348249,-9.8288995,0.42779619,-1.5246761,-0.11351031,0.6329453,-1.0065991,-0.55811245,-0.36384247,-6.1238587,1.4032544,878410.02,7.7888209,0.17022441,0.62711657,-8.3491259,-0.28774289,-8.2805165,2.8060431e-05,0.47206789,0.00023660325,0.00025340628,0.018507808,0.018507808,0.75635533,0.0058646301,9.728846e-05,0.024469727,0.75635533,0.57228827,0.69500067,-256.47828,0.0,-20.248212,6.7674745,6.7674745,7.2116495,7.2628012,7.2927459,7.3139984,7.3304858,7.2664044,7.2777891,7.2798479,7.2818545,7.2838143,7.2857328,7.2876162,7.2894704
1.0,57.0,57.0,-282.60679,1.0,0.19339555,4.0,15.0,0.0,292.93343,-9.10777,0.59807554,0.52690545,0.096718222,0.60237339,0.98005159,-0.096026041,-11.159339,0.83396889,-0.5681726,0.17723844,0.1354519,0.36090393,-0.77165128,0.22062421,-6.9129228,1.4007213,288144.77,7.7056882,0.15732839,0.72033085,-8.7926407,-0.094110475,-8.8284907,8.866972e-06,1.2537306,0.00015184645,0.00014649918,0.010022663,0.010022663,0.83441458,0.0018531972,0.0001357504,0.01201161,0.83441458,0.46224913,1.2468548,-257.05618,0.0,-18.42368,6.7617178,6.7617178,7.1284892,7.1756903,7.2033412,7.222971,7.2382019,7.1790176,7.1895313,7.1906858,7.1918304,7.1929717,7.1941186,7.1952811,7.1964706
1.0,58.0,58.0,-292.43667,0.95128453,0.19339555,4.0,15.0,0.0,296.94474,-7.4747018,0.55719646,-2.0247128,0.052399121,0.10784689,0.46508393,1.4800155,-11.607076,0.42053967,-0.26952817,-0.016066238,1.4062618,0.81743892,-0.97188711,0.41794441,-8.6892762,1.0834415,336536.23,7.4795056,0.1729279,0.58921996,-8.6028646,0.68833141,-7.9088821,8.1261529e-06,3.1064073,0.00018357915,0.00036746513,0.023845352,0.023845352,0.9058826,0.0016983659,0.00077906612,0.026322784,0.9058826,0.37836834,1.5188362,-256.19491,0.0,-20.468123,6.4419382,6.4419382,6.9080267,6.9600074,6.9904332,7.0120261,7.0287777,6.9636716,6.9752459,6.9757685,6.9763132,6.9768981,6.9775472,6.9782899,6.9791585
1.0,59.0,59.0,-291.55434,1.0,0.19339555,5.0,31.0,0.0,303.51975,-5.5997924,0.6200548,1.2206081,0.023599319,0.57291089,0.49036539,0.56370423,-12.033623,0.74270665,0.38692299,-1.0382388,0.0026231509,-1.0048387,0.78573686,-0.41129114,-5.9355161,1.2517934,15249.157,7.8132328,0.40167698,1.4393489,-4.8429485,0.27642104,-4.5530071,7.9189425e-06,0.35314567,0.0078837746,0.010535475,1.4870714,1.4870714,0.995258,0.001655059,0.0054302296,1.4941567,0.995258,2.194023,0.66279394,-252.8916,0.0,-23.12248,5.4031709,5.4031709,7.2035929,7.3245069,7.3952377,7.4454223,7.4843487,7.3330189,7.3599115,7.3599357,7.3599667,7.3600094,7.3600704,7.3601582,7.3602822
1.0,60.0,60.0,-285.84873,0.954027,0.19339555,4.0,15.0,0.0,302.47396,-6.6967747,0.72060046,0.68602099,0.68968204,0.53649989,0.67451801,-0.069034357,-12.970463,0.29489467,-0.31072416,-0.14748189,0.043041743,-1.2907457,0.05750261,-0.20580913,-3.7261196,1.0322554,6343.6124,7.3511599,0.33915279,1.361283,-6.2024277,-0.046564917,-5.8789783,2.1242457e-06,0.81624736,0.0020245098,0.0027976423,0.2615401,0.2615401,0.98996273,0.00044396735,0.0022077971,0.26419186,0.98996273,1.059188,0.81398843,-254.20206,0.0,-22.032051,5.3162432,5.3162432,6.5804679,6.6825493,6.7422665,6.7846376,6.8175039,6.6897369,6.7124441,6.712479,6.7125273,6.7125987,6.7127063,6.7128665,6.713098
1.0,61.0,61.0,-282.90278,0.84645183,0.19339555,4.0,15.0,0.0,294.38868,-6.2790526,1.0840616,0.52813154,0.18101996,0.72887407,0.30127733,-0.14833494,-8.5820807,0.26392418,0.33571155,-1.2526721,0.41748994,-0.0025354178,0.26761149,-0.11466718,-7.3702512,1.4011196,1217964.2,8.0205702,0.28921922,0.97509023,-5.7065254,-0.044689954,-5.6192746,0.00020479967,0.28543796,0.0033242026,0.0036272712,0.37682724,0.37682724,0.89555938,0.042803131,0.0011426661,0.42077303,0.89555938,1.3068393,0.89166286,-253.89018,0.0,-21.871961,6.285255,6.285255,7.4124624,7.4995181,7.5504444,7.5865778,7.6146054,7.5056466,7.525009,7.526335,7.5276511,7.52896,7.5302657,7.5315727,7.532886
1.0,62.0,62.0,-286.23855,0.90840875,0.19339555,4.0,31.0,0.0,293.72751,-11.986591,0.064466884,-0.53819401,0.41575889,-0.20441392,0.65524198,-0.09147111,-10.987462,0.20813623,0.80836769,0.35758493,0.31975595,-0.15084625,-0.043288763,-0.011743769,-7.1205174,0.51359123,21698.418,8.3459434,0.27092211,1.1164856,-12.021287,-0.059935712,-12.166209,2.0011331e-05,1.3625405,6.0148041e-06,5.2033423e-06,0.00046424565,0.00046424565,0.099463432,0.0041823683,2.0886857e-05,0.0046675008,0.099463432,0.95763482,0.98832492,-258.70433,0.0,-19.564345,6.7204107,6.7204107,7.1224853,7.2020952,7.2491465,7.2826659,7.3087235,7.2077448,7.22562,7.2540513,7.2769434,7.2961155,7.3126199,7.3271211,7.3400664
1.0,63.0,63.0,-289.12701,0.65651348,0.19339555,4.0,15.0,0.0,299.70272,-11.029658,0.03593658,0.23296795,0.81962124,-0.038120004,0.96507697,0.2315294,-11.105773,0.053653535,1.0831711,0.62913113,0.21131906,-0.88701884,-0.54822027,0.4911229,-8.1891048,1.2824149,373742.61,8.9373118,0.41768695,1.0944644,-11.021286,0.22344369,-10.829087,1.5924416e-05,1.5553291,1.6349939e-05,1.9814696e-05,0.001451923,0.001451923,0.30144748,0.003328203,3.6377954e-05,0.0048165039,0.30144748,0.57797754,1.6341502,-258.41208,0.0,-20.347573,6.4311901,6.4311901,7.1278798,7.2516573,7.3245507,7.3764064,7.4166872,7.2604183,7.288122,7.3121356,7.3333631,7.3524026,7.3696863,7.385538,7.4002069
1.0,64.0,64.0,-285.44758,0.89998245,0.19339555,4.0,31.0,0.0,301.89463,-8.0901821,0.012979898,-0.93116053,0.45482334,-1.167559,1.317504,0.58440402,-11.149097,0.58410542,0.56521636,-0.029566467,0.21124745,-0.24049134,-0.15659032,0.10221009,-9.2048024,0.66092728,118317.08,8.429362,0.34015807,0.83389286,-8.1022684,0.76995462,-7.8633469,2.0016541e-05,0.92277518,0.00030285136,0.00038458455,0.032655951,0.032655951,0.87877789,0.0041834572,0.00032123431,0.037160643,0.87877789,0.85505428,1.1076161,-256.1217,0.0,-21.977276,6.3884135,6.3884135,7.3535271,7.4558174,7.5156805,7.5581615,7.5911159,7.4630221,7.4857844,7.4875435,7.4892967,7.4910546,7.4928312,7.4946431,7.4965089
1.0,65.0,65.0,-290.84215,0.8020374,0.19339555,4.0,15.0,0.0,299.50305,-10.361816,0.012148045,1.0146586,0.32312235,1.2418577,0.37773749,-0.55822703,-6.769577,0.36947209,-0.55297522,-0.78058789,0.42666495,-0.24017073,0.27434802,-0.39331322,-4.8273418,0.6733024,56463.508,6.991846,0.064298949,1.2201595,-10.349489,-0.21086328,-10.159081,0.00093600856,0.41351548,3.2009128e-05,3.8722848e-05,0.0040371763,0.0040371763,0.020197607,0.19562579,0.00022092385,0.19988389,0.020197607,1.3156726,0.67481735,-255.25092,0.0,-18.959892,6.6060523,6.6060523,6.7994857,6.8188279,6.8301458,6.838177,6.8444068,6.8201899,6.824493,6.8333862,6.8401215,6.8455449,6.8500858,6.8539922,6.8574209
1.0,66.0,66.0,-289.72211,0.99459267,0.19339555,4.0,15.0,0.0,297.99596,-7.7967705,0.026148267,-1.4945027,0.33293853,-0.20076997,1.1355874,0.91836978,-9.341531,0.55135758,0.60675977,-0.92915363,0.22253256,-0.12181897,0.092086832,-0.11425327,-10.108213,2.0242576,1133714.8,8.0336222,0.39856721,0.68804516,-7.8358492,1.0428891,-6.8598041,0.00012255025,0.3843267,0.0003953065,0.0010491194,0.099720189,0.099720189,0.79297725,0.025613003,0.00042096909,0.12575416,0.79297725,1.09646,0.892032,-255.06852,0.0,-25.460815,5.6422189,5.6422189,6.9711151,7.0910557,7.1612265,7.2110163,7.2496377,7.0995001,7.1261796,7.1301518,7.1340418,7.1378582,7.1416105,7.1453091,7.1489648
