theta,infection_age_days,index_geometry_pass_fraction,recorded_onsets_p10,recorded_onsets_p90,recorded_onsets_median,before_share_median,campaign_positives_p10,campaign_positives_p90,campaign_specimens_median,attack_q10,attack_q50,attack_q90,takeoff_probability,onset_mass_near_target,vsp_threshold_crossing_fraction,index_geometry_ok,t1_ok,t3_ok,recorded_onsets_per_seed
10.0,3.3,1.0,0.0,0.0,0.0,,0.0,0.0,3049.5,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10.0,6.8,1.0,0.0,0.0,0.0,,0.0,0.0,3049.5,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10.0,12.8,1.0,0.0,0.0,0.0,,0.0,0.0,3049.5,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
100.0,3.3,1.0,0.0,0.1,0.0,1.0,0.0,0.0,3049.5,0.0,0.0,0.00026946914578280785,0.0,0.0,0.0,True,False,False,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1
100.0,6.8,1.0,0.0,0.1,0.0,1.0,0.0,0.0,3049.5,0.0,0.0,0.00026946914578280785,0.0,0.0,0.0,True,False,False,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1
100.0,12.8,1.0,0.0,0.1,0.0,1.0,0.0,0.0,3049.5,0.0,0.0,0.00026946914578280785,0.0,0.0,0.0,True,False,False,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1
1000.0,3.3,1.0,0.0,1.1,0.0,1.0,0.0,1.1,3054.5,0.0,0.0,0.0003233629749393702,0.0,0.0,0.0,True,False,False,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 2 3
1000.0,6.8,1.0,0.0,1.1,0.0,1.0,0.0,1.1,3054.5,0.0,0.0,0.0003233629749393702,0.0,0.0,0.0,True,False,False,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 2 3
1000.0,12.8,1.0,0.0,1.1,0.0,1.0,0.0,1.1,3054.5,0.0,0.0,0.0003233629749393702,0.0,0.0,0.0,True,False,False,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 2 3
10000.0,3.3,1.0,0.0,2.5,0.0,1.0,0.0,2.3,3057.0,0.0,0.0,0.0008353543519267123,0.1,0.05,0.05,True,False,False,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 16 122
10000.0,6.8,1.0,0.0,2.5,0.0,1.0,0.0,2.3,3057.0,0.0,0.0,0.0008353543519267123,0.1,0.05,0.05,True,False,False,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 16 122
10000.0,12.8,1.0,0.0,2.5,0.0,1.0,0.0,2.3,3057.0,0.0,0.0,0.0008353543519267123,0.1,0.05,0.05,True,False,False,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 16 122
100000.0,3.3,1.0,0.0,284.9,0.0,1.0,0.0,146.4,3059.0,0.0,0.00026946914578280785,0.11511721907841566,0.15,0.1,0.1,True,False,False,0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 277 356 775
100000.0,6.8,1.0,0.0,284.9,0.0,1.0,0.0,146.4,3059.0,0.0,0.00026946914578280785,0.11511721907841566,0.15,0.1,0.1,True,False,False,0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 277 356 775
100000.0,12.8,1.0,0.0,284.9,0.0,1.0,0.0,146.4,3059.0,0.0,0.00026946914578280785,0.11511721907841566,0.15,0.1,0.1,True,False,False,0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 277 356 775
1000000.0,3.3,1.0,0.0,151.9,0.0,1.0,0.0,42.4,3057.0,0.0,0.00026946914578280785,0.046725949878739514,0.1,0.0,0.1,True,False,False,0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 6 1465 2177
1000000.0,6.8,1.0,0.0,151.9,0.0,1.0,0.0,42.4,3057.0,0.0,0.00026946914578280785,0.046725949878739514,0.1,0.0,0.1,True,False,False,0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 6 1465 2177
1000000.0,12.8,1.0,0.0,151.9,0.0,1.0,0.0,42.4,3057.0,0.0,0.00026946914578280785,0.046725949878739514,0.1,0.0,0.1,True,False,False,0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 6 1465 2177
10000000.0,3.3,1.0,0.0,993.9,1.0,0.559,0.0,305.4,3061.5,0.0,0.00026946914578280785,0.32678523309081164,0.2,0.0,0.2,True,False,False,0 0 0 0 0 0 0 0 1 1 1 1 1 1 2 3 402 847 2316 2881
10000000.0,6.8,1.0,0.0,993.9,1.0,0.559,0.0,305.4,3061.5,0.0,0.00026946914578280785,0.32678523309081164,0.2,0.0,0.2,True,False,False,0 0 0 0 0 0 0 0 1 1 1 1 1 1 2 3 402 847 2316 2881
10000000.0,12.8,1.0,0.0,993.9,1.0,0.559,0.0,305.4,3061.5,0.0,0.00026946914578280785,0.32678523309081164,0.2,0.0,0.2,True,False,False,0 0 0 0 0 0 0 0 1 1 1 1 1 1 2 3 402 847 2316 2881
100000000.0,3.3,1.0,0.0,2865.0,1.5,0.345,0.0,416.9,3048.5,0.0002425222312045271,0.0005389382915656157,0.8035839396389114,0.35,0.05,0.25,True,False,False,0 0 0 0 0 0 0 0 1 1 2 2 3 42 156 633 2657 2842 3072 3129
100000000.0,6.8,1.0,0.0,2865.0,1.5,0.345,0.0,416.9,3048.5,0.0002425222312045271,0.0005389382915656157,0.8035839396389114,0.35,0.05,0.25,True,False,False,0 0 0 0 0 0 0 0 1 1 2 2 3 42 156 633 2657 2842 3072 3129
100000000.0,12.8,1.0,0.0,2865.0,1.5,0.345,0.0,416.9,3048.5,0.0002425222312045271,0.0005389382915656157,0.8035839396389114,0.35,0.05,0.25,True,False,False,0 0 0 0 0 0 0 0 1 1 2 2 3 42 156 633 2657 2842 3072 3129
1000000000.0,3.3,1.0,0.0,3323.0,1008.0,0.208,0.0,628.5,3028.5,0.0002425222312045271,0.3152789005658852,0.9243330638641876,0.6,0.0,0.6,True,True,False,0 0 0 1 1 1 1 2 969 982 1034 1474 2330 3103 3103 3187 3277 3318 3368 3379
1000000000.0,6.8,1.0,0.0,3323.0,1008.0,0.208,0.0,628.5,3028.5,0.0002425222312045271,0.3152789005658852,0.9243330638641876,0.6,0.0,0.6,True,True,False,0 0 0 1 1 1 1 2 969 982 1034 1474 2330 3103 3103 3187 3277 3318 3368 3379
1000000000.0,12.8,1.0,0.0,3323.0,1008.0,0.208,0.0,628.5,3028.5,0.0002425222312045271,0.3152789005658852,0.9243330638641876,0.6,0.0,0.6,True,True,False,0 0 0 1 1 1 1 2 969 982 1034 1474 2330 3103 3103 3187 3277 3318 3368 3379
10000000000.0,3.3,1.0,360.9,3497.7,3381.5,0.508,156.6,482.1,2100.0,0.2452169226623552,0.9358663433036918,0.9569927243330638,0.9,0.0,0.85,True,False,False,0 0 401 837 2980 3005 3245 3309 3318 3376 3387 3395 3434 3465 3466 3474 3484 3495 3522 3539
10000000000.0,6.8,1.0,360.9,3497.7,3381.5,0.508,156.6,482.1,2100.0,0.2452169226623552,0.9358663433036918,0.9569927243330638,0.9,0.0,0.85,True,False,False,0 0 401 837 2980 3005 3245 3309 3318 3376 3387 3395 3434 3465 3466 3474 3484 3495 3522 3539
10000000000.0,12.8,1.0,360.9,3497.7,3381.5,0.508,156.6,482.1,2100.0,0.2452169226623552,0.9358663433036918,0.9569927243330638,0.9,0.0,0.85,True,False,False,0 0 401 837 2980 3005 3245 3309 3318 3376 3387 3395 3434 3465 3466 3474 3484 3495 3522 3539
