theta,arm_id,seed,infections_total,attack_rate,recorded_onsets,onsets_before_split_day,infections_before_quarantine,infections_during_quarantine,infections_after_quarantine,confined_passenger_infections_during_quarantine,confined_at_activation,ledger_events_during,during_role_passenger,during_role_crew,during_zone_cabin,during_zone_crew_mess,during_zone_galley,during_zone_corridor,during_zone_other,during_route_direct_contact,during_route_droplet,during_route_hvac_airborne,during_route_fomite
100000.0,A0_declared,20200205,950,0.2559956884936675,810,271,745,198,7,119,2739,198,119,79,161,36,0,0,1,0,195,3,0
100000.0,A1_crew_confined,20200205,906,0.24413904607922393,778,266,745,153,8,114,3711,153,114,39,153,0,0,0,0,0,153,0,0
100000.0,A2_pool_transport_off,20200205,1363,0.3672864457019671,1139,445,1004,332,27,128,2815,332,128,204,207,107,0,0,18,0,332,0,0
100000.0,A3_near_field_off,20200205,1155,0.3112368633791431,1050,393,944,207,4,147,2779,207,147,60,202,4,0,0,1,0,207,0,0
100000.0,A4_crew_confined_and_pool_off,20200205,1232,0.3319859876044193,1127,443,1004,228,0,132,3711,228,132,96,228,0,0,0,0,0,228,0,0
100000.0,A5_all_shared_air_off,20200205,0,0.0,0,0,0,0,0,0,2666,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A0_declared,20200206,1,0.00026946914578280785,1,1,1,0,0,0,2666,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A1_crew_confined,20200206,1,0.00026946914578280785,1,1,1,0,0,0,3711,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A2_pool_transport_off,20200206,1,0.00026946914578280785,1,1,1,0,0,0,2666,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A3_near_field_off,20200206,0,0.0,0,0,0,0,0,0,2666,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A4_crew_confined_and_pool_off,20200206,1,0.00026946914578280785,1,1,1,0,0,0,3711,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A5_all_shared_air_off,20200206,0,0.0,0,0,0,0,0,0,2666,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A0_declared,20200207,1,0.00026946914578280785,0,0,1,0,0,0,2666,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A1_crew_confined,20200207,1,0.00026946914578280785,0,0,1,0,0,0,3711,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A2_pool_transport_off,20200207,1,0.00026946914578280785,1,1,1,0,0,0,2666,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A3_near_field_off,20200207,1,0.00026946914578280785,1,1,1,0,0,0,2666,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A4_crew_confined_and_pool_off,20200207,1,0.00026946914578280785,1,1,1,0,0,0,3711,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A5_all_shared_air_off,20200207,0,0.0,0,0,0,0,0,0,2666,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A0_declared,20200208,396,0.10670978172999192,352,146,290,106,0,95,2738,106,95,11,104,2,0,0,0,0,106,0,0
100000.0,A1_crew_confined,20200208,399,0.10751818916734034,355,139,290,109,0,100,3711,109,100,9,109,0,0,0,0,0,109,0,0
100000.0,A2_pool_transport_off,20200208,579,0.15602263540824576,238,51,106,466,7,12,2714,466,12,454,24,361,6,0,75,0,466,0,0
100000.0,A3_near_field_off,20200208,820,0.22096469954190245,449,47,141,678,1,8,2699,678,8,670,34,547,1,0,96,0,678,0,0
100000.0,A4_crew_confined_and_pool_off,20200208,123,0.033144704931285365,101,51,106,17,0,11,3711,17,11,6,17,0,0,0,0,0,17,0,0
100000.0,A5_all_shared_air_off,20200208,0,0.0,0,0,0,0,0,0,2666,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A0_declared,20200209,1,0.00026946914578280785,0,0,1,0,0,0,2666,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A1_crew_confined,20200209,1,0.00026946914578280785,0,0,1,0,0,0,3711,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A2_pool_transport_off,20200209,1,0.00026946914578280785,0,0,1,0,0,0,2666,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A3_near_field_off,20200209,1,0.00026946914578280785,0,0,1,0,0,0,2666,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A4_crew_confined_and_pool_off,20200209,1,0.00026946914578280785,0,0,1,0,0,0,3711,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A5_all_shared_air_off,20200209,0,0.0,0,0,0,0,0,0,2666,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A0_declared,20200210,0,0.0,0,0,0,0,0,0,2666,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A1_crew_confined,20200210,0,0.0,0,0,0,0,0,0,3711,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A2_pool_transport_off,20200210,1,0.00026946914578280785,0,0,1,0,0,0,2666,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A3_near_field_off,20200210,1,0.00026946914578280785,0,0,1,0,0,0,2666,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A4_crew_confined_and_pool_off,20200210,1,0.00026946914578280785,0,0,1,0,0,0,3711,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A5_all_shared_air_off,20200210,0,0.0,0,0,0,0,0,0,2666,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A0_declared,20200211,717,0.19320937752627323,281,1,54,651,12,17,2666,651,17,634,37,545,13,0,56,0,637,14,0
100000.0,A1_crew_confined,20200211,73,0.019671247642144975,62,1,54,19,0,16,3711,19,16,3,19,0,0,0,0,0,19,0,0
100000.0,A2_pool_transport_off,20200211,1,0.00026946914578280785,1,1,1,0,0,0,2666,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A3_near_field_off,20200211,134,0.036108865534896256,61,2,46,88,0,19,2666,88,19,69,21,51,2,0,14,0,88,0,0
100000.0,A4_crew_confined_and_pool_off,20200211,1,0.00026946914578280785,1,1,1,0,0,0,3711,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A5_all_shared_air_off,20200211,0,0.0,0,0,0,0,0,0,2666,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A0_declared,20200212,1,0.00026946914578280785,1,1,1,0,0,0,2666,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A1_crew_confined,20200212,1,0.00026946914578280785,1,1,1,0,0,0,3711,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A2_pool_transport_off,20200212,1,0.00026946914578280785,1,1,1,0,0,0,2666,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A3_near_field_off,20200212,1,0.00026946914578280785,1,1,1,0,0,0,2666,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A4_crew_confined_and_pool_off,20200212,1,0.00026946914578280785,1,1,1,0,0,0,3711,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A5_all_shared_air_off,20200212,0,0.0,0,0,0,0,0,0,2666,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A0_declared,20200213,1,0.00026946914578280785,0,0,1,0,0,0,2666,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A1_crew_confined,20200213,1,0.00026946914578280785,0,0,1,0,0,0,3711,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A2_pool_transport_off,20200213,1,0.00026946914578280785,1,1,1,0,0,0,2666,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A3_near_field_off,20200213,1,0.00026946914578280785,0,0,1,0,0,0,2666,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A4_crew_confined_and_pool_off,20200213,1,0.00026946914578280785,1,1,1,0,0,0,3711,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A5_all_shared_air_off,20200213,0,0.0,0,0,0,0,0,0,2666,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A0_declared,20200214,1,0.00026946914578280785,1,1,1,0,0,0,2666,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A1_crew_confined,20200214,1,0.00026946914578280785,1,1,1,0,0,0,3711,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A2_pool_transport_off,20200214,1,0.00026946914578280785,0,0,1,0,0,0,2666,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A3_near_field_off,20200214,1,0.00026946914578280785,1,1,1,0,0,0,2666,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A4_crew_confined_and_pool_off,20200214,1,0.00026946914578280785,0,0,1,0,0,0,3711,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A5_all_shared_air_off,20200214,0,0.0,0,0,0,0,0,0,2666,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A0_declared,20200215,0,0.0,0,0,0,0,0,0,2666,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A1_crew_confined,20200215,0,0.0,0,0,0,0,0,0,3711,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A2_pool_transport_off,20200215,0,0.0,0,0,0,0,0,0,2666,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A3_near_field_off,20200215,0,0.0,0,0,0,0,0,0,2666,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A4_crew_confined_and_pool_off,20200215,0,0.0,0,0,0,0,0,0,3711,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A5_all_shared_air_off,20200215,0,0.0,0,0,0,0,0,0,2666,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A0_declared,20200216,0,0.0,0,0,0,0,0,0,2666,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A1_crew_confined,20200216,0,0.0,0,0,0,0,0,0,3711,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A2_pool_transport_off,20200216,0,0.0,0,0,0,0,0,0,2666,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A3_near_field_off,20200216,0,0.0,0,0,0,0,0,0,2666,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A4_crew_confined_and_pool_off,20200216,0,0.0,0,0,0,0,0,0,3711,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A5_all_shared_air_off,20200216,0,0.0,0,0,0,0,0,0,2666,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A0_declared,20200217,0,0.0,0,0,0,0,0,0,2666,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A1_crew_confined,20200217,0,0.0,0,0,0,0,0,0,3711,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A2_pool_transport_off,20200217,0,0.0,0,0,0,0,0,0,2666,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A3_near_field_off,20200217,0,0.0,0,0,0,0,0,0,2666,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A4_crew_confined_and_pool_off,20200217,0,0.0,0,0,0,0,0,0,3711,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A5_all_shared_air_off,20200217,0,0.0,0,0,0,0,0,0,2666,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A0_declared,20200218,0,0.0,0,0,0,0,0,0,2666,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A1_crew_confined,20200218,0,0.0,0,0,0,0,0,0,3711,0,0,0,0,0,0,0,0,0,0,0,0
100000.0,A2_pool_transport_off,20200218,0,0.0,0,0,0,0,0,0,2666,0,0,0,0,0,0,0,0,0,0,0,0
