visit_key,port_id,week,hazard_mean,hazard_q05,hazard_q95,n_attributed_cases,person_hours_ashore
KYGEC@2026-W03,KYGEC,2026-W03,8.0019707250015e-05,3.1889503600000006e-06,0.00028978786799999996,0.19972949445359997,2488.0
MXCTM@2026-W03,MXCTM,2026-W03,6.968811839779999e-05,2.273943945e-06,0.00023150872099999875,0.2045108646544,2910.0
MXCZM@2026-W03,MXCZM,2026-W03,6.5340936058454e-05,2.8488841250000003e-06,0.00020520233349999978,0.254076709959525,3850.0
USMIA@2026-W02,USMIA,2026-W02,0.00016497825650935,4.08773526e-06,0.00045255276649999965,1.8593049575425002,11270.0
