chain__,iter__,draw__,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu_log_hazard,sigma_port,z_port[1],z_port[2],z_port[3],z_port[4],sigma_visit,z_visit[1],z_visit[2],z_visit[3],z_visit[4],sigma_time,z_time[1],z_time[2],mu_log_aboard,sigma_ship,z_ship[1],mu_log_r,sigma_r,z_r[1],log_crew_ratio,beta_repeat,ww_logit_base,ww_slope,ww_conc,conc_intercept,conc_slope,conc_sigma,log_lambda_port[1],log_lambda_port[2],log_lambda_port[3],log_lambda_port[4],fleet_time[1],fleet_time[2],log_lambda_visit[1],log_lambda_visit[2],log_lambda_visit[3],log_lambda_visit[4],lambda_aboard[1],R_onboard[1],lambda_port[1],lambda_port[2],lambda_port[3],lambda_port[4],lambda_visit[1],lambda_visit[2],lambda_visit[3],lambda_visit[4],imported_cases_visit[1],imported_cases_visit[2],imported_cases_visit[3],imported_cases_visit[4],imported_cases[1],imported_cases[2],imported_cases[3],imported_cases[4],attribution_share[1],attribution_share[2],attribution_share[3],attribution_share[4],aboard_cases,secondary_cases,total_incidence,import_share,crew_hazard_ratio,repeat_hazard_ratio,loglik_clinical,loglik_wastewater,loglik_concentration
1.0,21.0,21.0,-61.292782,0.6920608,0.23862036,4.0,15.0,0.0,74.413579,-10.486609,0.57180986,0.05327274,-1.1133096,-0.2517993,-0.45901945,1.5158,1.140825,-1.1373479,0.31144101,0.6340238,0.28904438,0.71066935,0.12943982,-13.973288,0.019825494,-1.6656023,-0.76582709,0.1007839,1.9990292,-0.26242669,0.16933993,-9.7939957,1.3145574,23167.74,9.7110826,0.68833254,0.2298998,-10.456147,-11.123211,-10.63059,-10.749081,0.20541498,0.037413851,-8.6894709,-12.809789,-10.121094,-9.5826127,8.262992e-07,0.56872564,2.8770867e-05,1.4765598e-05,2.4165358e-05,2.1465126e-05,0.00016834908,2.7338802e-06,4.0222087e-05,6.8916654e-05,0.41356783,0.0078230757,0.15188417,0.77669069,0.41356783,0.0078230757,0.15188417,0.77669069,0.19203128,0.0036324759,0.070524127,0.36063952,0.079640369,0.72404219,2.1536483,0.62682739,0.76918275,1.1845227,-36.985253,0.0,0.0
1.0,22.0,22.0,-63.313933,0.99665233,0.23862036,4.0,31.0,0.0,80.388106,-9.9471335,0.223458,0.80614759,1.1097355,0.54431535,2.1156204,0.025102929,2.2337268,1.0830536,0.86079625,-0.29479232,0.59712633,0.82060884,-0.85785685,-12.49758,1.5572978,-1.4839346,-1.4168176,0.26110602,0.086645013,0.56923036,0.21552306,-9.4146544,0.89544981,838202.38,9.1863033,0.75476867,1.0525717,-9.7669934,-9.6991542,-9.8255019,-9.4743812,0.49000714,-0.51224891,-10.223169,-10.184215,-10.316142,-8.9917742,3.7046469e-07,0.24803285,5.7312411e-05,6.1335351e-05,5.4055359e-05,7.6794219e-05,3.6319013e-05,3.7761696e-05,3.3094539e-05,0.00012442913,0.094149752,0.11596807,0.13553571,1.4023163,0.094149752,0.11596807,0.13553571,1.4023163,0.044683634,0.055038646,0.064325481,0.66554174,0.035706128,0.32335389,2.1070299,0.8295895,1.7669067,1.2405106,-35.446447,0.0,0.0
1.0,23.0,23.0,-60.349262,1.0,0.23862036,4.0,15.0,0.0,73.483856,-8.1208491,0.32176618,-0.2383435,1.3261952,0.02151421,1.2497778,0.028181712,1.3749873,1.7503263,0.24115985,-1.8169134,0.48742786,-0.35775619,-0.79517266,-10.8998,0.056402991,-1.7362209,-1.11908,0.12688002,-0.47373086,0.22504727,-0.26646464,-5.420646,0.74056452,192304.35,7.5219341,0.80643562,0.36392994,-8.19754,-7.6941244,-8.1139266,-7.7187129,-0.17438033,-0.38758931,-8.5463798,-8.0323865,-8.4947196,-7.944297,1.6739696e-05,0.30752867,0.00027533004,0.00045549565,0.00029934117,0.00044443225,0.00019424704,0.00032477222,0.0002045456,0.00035467915,0.48995395,0.96230014,0.80402013,3.997234,0.48995395,0.96230014,0.80402013,3.997234,0.049450594,0.097124054,0.081149001,0.40343709,1.6134054,2.0410351,9.9079486,0.63116074,1.2523819,0.76608309,-37.596959,0.0,0.0
1.0,24.0,24.0,-54.322705,0.88402296,0.23862036,4.0,15.0,0.0,70.295144,-10.145685,1.7035096,0.79039224,-1.6332982,-1.641922,0.59660198,0.26244819,-0.4029206,-0.086632001,0.38477313,1.4519561,0.99053408,0.92256736,-0.85569006,-13.382078,1.0417462,0.66625735,-0.40195309,0.56525726,-0.02132838,-0.2150598,-0.0090118722,-10.522137,1.5346882,82150.054,10.183676,1.3830337,0.69116123,-8.799244,-12.928024,-12.942715,-9.1293676,0.91383441,-0.84759017,-9.75258,-13.79835,-13.689322,-7.8344699,3.0879379e-06,0.66099493,0.00015084706,2.4290172e-06,2.3935939e-06,0.00010843414,5.8144457e-05,1.0173082e-06,1.1344963e-06,0.00039585208,0.14313323,0.0029190272,0.0042975604,4.461253,0.14313323,0.0029190272,0.0042975604,4.461253,0.017144523,0.00034964158,0.00051476254,0.53436966,0.29762163,3.4394025,8.348627,0.55237859,0.80649321,0.99102861,-35.791699,0.0,0.0
1.0,25.0,25.0,-56.330102,0.98329394,0.23862036,4.0,15.0,0.0,67.320391,-12.019336,1.1350568,0.077985407,-2.3464583,-1.4392082,1.7046518,0.14561821,-0.21368446,0.29211725,0.45245447,-1.0309347,1.311298,1.1647134,-0.0011998618,-16.040721,0.11337399,-1.4314258,-0.65141691,0.31061791,-1.1143456,-0.10366378,-0.076584203,-8.548485,1.417906,59687.828,8.4135738,0.96449042,0.43011713,-11.930818,-14.6827,-13.652919,-10.08446,1.5272864,-0.0015733764,-11.963508,-14.641735,-13.588607,-8.7072961,9.1859375e-08,0.36878089,6.5843278e-06,4.2013085e-07,1.1765557e-06,4.1722934e-05,6.3725679e-06,4.3769855e-07,1.2547088e-06,0.00016537481,0.015769607,0.0012646516,0.004791092,1.8637742,0.015769607,0.0012646516,0.004791092,1.8637742,0.0064914989,0.00052058904,0.0019722349,0.76721557,0.0088535903,0.5348174,2.4292705,0.77619989,0.90152836,0.92627492,-34.670253,0.0,0.0
1.0,26.0,26.0,-56.870002,0.88949894,0.23862036,4.0,15.0,0.0,73.435513,-10.156721,0.55918518,-0.6084058,-0.59825988,-0.80153282,1.0395238,0.10776522,-0.8728215,-0.050102831,0.12320644,-1.8030132,1.5468895,0.79566943,0.39092544,-15.572847,0.073072581,-1.1518323,-1.6158314,0.16952314,1.2090056,0.10842785,0.068999183,-5.7143877,1.2462077,1033053.9,8.2479452,0.73035743,0.21812829,-10.496933,-10.491259,-10.604927,-9.575435,1.2308127,0.60471846,-9.9862741,-9.8919402,-9.9869307,-8.5389244,1.5857884e-07,0.24392926,2.7621039e-05,2.7778191e-05,2.4793562e-05,6.9413098e-05,4.602738e-05,5.0580714e-05,4.5997169e-05,0.00019570064,0.11523301,0.14840635,0.1787748,2.2055462,0.11523301,0.14840635,0.1787748,2.2055462,0.036813842,0.047411828,0.057113728,0.70461257,0.015284145,0.46691,3.1301545,0.84595197,1.1145245,1.0714353,-34.736033,0.0,0.0
1.0,27.0,27.0,-64.116295,0.92865567,0.23862036,4.0,15.0,0.0,78.714858,-9.4425204,1.2556688,-1.7043925,-0.45762033,-1.6057266,0.42644512,0.014218187,-0.4057447,1.449025,-0.26477983,-2.2018494,1.4599641,0.43328178,0.50457735,-17.808453,0.17137967,-1.2010886,-1.3068786,0.23869428,0.89650333,-0.16907971,-0.050325899,-6.5696811,1.4152523,3120583.4,9.0143809,1.192352,0.091436483,-11.582673,-10.01714,-11.458781,-8.9070466,0.63257583,0.7366648,-10.851777,-9.2598726,-10.725881,-8.305777,1.5013812e-08,0.33524676,9.3262941e-06,4.4628408e-05,1.055637e-05,0.00013543123,1.9370157e-05,9.5167444e-05,2.1968938e-05,0.00024708527,0.047783156,0.2738284,0.083486826,2.784651,0.047783156,0.2738284,0.083486826,2.784651,0.011867165,0.068006534,0.020734334,0.6915808,0.0014470612,0.8353049,4.0265014,0.79218883,0.84444159,0.95091947,-34.579728,0.0,0.0
1.0,28.0,28.0,-62.660974,0.92047447,0.23862036,4.0,15.0,0.0,74.896656,-11.895128,0.2030292,1.3304761,0.26635792,0.36052507,0.11060972,0.47066343,-0.58456995,-1.6637055,-0.20547392,1.7988411,0.29067687,0.33877242,-1.907442,-11.24659,0.035828475,0.12391914,-0.827302,0.56225032,-1.4048697,0.11488721,0.051578669,-8.7799661,0.98236759,963.65397,8.516332,0.91243399,1.0094844,-11.625002,-11.841049,-11.821931,-11.872671,0.098473304,-0.55444925,-12.454587,-13.178544,-12.473089,-10.927549,1.3109806e-05,0.19845549,8.9397561e-06,7.202738e-06,7.3417697e-06,6.9785406e-06,3.8997925e-06,1.8907369e-06,3.8283029e-06,1.7956673e-05,0.009767255,0.0055503846,0.014888113,0.20237171,0.009767255,0.0055503846,0.014888113,0.20237171,0.0056117308,0.0031889476,0.008553896,0.11627172,1.2635493,0.24437991,1.7405067,0.13362629,1.1217469,1.052932,-37.88852,0.0,0.0
1.0,29.0,29.0,-54.252289,0.92711594,0.23862036,4.0,15.0,0.0,75.959699,-7.9299787,0.06252878,-1.1381966,0.066106608,0.99852911,0.64989435,0.3028741,-0.89761034,0.3999825,0.25019658,-1.069461,1.4292634,0.20966561,-1.9381628,-11.777251,0.7354388,0.58633628,-0.57003711,0.35115081,-0.4278336,0.62486078,0.24844209,-7.0630728,1.2344912,407132.89,5.9304881,1.2681473,0.15594199,-8.0011487,-7.9258451,-7.8675419,-7.8893416,0.29966738,-2.7701451,-11.043157,-10.574846,-10.561909,-7.9135862,1.181623e-05,0.48662026,0.0003350775,0.0003612844,0.00038297461,0.00037471622,1.5996242e-05,2.5550699e-05,2.5883395e-05,0.0003657406,0.041686943,0.07900984,0.10684033,4.1218965,0.041686943,0.07900984,0.10684033,4.1218965,0.0052458944,0.0099426164,0.013444811,0.5187004,1.1388719,2.4582788,7.9465844,0.54733373,1.8679859,1.2820266,-35.767961,0.0,0.0
1.0,30.0,30.0,-54.259535,0.92586379,0.23862036,4.0,15.0,0.0,65.25406,-8.3893783,0.022482069,0.59105838,-1.8123406,-0.31822158,-1.1312713,0.62317924,-1.0413454,-1.0978665,0.41097312,0.37583107,0.98649587,-0.6917561,-0.68807781,-12.725808,0.28379522,-1.3771241,-0.69800873,0.32300011,-0.66585727,0.40849643,0.1348918,-7.8867722,1.445078,62149.538,6.9548893,0.7245083,0.74697539,-8.3760901,-8.4301235,-8.3965326,-8.4148117,-0.68241454,-0.67878592,-9.7038209,-9.793077,-8.8192086,-8.8630161,2.0115007e-06,0.40128607,0.00023030867,0.00021819454,0.00022564838,0.00022156121,6.1049786e-05,5.5836822e-05,0.00014786533,0.00014152756,0.15608106,0.16840142,0.59315546,1.5950156,0.15608106,0.16840142,0.59315546,1.5950156,0.041978266,0.045291846,0.15953016,0.42898215,0.19387246,1.0116138,3.7181399,0.67578242,1.5045539,1.1444129,-36.169645,0.0,0.0
1.0,31.0,31.0,-55.903008,0.94297437,0.23862036,4.0,15.0,0.0,69.338879,-7.7287941,0.037773035,-1.3376259,0.8192111,0.40915808,1.2440329,0.31886788,-0.15114746,-0.49841804,-1.0887552,-1.3822223,0.29795739,-0.76586434,-0.85632273,-12.669878,0.61232952,-0.64682037,-1.9755938,0.41042014,-0.045299091,0.19331343,0.059784977,-5.1812617,1.2007902,205561.51,9.970394,1.3288047,0.56448839,-7.7793202,-7.69785,-7.7133389,-7.6818032,-0.22819494,-0.25514768,-8.082664,-8.1119272,-8.3156557,-8.3507444,2.1160804e-06,0.13612449,0.00041829642,0.00045380182,0.00044682707,0.00046114264,0.00030884717,0.00029994028,0.00024465643,0.00023622061,0.77736949,0.88625912,0.95862363,2.6622063,0.77736949,0.88625912,0.95862363,2.6622063,0.12866219,0.14668448,0.1586615,0.44062095,0.20395206,0.55353159,6.0419422,0.87462911,1.213263,1.0616083,-36.516318,0.0,0.0
1.0,32.0,32.0,-58.663426,0.8175839,0.23862036,4.0,15.0,0.0,75.173662,-9.01516,0.11839798,-0.39950641,-1.5863221,0.29330395,1.7914045,0.068572924,-0.81630999,-0.5260155,-1.4792114,-1.4603653,0.67895972,1.0647882,-1.4324554,-13.618816,0.39709439,-0.855639,-0.98971127,0.34529265,-0.19951433,-0.96225791,0.1818265,-7.5962536,1.2951513,456377.1,8.3566159,0.34604022,0.42934615,-9.0624607,-9.2029773,-8.9804334,-8.8030613,0.72294832,-0.97257949,-10.091017,-10.211627,-10.054447,-8.1802545,8.6668925e-07,0.34694046,0.00011593733,0.00010073902,0.00012584829,0.00015027234,4.1450235e-05,3.6740633e-05,4.299414e-05,0.00028013063,0.099644541,0.10214727,0.15702532,3.1570722,0.099644541,0.10214727,0.15702532,3.1570722,0.021796238,0.022343685,0.034347704,0.6905777,0.083533244,0.97221683,4.5716394,0.76906532,0.38202932,1.1994061,-34.49282,0.0,0.0
1.0,33.0,33.0,-55.271853,0.50232525,0.23862036,4.0,15.0,0.0,69.779811,-9.2360516,0.32612831,-0.088712446,0.42663524,0.45856385,0.86448706,1.1256995,-1.8796744,-0.081195245,-0.57945096,1.9812944,0.90340332,-1.1067348,-0.68464991,-12.310447,0.48476169,0.42593667,-0.6802082,0.073071554,-0.35942991,0.59232576,0.14592237,-3.013529,1.1559145,832433.76,8.9482272,0.78836599,0.67310091,-9.2649833,-9.0969138,-9.086501,-8.9541179,-0.99982794,-0.618515,-11.999447,-9.8068302,-10.357304,-7.7236039,5.5374919e-06,0.49338163,9.4682321e-05,0.00011201096,0.00011318341,0.00012920401,6.147613e-06,5.5074142e-05,3.1759978e-05,0.00044226387,0.015970968,0.16961292,0.1304897,4.9843138,0.015970968,0.16961292,0.1304897,4.9843138,0.0018851464,0.020020401,0.015402459,0.58832759,0.53371454,2.6379022,8.4720042,0.6256356,1.8081889,1.1571064,-35.623645,0.0,0.0
1.0,34.0,34.0,-59.975716,0.10569821,0.23862036,4.0,15.0,0.0,74.283125,-9.5433009,0.19376846,-0.30082844,0.22554521,0.65958411,-0.093942992,0.25685858,-1.6127081,-0.56743839,-0.31078733,2.1092581,0.74056973,-1.4063527,-0.82475989,-11.675522,0.95952774,0.8334172,-0.73760188,0.090257691,-0.025477327,0.77009505,0.086858165,-2.196032,2.0617066,358046.22,7.6549037,0.85720439,0.83918044,-9.6015919,-9.4995973,-9.4154943,-9.5615041,-1.0415022,-0.61079222,-10.626622,-10.256141,-10.106115,-10.061225,1.8909717e-05,0.47716096,6.7621002e-05,7.4881977e-05,8.1452195e-05,7.0386853e-05,2.4261445e-05,3.5141037e-05,4.0829125e-05,4.2703689e-05,0.064189868,0.11082056,0.17234753,0.48127057,0.064189868,0.11082056,0.17234753,0.48127057,0.016286012,0.028116976,0.043727366,0.12210616,1.8225564,1.2902263,3.9414112,0.21023651,2.1599715,1.090742,-37.676096,0.0,0.0
1.0,35.0,35.0,-59.444706,0.67250572,0.23862036,4.0,15.0,0.0,76.410298,-8.9196542,1.4368823,0.080019887,0.2944498,0.342644,-0.432579,0.93038442,-0.53208025,0.053290244,-0.46319058,0.78743151,0.34943899,0.039106591,-1.3725838,-12.499357,0.11562365,0.230867,-0.41992683,0.25426933,-1.4294375,0.27865838,0.012167369,-7.3815575,0.36399459,93272.414,12.247473,0.29478913,0.059451474,-8.8046751,-8.4965645,-8.4273151,-9.5412193,0.013665367,-0.4796343,-9.7793485,-8.9266184,-9.3378947,-8.79494,3.8299329e-06,0.45685513,0.00015003003,0.00020416859,0.00021880818,7.1829209e-05,5.6608662e-05,0.00013280637,8.8024557e-05,0.00015149772,0.1433164,0.39542893,0.34794645,1.7073793,0.1433164,0.39542893,0.34794645,1.7073793,0.033621584,0.092766402,0.081627161,0.4005459,0.36913659,1.2994231,4.2626308,0.60856105,1.3213559,1.0122417,-36.203572,0.0,0.0
1.0,36.0,36.0,-54.102425,0.98500138,0.23862036,4.0,15.0,0.0,68.173221,-9.8473024,0.20203176,-0.18214998,-1.2037067,-0.21776411,1.1256354,0.27840868,-0.61751079,-0.052911821,-0.31451,-0.21059347,0.8652443,1.3594433,0.76099814,-11.966833,0.18653185,-0.89689986,-1.2341984,0.67746864,0.40074517,-0.16793184,0.21686508,-8.098717,0.55841471,979718.68,5.2551429,1.3677588,0.3540573,-9.8841025,-10.090489,-9.8912977,-9.6198883,1.1762506,0.6584493,-9.3975735,-9.4467712,-9.3204107,-8.5022687,5.3729486e-06,0.38185814,5.097871e-05,4.1472111e-05,5.0613225e-05,6.6395035e-05,8.2925037e-05,7.894405e-05,8.9577117e-05,0.00020300728,0.20457407,0.22716438,0.34044067,2.2878921,0.20457407,0.22716438,0.34044067,2.2878921,0.043018319,0.047768662,0.071588667,0.48110334,0.51785553,1.1775839,4.7555106,0.64347899,0.84541146,1.2421765,-35.597852,0.0,0.0
1.0,37.0,37.0,-56.445512,0.84176666,0.23862036,4.0,15.0,0.0,67.456294,-9.5441746,2.0911354,0.0062643491,-0.48394369,0.90656387,0.99820135,0.37140805,-0.32706513,-0.72824628,-0.35845281,-0.56775014,0.20667899,0.23187264,-0.19675319,-12.923293,0.9708553,-0.080612556,-1.0078699,0.21121447,-1.8745595,0.47942941,-0.55023559,-7.8612386,0.37992097,77792.183,6.6951519,0.7681349,0.43646294,-9.531075,-10.556166,-7.6484268,-7.4568004,0.047923204,-0.040664751,-9.6932144,-10.867308,-7.8222238,-7.6197442,2.2568147e-06,0.2456607,7.256158e-05,2.6032459e-05,0.00047679364,0.00057750099,6.1700757e-05,1.9071649e-05,0.00040072956,0.00049066735,0.15867342,0.057962214,1.6216919,5.529821,0.15867342,0.057962214,1.6216919,5.529821,0.017531853,0.0064042549,0.17918102,0.61099086,0.21751632,1.464914,9.0505789,0.81410799,1.6151526,0.5768139,-36.116442,0.0,0.0
1.0,38.0,38.0,-56.865679,0.41247116,0.23862036,4.0,15.0,0.0,72.196336,-10.285856,0.84826982,0.29180569,-0.49739869,1.0876965,0.62520451,0.87231354,-0.43850546,-0.98054993,-0.53592113,-0.56192615,0.21164182,-0.12120853,-0.99597129,-12.511323,0.73885937,0.31273807,-0.8096485,0.28773665,-1.962814,0.12730666,-0.57952187,-6.1532725,0.3758834,317379.85,6.0643808,0.80756962,0.37945767,-10.038326,-10.707785,-9.3631963,-9.7555143,-0.025652794,-0.21078918,-10.63163,-11.773921,-10.041477,-10.271343,4.6425201e-06,0.25298578,4.3692833e-05,2.2370113e-05,8.5825333e-05,5.7974093e-05,2.4140252e-05,7.7028444e-06,4.3555404e-05,3.4610865e-05,0.060506674,0.022634891,0.16958056,0.39006445,0.060506674,0.022634891,0.16958056,0.39006445,0.045787524,0.017128616,0.12832756,0.29517546,0.44745537,0.23122445,1.3214664,0.48641916,1.1357653,0.56016613,-37.945795,0.0,0.0
1.0,39.0,39.0,-56.625472,1.0,0.23862036,4.0,31.0,0.0,62.412431,-10.135899,0.65321877,0.133865,-0.48005917,1.2754931,0.86703587,0.68419323,-0.46579566,-1.0768957,-0.4442102,-0.57378486,0.25274234,-0.22856818,-1.1099873,-12.604236,0.72599847,0.53305507,-0.82721071,0.26169346,-1.914026,0.20689875,-0.58906244,-6.0461848,0.39189244,366432.75,5.9371759,0.85895539,0.38782324,-10.048456,-10.449483,-9.302723,-9.5695349,-0.057768855,-0.28054078,-10.647691,-11.466828,-9.8871894,-10.019883,4.9444783e-06,0.26498057,4.3252485e-05,2.8963253e-05,9.1175624e-05,6.9823852e-05,2.3755633e-05,1.0471762e-05,5.0821586e-05,4.4506138e-05,0.059846632,0.030978303,0.19940127,0.50158417,0.059846632,0.030978303,0.19940127,0.50158417,0.038566645,0.019963182,0.12849909,0.3232332,0.47655871,0.28340272,1.5517718,0.51026212,1.229858,0.55484724,-37.493249,0.0,0.0
1.0,40.0,40.0,-60.195853,0.97144631,0.23862036,4.0,15.0,0.0,71.436802,-10.213526,0.30566387,0.14508062,0.57252201,-0.13559305,-0.78822609,0.31096669,0.83993639,0.28425311,-0.51956034,0.74745258,0.27685301,1.5939498,-0.22129409,-12.516397,0.086162131,0.95867861,-0.83577347,0.092968932,1.7569115,-0.75114096,0.82370517,-8.9387624,1.3214028,11393.28,10.931987,0.98556392,0.60755085,-10.16918,-10.038526,-10.254971,-10.454458,0.44128981,-0.061265937,-9.9692534,-10.011399,-10.477803,-9.7807351,3.9817273e-06,0.51046394,3.8333757e-05,4.3684104e-05,3.5182159e-05,2.8819515e-05,4.6817506e-05,4.4885356e-05,2.81545e-05,5.6530224e-05,0.11311899,0.12563788,0.10363629,0.63709562,0.11311899,0.12563788,0.10363629,0.63709562,0.055305254,0.061425891,0.050669047,0.31148383,0.38376684,0.68210137,2.045357,0.47888402,0.47182791,2.278928,-37.210571,0.0,0.0
1.0,41.0,41.0,-60.182657,0.96168298,0.23862036,4.0,15.0,0.0,72.958001,-8.696767,0.72468655,1.4161614,0.25244742,-0.16870622,-0.29323609,1.0390219,0.79039713,-0.61517532,-0.1686071,-1.0825979,0.35279516,1.8099429,-0.016463659,-11.931051,0.1514257,0.8847792,-0.10119882,0.15054852,1.9497933,-0.38701474,0.28235871,-8.2015076,0.79901963,9487.464,9.0442851,1.4184302,0.46653491,-7.6704939,-8.5138217,-8.8190261,-8.9092712,0.63853911,-0.0058082991,-6.8550623,-9.1588106,-9.0000209,-9.395575,7.5265555e-06,1.2120822,0.00046638743,0.00020067543,0.00014789232,0.00013513028,0.001054106,0.00010528805,0.00012340723,8.309093e-05,2.5766093,0.29929255,0.46244464,0.93643478,2.5766093,0.29929255,0.46244464,0.93643478,0.20684759,0.024026902,0.037124587,0.075176035,0.72542448,7.4563541,12.45656,0.34317511,0.67908108,1.3262544,-41.237534,0.0,0.0
1.0,42.0,42.0,-67.08942,0.64668564,0.23862036,4.0,15.0,0.0,79.141352,-14.898601,0.42884287,-2.1261425,1.5670377,-0.69677985,0.64621408,0.048819949,0.40124755,0.48524011,-1.7144977,-0.78330085,0.35993928,0.89552184,-0.76692321,-10.360787,0.16706157,-0.45611839,-0.81882331,0.082736798,-2.7988134,-0.09906415,-0.32902395,-4.143314,0.76096537,40541.898,7.7689064,0.75483559,0.64644059,-15.810382,-14.226588,-15.19741,-14.621477,0.32233348,-0.27604579,-16.066839,-14.478945,-15.557158,-14.337384,2.9327457e-05,0.34980194,1.3603112e-07,6.6293548e-07,2.511011e-07,4.4665614e-07,1.052593e-07,5.1507951e-07,1.7523154e-07,5.9340777e-07,0.00026053498,0.0014886796,0.00066935278,0.0066877056,0.00026053498,0.0014886796,0.00066935278,0.0066877056,6.9100477e-05,0.00039483555,0.00017752932,0.001773749,2.826639,0.93463357,3.7703788,0.0024152143,0.90568461,0.71962578,-38.145384,0.0,0.0
1.0,43.0,43.0,-66.805605,0.94264737,0.23862036,4.0,15.0,0.0,85.111074,-16.014087,0.35302849,0.11103966,-0.31593149,-1.309191,0.14776054,1.0470465,-0.56571739,0.7445789,-2.8385992,0.12522273,0.62089256,1.1799925,0.18514296,-8.8434482,0.45991762,-2.5560533,-1.8956187,0.58740917,0.129074,-0.43723688,0.24863647,-5.4038225,0.69848341,228511.94,8.8635908,1.185577,0.52192084,-15.974887,-16.12562,-16.476268,-15.961923,0.73264857,0.11495389,-16.452265,-15.231057,-19.33346,-15.09816,4.4544489e-05,0.16205824,1.153971e-07,9.9250432e-08,6.9895228e-08,1.1690279e-07,7.1593243e-08,2.4279292e-07,4.0140708e-09,2.773015e-07,0.00017467544,0.00068846892,1.4999225e-05,0.0031251879,0.00017467544,0.00068846892,1.4999225e-05,0.0031251879,3.5826909e-05,0.00014120883,3.076425e-06,0.00064099352,4.2932869,0.57824719,4.8755375,0.00082110568,0.64581843,1.2822758,-37.942858,0.0,0.0
1.0,44.0,44.0,-66.269338,0.96527128,0.23862036,4.0,15.0,0.0,81.435763,-7.6521139,0.051041599,-0.37894466,0.47958799,0.35482757,0.10607296,0.092920757,-1.2124431,0.18157404,1.4553016,-2.0509942,0.41160194,-1.0969355,0.65808428,-12.584078,0.603028,1.3612186,-0.33502988,0.14762062,-0.32154832,0.49284264,-0.2707129,-6.2358587,1.5600337,8613.5544,9.2522617,0.64067725,0.30785248,-7.6714558,-7.627635,-7.6340029,-7.6466998,-0.45150077,0.27086877,-7.5132482,-7.3398942,-7.2279064,-8.2887805,7.7856744e-06,0.68215591,0.000465939,0.00048681083,0.00048372068,0.00047761779,0.00054580533,0.0006491192,0.00072603929,0.00025132077,1.4052451,1.9757645,2.9432385,2.8323851,1.4052451,1.9757645,2.9432385,2.8323851,0.077056376,0.10834071,0.16139198,0.15531335,0.75039887,8.3295525,18.236584,0.50210242,1.6369629,0.76283548,-44.824641,0.0,0.0
1.0,45.0,45.0,-61.3723,1.0,0.23862036,4.0,15.0,0.0,81.790102,-10.811376,0.01118102,-0.64316192,-0.66954711,0.14399045,0.6030361,0.12183364,-0.23795627,1.24909,1.5073394,-0.28021897,0.52283285,-1.1494823,-0.28207319,-11.852459,0.27922696,0.60070463,-1.1340994,0.26432903,-1.2401746,0.006474756,-0.0057755935,-9.407487,1.5626462,46872.039,11.655599,0.73033513,1.1660203,-10.818567,-10.818862,-10.809766,-10.804633,-0.60098712,-0.14747713,-10.995035,-10.814158,-10.773598,-11.43976,8.4214678e-06,0.23179231,2.0024244e-05,2.0018338e-05,2.0201259e-05,2.030521e-05,1.6784831e-05,2.0112727e-05,2.0945261e-05,1.0759083e-05,0.041775487,0.058555471,0.080682794,0.12125486,0.041775487,0.058555471,0.080682794,0.12125486,0.031242674,0.043791937,0.060340319,0.090682992,0.81167791,0.22318253,1.3371291,0.22605792,1.0064958,0.99424105,-38.979068,0.0,0.0
1.0,46.0,46.0,-64.064218,0.89172623,0.23862036,4.0,31.0,0.0,79.210666,-12.329705,0.030551232,-0.21506041,0.24444932,0.38834074,0.67052386,0.17317988,0.73600465,-0.062851517,1.3980351,-0.39756114,0.47398355,1.0156858,-1.3424508,-11.819174,1.0739956,0.93907056,-0.95715223,0.50743931,-0.98712474,-0.18112282,-0.37475555,-11.023219,1.1027438,88890.238,12.779086,0.49002138,0.67864059,-12.336275,-12.322237,-12.317841,-12.309219,0.48141836,-0.63629959,-12.845114,-12.969421,-12.712029,-11.896651,2.0184076e-05,0.23268769,4.3895882e-06,4.4516464e-06,4.4712591e-06,4.5099727e-06,2.638992e-06,2.3305162e-06,3.0146448e-06,6.8131861e-06,0.0065063536,0.0067007233,0.011446566,0.076784608,0.0065063536,0.0067007233,0.011446566,0.076784608,0.0026469146,0.0027259881,0.0046566916,0.031237513,1.9453816,0.41126985,2.4580897,0.041267107,0.83433288,0.6874573,-38.00742,0.0,0.0
1.0,47.0,47.0,-54.76672,0.97501346,0.23862036,4.0,15.0,0.0,75.291627,-9.4587186,0.29531564,0.41108828,0.43991853,-1.0079292,0.30260929,0.83953894,0.60660436,-1.5321803,-0.87453769,1.3626437,0.46049815,0.40974219,-0.94223733,-12.075384,0.14940782,1.2167533,-0.31867112,0.42995192,-0.363583,-0.26159423,0.081740953,-8.9350062,1.3145955,1640869.3,5.9387498,1.5972666,0.32528313,-9.3373178,-9.3288037,-9.7563758,-9.3693533,0.18868552,-0.43389855,-9.2619483,-11.049027,-10.924483,-8.0366753,6.834064e-06,0.62188858,8.8075359e-05,8.8828436e-05,5.792417e-05,8.5298533e-05,9.4970112e-05,1.590261e-05,1.8011812e-05,0.0003233823,0.23331269,0.04550791,0.068018788,3.6445185,0.23331269,0.04550791,0.068018788,3.6445185,0.030666068,0.0059814521,0.0089402286,0.4790269,0.65868075,2.9581323,7.608171,0.52461464,0.76982333,1.0851747,-35.879492,0.0,0.0
