week,log_effect_mean,log_effect_q05,log_effect_q95,hazard_multiplier_mean
2026-W02,0.19371921150305,-0.6019312314999999,1.3822384399999994,1.6258811595273555
2026-W03,-0.19406374688945,-1.4667599349999998,0.866093328999998,1.1786353160311713
