chain__,iter__,draw__,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu_log_hazard,sigma_port,z_port[1],sigma_visit,z_visit[1],sigma_time,z_time[1],mu_log_aboard,sigma_ship,z_ship[1],mu_log_r,sigma_r,z_r[1],log_crew_ratio,beta_repeat,ww_logit_base,ww_slope,ww_conc,conc_intercept,conc_slope,conc_sigma,log_lambda_port[1],fleet_time[1],log_lambda_visit[1],lambda_aboard[1],R_onboard[1],lambda_port[1],lambda_visit[1],imported_cases_visit[1],imported_cases[1],attribution_share[1],aboard_cases,secondary_cases,total_incidence,import_share,crew_hazard_ratio,repeat_hazard_ratio,loglik_clinical,loglik_wastewater,loglik_concentration,ww_expected_fraction[1],ww_expected_fraction[2],ww_expected_fraction[3],ww_expected_fraction[4],ww_expected_fraction[5],ww_expected_fraction[6],ww_expected_fraction[7],conc_expected_log10[1],conc_expected_log10[2],conc_expected_log10[3],conc_expected_log10[4],conc_expected_log10[5],conc_expected_log10[6],conc_expected_log10[7]
1.0,33.0,33.0,-242881.8,0.98759157,0.20814767,4.0,31.0,0.0,242892.47,-9.6198659,0.051056394,0.53267913,1.1628735,-2.4467871,0.2169264,0.27181252,-11.910944,0.33884396,1.117922,-1.3337857,0.7732252,-0.8525806,-0.78488489,0.30551705,-0.0072045665,0.00085476408,378446.33,7.6220776,0.0065801028,0.20635133,-9.5926692,0.058963312,-12.37901,9.8096562e-06,0.13628289,6.8227065e-05,4.2059518e-06,0.00028667445,0.00028667445,0.37358892,0.00048067316,5.0512049e-09,0.00076735266,0.37358892,0.45617221,1.3573266,-259.1525,-45.725774,1.8560604,0.49524675,0.49524675,0.49584782,0.49598942,0.49607384,0.4961342,0.49618121,7.582597,7.582597,7.5906358,7.5925295,7.5936586,7.5944658,7.5950945
1.0,34.0,34.0,-242877.87,0.99666016,0.20814767,5.0,31.0,0.0,242892.15,-7.4795733,0.367448,-0.54563186,0.053545798,1.3623399,0.18740233,-0.46958895,-6.9184235,0.45914929,-2.1646929,0.32170569,0.10418501,1.0462242,0.22287752,0.12154727,0.0045747135,0.0020112584,55252.13,7.8747512,0.055697395,0.30453812,-7.6800647,-0.088002062,-7.6951191,0.00036619641,1.5383441,0.00046194503,0.00045504277,0.046180486,0.046180486,0.72012002,0.017943624,4.7647089e-06,0.064128875,0.72012002,1.2496675,1.1292427,-255.42059,-47.991411,0.18823651,0.4941973,0.4941973,0.49780601,0.49815434,0.49835815,0.49850277,0.49861495,7.5405668,7.5405668,7.7141843,7.7309417,7.7407464,7.7477036,7.7531005
1.0,35.0,35.0,-242872.18,0.97026303,0.20814767,4.0,31.0,0.0,242886.22,-6.6327538,0.14649497,0.6538526,0.91305772,0.64470566,0.91980119,0.21663481,-8.9116238,0.5253666,-1.1036334,-0.37803536,0.56862863,1.590039,-0.0079524711,0.41403198,-0.010820002,0.0013796793,23978.726,8.2108081,0.13502382,0.43341624,-6.5369677,0.19926096,-5.7490533,7.549562e-05,1.6923301,0.0014488753,0.0031857955,0.28884754,0.28884754,0.98727419,0.0036992854,2.3913437e-05,0.29257074,0.98727419,0.99207907,1.5129055,-254.04678,-46.689547,-3.2005836,0.49253031,0.49253031,0.49552886,0.49576789,0.49590773,0.49600694,0.4960839,7.4006652,7.4006652,7.9105249,7.9511662,7.9749411,7.99181,8.004895
1.0,36.0,36.0,-242871.97,0.84937069,0.20814767,4.0,15.0,0.0,242881.58,-5.4353288,0.28982128,-0.15384724,0.41710992,0.32571308,0.084165437,0.43377193,-12.619249,0.10515551,-0.47571307,-0.42433179,0.54288548,0.70065607,-0.020437336,0.39953353,-0.016432766,0.00054456429,28570.448,7.8677647,0.11526301,0.48522094,-5.479917,0.036508604,-5.3075502,3.1463339e-06,0.95699627,0.0041696757,0.0049540481,0.44660914,0.44660914,0.99960871,0.00015417036,2.0651389e-05,0.44678396,0.99960871,0.97977009,1.491129,-253.62868,-45.734017,-3.2481996,0.49401124,0.49401124,0.49525244,0.49534679,0.49540198,0.49544114,0.49547152,7.1761866,7.1761866,7.63262,7.6673149,7.6876108,7.7020111,7.7131812
1.0,37.0,37.0,-242870.85,0.91903421,0.20814767,4.0,15.0,0.0,242880.7,-8.6485082,1.5005401,1.0638348,0.4230443,0.77965881,0.090322939,1.0554083,-12.093474,1.1645525,-0.45705705,-0.32243614,0.49986405,-0.003809485,-0.10383298,-0.032872882,-0.015440332,0.0005695052,46252.809,8.1394654,0.12554518,0.2531381,-7.0521813,0.095327578,-6.6270235,3.2863229e-06,0.72300412,0.00086551892,0.0013240984,0.11500825,0.11500825,0.99856693,0.00016102982,4.0219712e-06,0.1151733,0.99856693,0.90137583,0.96766156,-254.94311,-45.549377,-2.4152426,0.49417318,0.49417318,0.49527829,0.49537694,0.49543465,0.4954756,0.49550737,7.3861943,7.3861943,7.8094479,7.8472292,7.8693327,7.8850163,7.8971818
1.0,38.0,38.0,-242870.85,0.0030655562,0.20814767,4.0,15.0,0.0,242884.76,-8.6485082,1.5005401,1.0638348,0.4230443,0.77965881,0.090322939,1.0554083,-12.093474,1.1645525,-0.45705705,-0.32243614,0.49986405,-0.003809485,-0.10383298,-0.032872882,-0.015440332,0.0005695052,46252.809,8.1394654,0.12554518,0.2531381,-7.0521813,0.095327578,-6.6270235,3.2863229e-06,0.72300412,0.00086551892,0.0013240984,0.11500825,0.11500825,0.99856693,0.00016102982,4.0219712e-06,0.1151733,0.99856693,0.90137583,0.96766156,-254.94311,-45.549377,-2.4152426,0.49417318,0.49417318,0.49527829,0.49537694,0.49543465,0.4954756,0.49550737,7.3861943,7.3861943,7.8094479,7.8472292,7.8693327,7.8850163,7.8971818
1.0,39.0,39.0,-242874.99,0.62353041,0.20814767,4.0,15.0,0.0,242883.23,-8.2656537,0.24680362,-0.79216582,0.21334708,-0.15755915,1.8138554,-0.36356142,-8.4101361,0.10480099,-0.35307158,-1.3209376,0.22921008,0.025437768,0.6910444,0.013887307,-0.013354686,0.00037974112,134352.71,8.2093678,0.2040142,0.56118463,-8.4611631,-0.65944787,-9.1542258,0.0002145134,0.26844561,0.0002115259,0.00010577189,0.014048998,0.014048998,0.57201658,0.010511157,3.1845562e-07,0.024560473,0.57201658,1.9957989,1.0139842,-256.3513,-45.229805,-4.6643718,0.49534988,0.49534988,0.49594025,0.49600595,0.49604441,0.4960717,0.49609288,6.9852826,6.9852826,7.5363047,7.5976308,7.6335265,7.6590011,7.6787633
1.0,40.0,40.0,-242874.61,0.96811829,0.20814767,5.0,31.0,0.0,242881.11,-4.6870459,0.95062273,1.4323359,0.51455622,0.32490602,0.093542904,-0.43551641,-12.609297,0.18459275,0.57448463,-0.0019940045,0.075673986,-0.60381271,-0.71059385,-0.0067744347,-0.0082261066,0.0010255368,42094.864,7.8248422,0.00079027275,0.2260054,-3.3254349,-0.04073947,-3.198992,3.7145565e-06,0.95343224,0.035956878,0.040803315,2.8414122,2.8414122,0.9998899,0.00018201327,0.00013086196,2.841725,0.9998899,0.49135232,0.99324846,-251.52173,-46.485942,0.75705127,0.49440163,0.49440163,0.49721346,0.49739117,0.49749512,0.49756888,0.49762608,7.8201006,7.8201006,7.8238649,7.8241028,7.824242,7.8243407,7.8244173
1.0,41.0,41.0,-242874.85,0.91603403,0.20814767,4.0,15.0,0.0,242885.13,-8.5593416,0.059883475,0.19430944,0.96536632,2.3651665,0.92860612,0.49747195,-10.205968,1.0097297,-0.70945127,-0.62069244,0.47706559,-0.51136833,-0.16054072,0.16539639,0.0018035053,0.0022383138,36940.631,7.826707,0.0054570117,0.18117906,-8.5477057,0.4619555,-5.8024981,1.8050765e-05,0.42119951,0.00019398966,0.0030200009,0.25600757,0.25600757,0.99653669,0.00088448748,5.2263688e-06,0.25689728,0.99653669,0.85168314,1.1798607,-254.11756,-48.19841,0.77438131,0.49272053,0.49272053,0.4975127,0.49790051,0.49812738,0.49828835,0.49841321,7.7939649,7.7939649,7.814263,7.8159055,7.8168663,7.8175481,7.8180769
1.0,42.0,42.0,-242876.46,0.82931564,0.20814767,4.0,15.0,0.0,242888.04,-12.826243,0.22855128,-0.30296461,0.62573773,1.4242653,0.4868456,0.41198644,-11.92362,0.4210946,-1.8206361,-0.37654366,0.68892334,-1.5404679,0.026944051,0.12107212,0.0047637856,0.0010301644,46501.789,7.7989495,0.040613054,0.17241019,-12.895486,0.20057378,-11.803696,3.0809265e-06,0.23744769,2.5093511e-06,7.4768719e-06,0.00068897157,0.00068897157,0.82025639,0.0001509654,9.6333239e-09,0.0008399466,0.82025639,1.0273103,1.1287063,-259.34437,-47.330692,1.5687303,0.4976329,0.4976329,0.4983793,0.49855061,0.49865259,0.49872545,0.49878218,7.5552712,7.5552712,7.6063898,7.6181226,7.6251068,7.6300966,7.6339816
1.0,43.0,43.0,-242879.84,0.9739683,0.20814767,4.0,15.0,0.0,242890.98,-4.0538766,0.06928711,1.8176636,0.053877468,1.2755013,0.30358566,-0.97053115,-7.0490518,0.38536432,0.36495645,-0.32653662,0.13258338,0.36931385,0.5530308,0.136268,-0.013594112,0.00012246503,1368577.0,7.8980002,0.06862039,0.31016801,-3.9279359,-0.29463934,-4.1538545,0.00099934487,0.75762121,0.01968426,0.01570377,1.9161362,1.9161362,0.97504559,0.048967899,7.1911644e-05,1.965176,0.97504559,1.7385141,1.145989,-252.41477,-45.704845,-0.86195355,0.49617857,0.49617857,0.49650306,0.49652428,0.49653669,0.4965455,0.49655233,7.4862778,7.4862778,7.8021512,7.8228077,7.834891,7.8434643,7.8501143
1.0,44.0,44.0,-242880.2,0.82922278,0.20814767,4.0,31.0,0.0,242892.67,-9.1857599,0.1838185,-1.526799,0.027864891,-0.41642556,0.73792246,1.8457621,-15.756088,0.42102407,0.13210218,-0.5957915,0.016600475,-0.029226738,-0.4665518,0.024172635,-0.0015736366,0.00090852078,7168.582,8.0209732,0.075094185,0.26610649,-9.4664138,1.3620293,-8.1159881,1.5183527e-07,0.55085885,7.7408511e-05,0.0002987247,0.022506148,0.022506148,0.99964294,7.4399284e-06,5.9902724e-07,0.022514187,0.99964294,0.62716112,1.0244672,-256.41921,-47.90216,0.15844849,0.49646873,0.49646873,0.4978615,0.49801868,0.49811069,0.49817599,0.49822665,7.5704081,7.5704081,7.7703984,7.7929686,7.8061802,7.8155564,7.8228303
1.0,45.0,45.0,-242879.21,0.97450163,0.20814767,5.0,31.0,0.0,242894.6,-5.3701308,0.24224501,-0.5541162,0.86394679,1.9026135,0.41715336,0.50700174,-9.5434945,0.45004198,-0.51896279,-0.35958558,1.3883393,0.16415782,0.37807707,0.091278346,-0.0057271605,0.00013865972,190089.34,8.1988788,0.15742657,0.58063225,-5.5043627,0.21149748,-3.6491084,5.6738954e-05,0.8766225,0.004068981,0.026014313,2.8693259,2.8693259,0.9989897,0.0027802087,0.00012161149,2.8722277,0.9989897,1.4594754,1.0955739,-251.96968,-48.657159,-5.0524665,0.49808931,0.49808931,0.49846988,0.49849391,0.49850796,0.49851793,0.49852567,7.2543194,7.2543194,8.0049311,8.0523207,8.0800419,8.0997105,8.1149669
1.0,46.0,46.0,-242876.5,0.68539933,0.20814767,4.0,15.0,0.0,242887.85,-5.9568403,0.10379998,-0.41614495,0.93076584,2.0664947,2.3406488,0.21200856,-9.4783898,0.43501003,-0.71418433,-0.49033996,0.71635024,-0.73836937,0.20117033,0.16354844,-0.018293748,0.00015684081,86642.983,8.0343627,0.066568019,0.63107036,-6.0000361,0.49623757,-3.5803758,5.6061171e-05,0.3608579,0.0024786626,0.027865224,2.7965256,2.7965256,0.99900126,0.0027469974,4.8791362e-05,2.7993214,0.99900126,1.222833,1.1776824,-251.90113,-45.17276,-4.1828628,0.49488503,0.49488503,0.49531446,0.49534164,0.49535754,0.49536881,0.49537756,7.6349546,7.6349546,7.9516091,7.9716478,7.9833698,7.9916867,7.9981378
1.0,47.0,47.0,-242872.5,0.92541034,0.20814767,4.0,15.0,0.0,242882.43,-4.3703243,0.13617759,0.2119343,0.75683072,2.0464013,0.49435752,0.23271519,-10.809041,0.39213497,-0.76183872,-0.62679819,0.89658181,-0.374688,0.23968952,0.2157403,-0.015653353,0.00017043165,111326.35,7.9629847,0.16404485,0.55583419,-4.3414636,0.1150445,-2.6776398,1.4995134e-05,0.38184648,0.013017462,0.06872517,7.0358005,7.0358005,0.99987714,0.00073476157,0.00012978042,7.036665,0.99987714,1.2708545,1.2407801,-251.0004,-45.073392,-5.1479232,0.49549813,0.49549813,0.49600406,0.49603359,0.49605086,0.49606312,0.49607263,6.9787156,6.9787156,7.8247221,7.8741043,7.9029911,7.9234866,7.9393843
1.0,48.0,48.0,-242873.34,0.68380579,0.20814767,4.0,23.0,0.0,242880.19,-6.8269414,0.14147598,-0.34978716,0.49469924,1.5586596,0.14475392,0.4105358,-12.908823,0.45187838,-0.32359687,-0.22642548,0.6806469,-0.67513283,0.19864224,0.21104863,-0.012075733,8.5204333e-05,206956.65,8.0286636,0.10768333,0.54570842,-6.8764278,0.059426666,-6.0459335,2.1392631e-06,0.50361029,0.0010318233,0.0023674699,0.23728988,0.23728988,0.99953413,0.00010482389,5.7746696e-06,0.23740047,0.99953413,1.2197455,1.2349724,-254.36551,-45.587173,-3.2701954,0.49668683,0.49668683,0.49686758,0.49688234,0.49689098,0.49689711,0.49690186,7.3825637,7.3825637,7.779416,7.8118271,7.8307876,7.8442406,7.8546758
1.0,49.0,49.0,-242871.9,0.96093585,0.20814767,5.0,31.0,0.0,242883.7,-7.4879607,0.56781355,-0.37845119,0.30553446,0.9613734,0.65473952,0.53798505,-11.603904,0.3561902,-0.45491526,0.19064538,0.4178438,1.4601746,0.11890257,-0.25317079,-0.00088749552,0.0011268409,877917.56,7.7477252,0.028317706,0.20875242,-7.7028504,0.35224007,-7.0568777,7.7645642e-06,2.2272559,0.00045153826,0.00086146368,0.082961474,0.082961474,0.99532783,0.00038046365,8.9659282e-06,0.083350904,0.99532783,1.1262602,0.77633528,-255.36419,-49.310834,1.7822074,0.49588625,0.49588625,0.49798194,0.49817712,0.49829132,0.49837235,0.4984352,7.5778189,7.5778189,7.6693112,7.6778321,7.6828174,7.6863548,7.6890988
1.0,50.0,50.0,-242870.0,0.96450698,0.20814767,4.0,15.0,0.0,242882.08,-4.8052193,0.59736665,0.031474513,0.37276402,1.2421409,1.2555098,1.5827571,-11.612535,0.14628676,0.18259409,0.19961767,0.23013597,-0.53915596,0.47810087,0.2121157,-0.011365676,6.4947104e-05,29682.319,7.6884582,0.01617815,0.21113792,-4.7864174,1.9871671,-2.3362249,9.29695e-06,1.0784647,0.0083422906,0.096691973,11.288434,11.288434,0.99990756,0.00045555055,0.00058805604,11.289478,0.99990756,1.6130082,1.2362909,-250.65921,-45.541872,1.897048,0.4969343,0.4969343,0.49713478,0.49714603,0.49715261,0.49715728,0.49716091,7.5913893,7.5913893,7.6781439,7.683014,7.6858628,7.6878841,7.6894519
1.0,51.0,51.0,-242873.09,0.93543969,0.20814767,4.0,15.0,0.0,242877.41,-3.513524,0.31828727,-0.096645753,0.3068536,1.238408,1.3411962,1.597112,-11.304571,0.11622204,0.37633369,0.16591252,0.30647661,-0.83295719,0.27333547,0.35699192,-0.01267589,6.4607539e-05,29111.995,7.5572896,0.013292253,0.19810528,-3.5442851,2.1420405,-1.0222346,1.2867157e-05,0.91450771,0.028889269,0.35979004,37.490959,37.490959,0.99993901,0.00063049068,0.0016560855,37.493246,0.99993901,1.3143411,1.4290243,-249.34585,-45.385212,0.38241105,0.49660793,0.49660793,0.49682675,0.49683794,0.49684449,0.49684914,0.49685274,7.4775361,7.4775361,7.5557443,7.5597456,7.5620863,7.563747,7.5650352
1.0,52.0,52.0,-242875.45,0.93712422,0.20814767,4.0,31.0,0.0,242884.84,-5.3885832,0.27029677,1.1727969,1.424491,2.6738358,0.069627778,-0.42666488,-14.549065,0.65598235,-1.3472611,-0.29433766,0.42387021,1.3167054,-0.31617271,-0.19214071,-0.016335319,0.00015635852,140789.61,7.8688602,0.040966093,0.28544924,-5.07158,-0.029707727,-1.2924326,1.9842707e-07,1.3018346,0.0062725017,0.27460196,21.862493,21.862493,0.99993668,9.7229262e-06,0.0013747294,21.863877,0.99993668,0.72893354,0.82519075,-249.61577,-45.141304,-0.53097712,0.49537626,0.49537626,0.49588472,0.49591181,0.49592766,0.4959389,0.49594762,7.6230637,7.6230637,7.8545018,7.8668338,7.8740476,7.8791659,7.8831359
1.0,53.0,53.0,-242875.59,0.65001313,0.20814767,4.0,15.0,0.0,242888.13,-4.7757883,0.36560688,-0.90245853,0.11723532,-1.5853962,1.3347882,1.0769612,-8.3605607,0.064009025,0.56452736,-0.97692169,0.15501729,-1.2423235,0.28768379,0.42551773,-0.016252053,0.00060363171,214238.58,7.6463598,0.021667279,0.1647709,-5.1057333,1.4375151,-3.8540826,0.00024252014,0.31052113,0.0060618921,0.021193037,2.2252709,2.2252709,0.99467321,0.011883487,3.3554336e-05,2.2371879,0.99467321,1.3333356,1.5303825,-252.1654,-46.503199,0.95519758,0.49385243,0.49385243,0.49547132,0.49557591,0.49563709,0.4956805,0.49571417,7.5163562,7.5163562,7.6173151,7.6238375,7.6276528,7.6303599,7.6324597
1.0,54.0,54.0,-242871.53,0.99561916,0.20814767,4.0,15.0,0.0,242884.27,-3.8328589,0.5674009,0.12617274,0.25899018,-0.4095844,1.2386115,1.8501623,-13.191341,0.051731501,0.21177044,0.096406451,0.20372433,-0.15881628,1.0542112,-0.13814301,-0.012649126,0.0003955277,51273.105,7.7415784,0.039073562,0.29309671,-3.7612684,2.2916322,-1.5757145,1.8872577e-06,1.0661475,0.023254226,0.20685969,35.068479,35.068479,0.99994587,9.2475629e-05,0.0018059134,35.070378,0.99994587,2.8697107,0.87097413,-249.8993,-45.520107,0.08192546,0.49547174,0.49547174,0.49680468,0.49687322,0.49691331,0.49694176,0.49696382,7.507137,7.507137,7.7359019,7.7476642,7.7545447,7.7594265,7.7632132
1.0,55.0,55.0,-242871.14,0.74524131,0.20814767,5.0,31.0,0.0,242881.71,-7.1163661,0.41457823,1.6415279,0.63428854,-0.2144224,0.68102496,-1.2103942,-9.7486174,1.2336246,-0.82466598,-0.60483317,0.41715517,0.30143686,-0.55356026,0.12258156,-0.0077798225,0.00063157013,72213.15,7.9583955,0.060912458,0.32665042,-6.4358243,-0.82430863,-7.3961387,2.110616e-05,0.61934846,0.0016030867,0.00061361758,0.044883533,0.044883533,0.97744783,0.0010342018,1.373653e-06,0.045919108,0.97744783,0.57489937,1.1304113,-255.67616,-45.691335,-0.26169683,0.49587377,0.49587377,0.49695431,0.49706366,0.49712765,0.49717306,0.49720828,7.5929207,7.5929207,7.7739676,7.79229,7.8030115,7.8106194,7.8165211
1.0,56.0,56.0,-242869.5,0.98508032,0.20814767,5.0,31.0,0.0,242876.64,-7.2229702,1.4926039,0.083382881,0.31035098,-0.19609302,0.74967561,1.9684466,-10.19458,0.07507163,0.45840073,0.12317593,0.27678048,0.18034968,0.18468508,0.029153625,-0.015235869,0.00035516838,149659.0,7.8364712,0.066257301,0.22872695,-7.0985126,1.4756964,-5.6836739,3.8680805e-05,1.1889769,0.0008263331,0.0034010405,0.33846905,0.33846905,0.99437428,0.0018953595,1.9546954e-05,0.34038395,0.99437428,1.2028396,1.0295828,-253.99361,-45.405017,-0.071654437,0.49496449,0.49496449,0.49574989,0.49581143,0.49584742,0.49587296,0.49589278,7.4389274,7.4389274,7.6934754,7.7134187,7.7250854,7.7333632,7.7397841
1.0,57.0,57.0,-242875.37,0.95066631,0.20814767,4.0,15.0,0.0,242880.17,-7.1525053,0.44018554,0.96423867,0.53897068,-1.7260702,0.99725596,0.26797537,-7.4998828,0.1960875,0.70295056,-0.4432862,0.18381561,-0.088520702,0.23876248,0.027162153,-0.018560345,0.00018390146,2764792.3,7.7296105,0.018679408,0.31268089,-6.7280614,0.26724004,-7.3911226,0.00063490002,0.63156294,0.0011968509,0.00061670328,0.063105045,0.063105045,0.66977681,0.031110101,2.8740803e-06,0.094218021,0.66977681,1.2696769,1.0275344,-255.00164,-46.091623,0.61458007,0.49472494,0.49472494,0.49507257,0.49510442,0.49512306,0.49513628,0.49514654,7.6175341,7.6175341,7.67888,7.684501,7.6877896,7.690123,7.691933
1.0,58.0,58.0,-242870.78,0.95220787,0.20814767,5.0,31.0,0.0,242881.33,-8.49076,1.0073085,1.1864086,0.28980998,-1.1517822,0.58335417,0.48624414,-10.65696,0.84396784,0.48172992,0.32504503,0.035567971,0.096000437,-0.13237288,-0.01494536,-0.009765097,0.0013018323,29224.687,7.8118151,0.0476692,0.1579759,-7.2956805,0.28365254,-7.3458259,3.5343534e-05,1.3888271,0.00067846307,0.00064528019,0.055360266,0.055360266,0.96960093,0.0017318332,3.8298849e-06,0.057095929,0.96960093,0.87601429,0.98516577,-255.60695,-46.316322,0.59572354,0.4930628,0.4930628,0.4953607,0.49558613,0.49571804,0.49581163,0.49588424,7.5257999,7.5257999,7.6719896,7.6863306,7.6947217,7.700676,7.7052948
1.0,59.0,59.0,-242871.89,0.062623533,0.20814767,4.0,15.0,0.0,242886.33,-9.1684624,1.1334255,0.88571851,0.41312345,-1.1179436,0.68320232,0.51983305,-10.127974,0.94287518,0.63973442,0.25580135,0.036903318,0.2358638,-0.29918038,0.0056504007,-0.0081640192,0.00071705463,23437.581,7.8570771,0.02300674,0.17160228,-8.1645665,0.35515114,-8.2712641,7.3019476e-05,1.3027866,0.00028455998,0.00025576178,0.020496718,0.020496718,0.8513274,0.0035779543,1.5149392e-06,0.024076187,0.8513274,0.74142566,1.0056664,-256.32558,-45.732858,1.2089774,0.4954825,0.4954825,0.49659371,0.49671778,0.4967904,0.49684194,0.49688192,7.7190367,7.7190367,7.7809765,7.7878921,7.79194,7.7948127,7.7970413
1.0,60.0,60.0,-242875.67,0.89519465,0.20814767,4.0,15.0,0.0,242879.98,-8.309576,0.51172037,-0.19869106,0.2913656,0.24229873,0.61236345,0.43269145,-9.1837967,0.14477523,1.8282158,-1.293307,0.011050852,-1.1301305,0.42497321,-0.078837656,-0.010873418,0.00040186077,395290.9,7.8228328,0.021519073,0.29285635,-8.4112503,0.26496443,-8.0756883,0.00013380644,0.2709568,0.00022235168,0.00031100912,0.035219007,0.035219007,0.84304263,0.0065565154,5.4674331e-07,0.04177607,0.84304263,1.5295494,0.92418995,-256.02784,-45.827003,0.71763149,0.49589376,0.49589376,0.4965718,0.49664138,0.49668209,0.49671098,0.49673339,7.6937184,7.6937184,7.7567958,7.7632682,7.7670557,7.7697434,7.7718283
1.0,61.0,61.0,-242877.01,0.95496915,0.20814767,4.0,15.0,0.0,242884.47,-6.9592415,1.3094766,-0.28111411,0.42737445,-0.50921587,0.46668329,-0.17266465,-6.5874362,0.71147933,0.17827313,-0.83825137,0.0068095532,-1.3371252,0.0080561,-0.174508,-0.0091128874,0.0011479043,10968.424,7.5777129,0.012992521,0.18614426,-7.3273539,-0.08057971,-7.6255594,0.0015638593,0.42854626,0.00065731061,0.00048782226,0.04455755,0.04455755,0.36766942,0.076629107,2.5084996e-06,0.12118917,0.36766942,1.0080886,0.83987013,-254.5092,-46.972071,0.41510449,0.49375738,0.49375738,0.49599948,0.49619833,0.49631466,0.4963972,0.49646123,7.4997577,7.4997577,7.543847,7.547757,7.5500445,7.5516676,7.5529266
1.0,62.0,62.0,-242876.66,0.9918657,0.20814767,4.0,15.0,0.0,242885.63,-5.6862665,0.47262418,1.7325399,0.42799227,0.96726395,0.37477905,0.89351397,-14.699678,0.27791515,0.6906046,-0.64379598,1.5840242,0.090668733,0.097508469,0.17697653,-0.015606954,0.00036186929,848397.16,7.6957955,0.0078388889,0.22873902,-4.8674263,0.33487031,-4.1185745,5.0045505e-07,0.60642482,0.0076931397,0.016267688,1.5503378,1.5503378,0.99995489,2.4522297e-05,4.5412113e-05,1.5504078,0.99995489,1.1024208,1.1936031,-252.44114,-45.998113,2.0354556,0.49484859,0.49484859,0.49578595,0.49584865,0.49588533,0.49591135,0.49593154,7.6487622,7.6487622,7.6840392,7.6863989,7.6877792,7.6887586,7.6895182
1.0,63.0,63.0,-242870.91,0.87511645,0.20814767,4.0,15.0,0.0,242889.04,-5.2258721,0.83958781,1.0733007,0.15611769,1.3073312,1.5672303,-0.26827743,-11.574962,0.62898162,0.83366726,-0.14304599,0.37847578,-0.40659315,0.31996815,0.27997618,-0.012302142,0.00064545003,844584.02,7.6835486,0.019755075,0.15707968,-4.3247419,-0.42045252,-4.5410969,1.5877607e-05,0.74309481,0.013236966,0.010661705,1.1390702,1.1390702,0.99928158,0.00077800275,4.0912194e-05,1.1398891,0.99928158,1.3770839,1.3230983,-252.86201,-46.656896,1.6426943,0.49469536,0.49469536,0.49631767,0.4964295,0.49649493,0.49654135,0.49657735,7.5650182,7.5650182,7.6512821,7.6572287,7.6607074,7.6631755,7.66509
1.0,64.0,64.0,-242871.07,0.86083498,0.20814767,4.0,15.0,0.0,242878.82,-7.4758782,1.7701584,1.6643541,0.18993229,0.72246696,0.11045823,0.97147258,-13.102762,0.21570076,0.44427516,-0.021732086,0.44617989,-1.070842,0.68392233,-0.10447902,-0.015465468,0.00034601756,29505.093,7.7828829,0.031303216,0.23954017,-4.5297078,0.10730714,-4.2851809,2.2447162e-06,0.60682171,0.010783826,0.01377113,1.8209383,1.8209383,0.99991029,0.00010999109,5.3375764e-05,1.8211017,0.99991029,1.9816351,0.9007937,-252.60755,-45.393986,1.1323238,0.4949387,0.4949387,0.49584892,0.49590888,0.49594395,0.49596883,0.49598814,7.5950636,7.5950636,7.7381236,7.7475467,7.7530588,7.7569698,7.7600034
1.0,65.0,65.0,-242876.64,0.96931131,0.20814767,4.0,15.0,0.0,242880.76,-3.700963,0.09143607,-0.90029128,0.076659645,-0.00036488284,0.27098528,0.40042834,-9.9768531,0.58714155,-1.1317296,-1.0894566,0.34477587,1.3813441,-0.88286951,0.14415564,-0.016666679,3.2082115e-05,348520.18,7.8753951,0.067382849,0.22111914,-3.7832821,0.10851018,-3.6747999,2.3907015e-05,0.54161357,0.022747908,0.025354479,1.6828012,1.6828012,0.99927822,0.0011714437,4.4054077e-05,1.6840167,0.99927822,0.4135944,1.1550639,-251.99658,-45.138233,-0.73988853,0.49572263,0.49572263,0.49580639,0.49581195,0.49581521,0.49581751,0.4958193,7.471098,7.471098,7.7767568,7.7970406,7.808906,7.8173247,7.8238548
1.0,66.0,66.0,-242876.63,0.98471116,0.20814767,4.0,15.0,0.0,242887.33,-3.1002234,0.092375658,-0.23888191,0.13446539,0.24614668,0.32042416,0.045646659,-10.32163,0.53161413,-1.3081166,-0.55507271,0.31988401,1.1286095,-0.89095772,-0.15296475,-0.012982005,2.1771879e-05,1074709.5,7.8202286,0.043872549,0.21053538,-3.1222903,0.014626292,-3.0745658,1.6419455e-05,0.82361789,0.04405615,0.046209687,3.0605153,3.0605153,0.99969742,0.00080455331,0.00012178562,3.0614416,0.99969742,0.41026265,0.85815997,-251.39707,-45.779973,0.46974299,0.49667935,0.49667935,0.49673945,0.49674322,0.49674543,0.496747,0.49674821,7.5569933,7.5569933,7.7673938,7.7806006,7.7883261,7.7938075,7.7980592
