chain__,iter__,draw__,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu_log_hazard,sigma_port,z_port[1],sigma_visit,z_visit[1],sigma_time,z_time[1],mu_log_aboard,sigma_ship,z_ship[1],mu_log_r,sigma_r,z_r[1],log_crew_ratio,beta_repeat,ww_logit_base,ww_slope,ww_conc,conc_intercept,conc_slope,conc_sigma,log_lambda_port[1],fleet_time[1],log_lambda_visit[1],lambda_aboard[1],R_onboard[1],lambda_port[1],lambda_visit[1],imported_cases_visit[1],imported_cases[1],attribution_share[1],aboard_cases,secondary_cases,total_incidence,import_share,crew_hazard_ratio,repeat_hazard_ratio,loglik_clinical,loglik_wastewater,loglik_concentration,ww_expected_fraction[1],ww_expected_fraction[2],ww_expected_fraction[3],ww_expected_fraction[4],ww_expected_fraction[5],ww_expected_fraction[6],ww_expected_fraction[7],conc_expected_log10[1],conc_expected_log10[2],conc_expected_log10[3],conc_expected_log10[4],conc_expected_log10[5],conc_expected_log10[6],conc_expected_log10[7]
1.0,67.0,67.0,-242879.09,0.98790871,0.20814767,4.0,15.0,0.0,242885.88,-4.4136183,0.16674507,1.236025,0.99486224,0.48356971,0.20548348,0.67262381,-8.1867139,0.1542148,-1.57808,-0.52524655,0.22886949,0.74078111,-1.2709742,-0.030734612,-0.019575581,2.47694e-05,846032.15,7.7042174,0.021301817,0.22417069,-4.2075172,0.13821308,-3.5882189,0.00021820464,0.70067974,0.014883275,0.027647531,1.6805121,1.6805121,0.99364423,0.010692028,5.7237034e-05,1.6912614,0.99364423,0.28055816,0.96973289,-251.9031,-45.692421,1.6574927,0.49502072,0.49502072,0.49508542,0.49508971,0.49509222,0.495094,0.49509538,7.5764065,7.5764065,7.6730744,7.6794868,7.6832378,7.6858992,7.6879636
1.0,68.0,68.0,-242872.44,0.99968138,0.20814767,4.0,15.0,0.0,242884.4,-7.5403958,0.55770316,-0.32483573,0.20955291,1.1043467,0.53068621,1.7006182,-13.834175,0.81653506,1.2566068,0.081864271,0.60735556,-0.56187798,-0.17362385,0.032751095,-0.017752507,7.767827e-05,59681.041,7.654441,0.0076524442,0.24550932,-7.7215577,0.90249462,-6.587644,2.7384703e-06,0.77151787,0.00044316975,0.001377281,0.11611271,0.11611271,0.99880847,0.00013418504,4.3320042e-06,0.11625122,0.99880847,0.84061303,1.0332933,-254.90439,-44.932823,1.6899794,0.49529372,0.49529372,0.49544464,0.49545809,0.49546597,0.49547155,0.49547588,7.6085263,7.6085263,7.6343561,7.636659,7.6380063,7.6389623,7.6397038
1.0,69.0,69.0,-242875.08,0.43278117,0.20814767,4.0,31.0,0.0,242884.08,-3.2786586,0.44827523,1.2426338,0.2989588,-0.50114005,0.26041312,-2.4792887,-10.080346,0.23310516,-0.52332191,-0.52165497,0.25512262,0.99015549,0.31215826,-0.083999491,-0.017545017,0.00051399127,56107.582,8.134564,0.088472153,0.38369354,-2.7216167,-0.64563932,-3.5170762,3.7083607e-05,0.7641097,0.065768342,0.029686104,3.1582327,3.1582327,0.99938809,0.0018170968,0.00011663024,3.1601664,0.99938809,1.3663709,0.91943172,-251.83861,-45.782467,-3.5612567,0.49383879,0.49383879,0.49526165,0.49535071,0.4954028,0.49543977,0.49546844,7.6037311,7.6037311,8.0292383,8.0558708,8.0714499,8.0825034,8.0910773
1.0,70.0,70.0,-242873.01,0.95201529,0.20814767,4.0,15.0,0.0,242886.56,-6.3468389,0.30190488,0.50119995,1.0463261,-1.2527659,0.25826593,-0.50168993,-9.0800398,0.38086556,-0.4197771,-0.17922375,0.11104633,1.1790123,0.16914338,-0.0045030179,-0.0093426031,0.0013826327,33642.15,7.8501919,0.090259733,0.41000819,-6.1955242,-0.12956942,-7.6358952,9.7085507e-05,0.95284908,0.0020385344,0.00048280619,0.047672369,0.047672369,0.90922327,0.0047571898,2.4130252e-06,0.052431972,0.90922327,1.1842899,0.99550711,-255.76565,-46.43863,-1.9670735,0.49288938,0.49288938,0.49530047,0.49553988,0.49567997,0.49577938,0.49585649,7.3086335,7.3086335,7.5821012,7.6092538,7.6251416,7.6364155,7.6451609
1.0,71.0,71.0,-242872.44,0.67046125,0.20814767,4.0,31.0,0.0,242885.65,-4.7540896,0.23571841,1.4140824,0.28535588,-0.67822877,1.1847246,-1.0970408,-10.819759,0.38489344,-0.42498073,-0.25674211,0.090866537,0.22642148,0.38993928,0.067433351,-0.014452425,0.00051771554,65432.154,8.0356407,0.047379333,0.31155663,-4.4207644,-1.2996912,-5.9139921,1.6982434e-05,0.78964802,0.012025037,0.0027013811,0.29993279,0.29993279,0.99719522,0.00083213927,1.1471555e-05,0.3007764,0.99719522,1.4768911,1.069759,-254.22852,-45.399451,-1.591343,0.49459898,0.49459898,0.49572781,0.4958175,0.49586997,0.4959072,0.49593608,7.7513647,7.7513647,7.9308425,7.9451034,7.9534459,7.9593652,7.9639566
1.0,72.0,72.0,-242868.53,0.95786629,0.20814767,4.0,15.0,0.0,242877.52,-6.1769336,0.75025603,1.0444031,0.19086958,0.5018767,0.20547172,0.24180529,-10.835419,0.51733532,-1.1981817,-0.36175956,0.63528468,0.25223412,0.15562102,0.10564738,-0.0082841718,0.0011466013,23325.724,7.6950246,0.0069438522,0.22206951,-5.3933639,0.049684149,-5.2478868,1.0593386e-05,0.81748797,0.0045466531,0.0052586194,0.51572384,0.51572384,0.99895507,0.0005190759,2.0384357e-05,0.5162633,0.99895507,1.1683833,1.1114299,-253.56771,-46.297711,2.1657188,0.49396903,0.49396903,0.49662392,0.49682259,0.4969388,0.49702126,0.49708522,7.6533615,7.6533615,7.6812945,7.6833847,7.6846074,7.6854749,7.6861478
1.0,73.0,73.0,-242871.53,0.95071742,0.20814767,4.0,15.0,0.0,242877.36,-5.8471706,0.51842483,0.49053964,0.12916169,0.36978402,0.27989813,0.21725543,-10.487541,0.22878079,-1.6215546,-0.56345602,0.84043291,0.50867138,0.32087706,0.17822259,-0.010953204,0.0014024471,19921.992,7.7730638,0.0072370816,0.22011535,-5.5928626,0.060809388,-5.4842913,1.9239946e-05,0.87288466,0.0037243512,0.0041514761,0.44375177,0.44375177,0.99783792,0.00094275736,1.8749089e-05,0.44471328,0.99783792,1.3783361,1.1950913,-253.80121,-46.816887,1.7742776,0.4924184,0.4924184,0.49561321,0.4958562,0.49599834,0.4960992,0.49617743,7.7296413,7.7296413,7.7582851,7.7604635,7.7617378,7.762642,7.7633433
1.0,74.0,74.0,-242874.1,0.93331658,0.20814767,5.0,31.0,0.0,242882.53,-5.5679397,1.1816263,2.4062011,1.2807602,1.226644,0.89399158,-1.0233962,-14.080519,0.43446356,-2.2011032,-1.1122374,0.31328558,0.051797317,-0.21046756,-0.05693591,-0.010947841,0.0001878929,54013.354,7.7686785,0.018122116,0.14057803,-2.7247093,-0.91490754,-2.0685801,2.948444e-07,0.33420186,0.06556526,0.12636508,10.491919,10.491919,0.99998248,1.4447376e-05,0.00016936587,10.492103,0.99998248,0.81020533,0.94465461,-250.39166,-45.538109,0.81980725,0.49661413,0.49661413,0.49719067,0.49722323,0.49724228,0.49725579,0.49726627,7.6599458,7.6599458,7.7565486,7.7620039,7.7651951,7.7674592,7.7692154
1.0,75.0,75.0,-242874.42,0.98917192,0.20814767,4.0,31.0,0.0,242881.91,-3.8979316,1.1035842,-0.0020780755,0.1604628,0.49344245,0.17555436,-1.2561975,-6.6446548,0.30926101,-0.95307612,-0.59367787,0.44612613,-0.25751711,0.49484007,-0.25021024,-0.020312818,0.00064557538,83101.211,7.7295123,0.016641051,0.26625689,-3.900225,-0.22053095,-4.0415767,0.00096884681,0.49235121,0.020237358,0.017569747,2.0712959,2.0712959,0.97757059,0.047473494,5.03872e-05,2.1188198,0.97757059,1.6402359,0.77863707,-252.31055,-47.268665,1.2684247,0.49269258,0.49269258,0.4944151,0.49452695,0.49459238,0.49463881,0.49467482,7.629666,7.629666,7.7068122,7.7118216,7.7147519,7.716831,7.7184437
1.0,76.0,76.0,-242870.66,0.9933314,0.20814767,4.0,15.0,0.0,242884.94,-4.999172,0.48980146,-0.31122735,0.57484486,1.9708285,1.3270092,0.14477372,-12.464816,0.5520904,-0.53004475,-0.48447965,0.37411042,-0.5029041,0.061202467,0.73322474,-0.018562743,0.00023509202,108010.1,7.7150806,0.043198431,0.25728854,-5.1516117,0.19211605,-3.826575,2.8807829e-06,0.51036899,0.0057900656,0.021784099,2.0400982,2.0400982,0.99990616,0.00014115836,5.0295243e-05,2.0402896,0.99990616,1.0631141,2.081783,-252.14914,-45.47442,0.34842631,0.49454755,0.49454755,0.49517264,0.49521337,0.4952372,0.49525411,0.49526722,7.45589,7.45589,7.655445,7.6684488,7.6760556,7.6814527,7.6856391
1.0,77.0,77.0,-242870.09,0.97124482,0.20814767,4.0,15.0,0.0,242881.39,-4.8557737,0.42491801,0.28234009,0.37666169,0.77929639,1.0167806,1.14016,-10.215422,0.46390328,1.538854,-0.72874026,0.30994897,1.0088058,-0.22393392,-0.65425691,-0.010330772,0.00077051153,73380.199,7.7794309,0.068672002,0.26620402,-4.7358023,1.1592926,-3.2829786,7.473643e-05,0.65963942,0.0087754052,0.037516344,3.0978541,3.0978541,0.99878744,0.0036620851,9.8819393e-05,3.101615,0.99878744,0.79936796,0.5198282,-251.60382,-46.165085,-0.84727618,0.49475625,0.49475625,0.49688571,0.49701922,0.49709732,0.49715274,0.49719572,7.3673989,7.3673989,7.6971196,7.7177917,7.7298842,7.738464,7.745119
1.0,78.0,78.0,-242871.91,0.76596881,0.20814767,4.0,15.0,0.0,242883.98,-3.9706154,0.28968801,0.19152763,0.26259845,1.1020184,0.97329661,2.2344899,-10.737327,0.31771521,1.3349015,-0.43203195,0.22835439,1.4065829,-0.17921809,-0.16792048,-0.0053625674,0.00063091059,74404.267,7.8115066,0.046327054,0.29111953,-3.9151321,2.1748214,-1.4509224,3.3191773e-05,0.89508859,0.019937914,0.23435402,19.711233,19.711233,0.99987427,0.0016263969,0.00085226995,19.713712,0.99987427,0.83592358,0.84542106,-249.77407,-47.91578,-0.25842188,0.49648033,0.49648033,0.49851574,0.49862507,0.49868902,0.4987344,0.4987696,7.5335443,7.5335443,7.7931868,7.8071326,7.8152904,7.8210784,7.825568
1.0,79.0,79.0,-242873.6,0.7310344,0.20814767,5.0,47.0,0.0,242885.2,-6.9845533,0.83423259,1.2500535,0.18074231,-0.021197129,0.03375336,-0.71236274,-11.709141,0.41851367,-1.3005189,-1.1928751,0.14871709,-1.1075921,0.18665195,-0.34046275,-0.01987976,0.00048617225,82750.588,8.0514115,0.081172879,0.31410866,-5.9417179,-0.024044636,-5.9695938,4.7687501e-06,0.2572793,0.0026275119,0.0025552792,0.25455365,0.25455365,0.99907047,0.00023366876,3.1662426e-06,0.25479049,0.99907047,1.2052077,0.71144103,-254.28839,-46.596489,-1.3131593,0.49335127,0.49335127,0.49439111,0.49447533,0.4945246,0.49455956,0.49458668,7.5643743,7.5643743,7.866018,7.89045,7.9047428,7.9148838,7.92275
1.0,80.0,80.0,-242876.98,0.98413129,0.20814767,4.0,15.0,0.0,242884.57,-5.7367777,0.80135874,-0.072089519,0.13864749,-0.40345133,0.039338088,-0.19692453,-8.6031628,0.39713945,-2.4817867,-0.52628068,0.26753929,0.1702078,-0.99815143,0.083529775,-0.0057089727,0.0018832431,27152.093,7.6088889,0.0057711492,0.1704239,-5.7945472,-0.0077466344,-5.8582314,6.8493055e-05,0.61832356,0.0030441083,0.0028562909,0.18417228,0.18417228,0.98207387,0.0033561597,5.6007277e-06,0.18753404,0.98207387,0.36856012,1.0871176,-254.15548,-47.193106,1.8424741,0.49206893,0.49206893,0.4959526,0.49627886,0.49646973,0.49660516,0.4967102,7.574262,7.574262,7.5949399,7.5966769,7.597693,7.598414,7.5989732
1.0,81.0,81.0,-242868.95,0.8455574,0.20814767,4.0,15.0,0.0,242882.32,-4.6014563,0.88510507,1.6385213,0.96997454,0.18618371,0.77016752,0.99140781,-12.708524,0.62302673,-0.47997455,-0.57061175,0.63305343,-0.343496,0.081069159,0.0043970819,-0.020390734,8.6318924e-05,76243.754,7.5975297,0.038176184,0.24485819,-3.1511928,0.76355009,-2.2070493,2.2433044e-06,0.45472471,0.042801043,0.11002483,10.402487,10.402487,0.99996747,0.00010992192,0.00022848193,10.402826,0.99996747,1.0844459,1.0044068,-250.5301,-45.367259,-0.67864959,0.49460439,0.49460439,0.49486905,0.49488401,0.49489276,0.49489897,0.49490378,7.3684726,7.3684726,7.5718351,7.5833272,7.5900497,7.5948194,7.5985191
1.0,82.0,82.0,-242871.71,0.98972256,0.20814767,4.0,15.0,0.0,242876.1,-6.4964916,1.3876047,2.0587516,0.088270912,-1.0394456,1.0426467,1.2711271,-11.623144,0.30994568,0.79206196,0.14484033,0.16021693,0.24924652,0.79605345,0.13161888,-0.017868209,0.00012182172,314544.88,7.8250744,0.029944677,0.2770899,-3.6397582,1.3253364,-2.4061746,1.1448545e-05,1.2029463,0.026258693,0.090159533,12.81208,12.81208,0.99989812,0.00056097872,0.00074446871,12.813385,0.99989812,2.216775,1.1406735,-250.72916,-45.419497,0.27569088,0.49511235,0.49511235,0.49549222,0.49551333,0.49552567,0.49553443,0.49554123,7.6454064,7.6454064,7.80763,7.8166442,7.8219172,7.8256584,7.8285604
1.0,83.0,83.0,-242871.52,0.9770031,0.20814767,4.0,31.0,0.0,242877.12,-4.560782,1.0560538,1.4391745,0.48956887,1.1458139,0.82642569,0.22671306,-11.292829,0.10488018,-0.26279268,-1.4112748,0.72470364,0.025308863,-0.83558247,-0.094678295,-0.013549578,0.0016310421,30849.127,7.8468447,0.026051777,0.20063913,-3.0409363,0.1873615,-2.29262,1.2123185e-05,0.24834574,0.047790122,0.10100149,6.788524,6.788524,0.99990051,0.00059403605,8.1438842e-05,6.7891995,0.99990051,0.43362184,0.90966553,-250.6155,-48.086037,0.34272796,0.49098016,0.49098016,0.49580677,0.49608939,0.49625471,0.49637201,0.49646299,7.690534,7.690534,7.8244824,7.8323247,7.8369122,7.8401671,7.8426918
1.0,84.0,84.0,-242871.3,0.92094493,0.20814767,4.0,31.0,0.0,242879.77,-8.5635452,0.75167233,0.27660184,0.49845254,0.035285644,0.35570137,0.80219368,-14.332211,1.05625,-0.011772751,-1.0399923,0.17364023,-0.26548279,-0.11370688,-0.045776241,-0.014717194,0.00072462553,19826.026,7.7151668,0.014191842,0.31438429,-8.3556312,0.28534139,-8.0527016,5.8911423e-07,0.33753341,0.00023506905,0.00031824099,0.027523333,0.027523333,0.99893601,2.8866597e-05,4.4919465e-07,0.027552649,0.99893601,0.89251954,0.95525569,-256.35578,-46.089507,0.65188726,0.49381825,0.49381825,0.49496551,0.49509091,0.4951643,0.49521638,0.49525679,7.6300157,7.6300157,7.6690537,7.6733204,7.6758176,7.6775898,7.6789646
1.0,85.0,85.0,-242869.16,0.98471117,0.20814767,4.0,15.0,0.0,242878.65,-5.5565032,0.45525897,0.32931375,0.61163804,-0.83359686,0.84641067,0.44976459,-9.754592,0.26830987,-0.92974359,-0.2435226,0.28945163,-0.73504882,0.079509187,-0.43451372,-0.010181661,0.00022118845,48491.107,7.8088543,0.063287146,0.2394664,-5.4065802,0.38068555,-5.5357542,4.5216371e-05,0.63363407,0.0044869587,0.0039432337,0.37253989,0.37253989,0.99405745,0.0022156022,1.1469594e-05,0.37476696,0.99405745,1.0827555,0.64757949,-253.84583,-45.526757,-0.030436843,0.49669068,0.49669068,0.49718514,0.49722347,0.49724589,0.49726179,0.49727413,7.4291314,7.4291314,7.6749139,7.6939635,7.7051072,7.7130139,7.7191469
1.0,86.0,86.0,-242869.93,0.99627733,0.20814767,4.0,15.0,0.0,242873.94,-5.8147029,0.39955446,-0.47999645,0.27799235,-0.24030973,0.29748248,-0.99413298,-13.450255,0.50605681,-1.0183122,-0.4466189,0.71523888,0.92803357,-0.14408081,0.42320368,-0.011687096,0.00059149614,58190.526,7.6956728,0.021855883,0.16529643,-6.0064876,-0.29573715,-6.369029,8.6064909e-07,1.2425265,0.0024627231,0.0017138226,0.14629934,0.14629934,0.99965183,4.2171805e-05,8.7828352e-06,0.1463503,0.99965183,0.86581778,1.5268453,-254.68808,-45.375226,1.7604918,0.49503543,0.49503543,0.49621866,0.49632113,0.49638108,0.49642361,0.4964566,7.5645375,7.5645375,7.6404936,7.6470713,7.6509194,7.6536498,7.6557677
1.0,87.0,87.0,-242872.0,0.95541796,0.20814767,5.0,31.0,0.0,242881.31,-6.1120366,1.4334265,1.609944,0.58320598,2.4369468,0.9000914,1.720822,-9.4061339,0.51498043,0.92133344,-0.53160473,0.13996618,-0.82355506,-0.19753114,0.045010135,-0.010389835,0.00023895351,87449.335,7.8968433,0.070239023,0.52020458,-3.8043002,1.5488971,-0.83416114,0.00013213781,0.52367994,0.02227478,0.43423859,36.24663,36.24663,0.99979611,0.0064747526,0.00091700704,36.254022,0.99979611,0.82075458,1.0460385,-249.15748,-45.95337,-3.1809873,0.49657728,0.49657728,0.49738457,0.49742597,0.49745019,0.49746738,0.49748071,7.4754092,7.4754092,7.8876525,7.9087966,7.921165,7.9299406,7.9367475
1.0,88.0,88.0,-242869.9,0.82679344,0.20814767,4.0,15.0,0.0,242883.59,-7.0503507,0.81831534,0.46632759,0.12060974,0.29479037,0.26846276,0.02321447,-12.385107,0.26921383,-1.9738341,-0.53830557,0.55848097,-0.29834068,-0.36433439,-0.073416324,-0.0079472614,0.00091703367,93318.124,8.1904468,0.15233986,0.33282122,-6.6687477,0.0062322206,-6.6269609,2.457193e-06,0.49414654,0.0012699882,0.0013241813,0.10351877,0.10351877,0.99881441,0.00012040246,2.4736668e-06,0.10364164,0.99881441,0.69465887,0.9292139,-254.94367,-46.026501,-2.7208388,0.49484605,0.49484605,0.49660142,0.49676027,0.4968532,0.49691915,0.4969703,7.2764076,7.2764076,7.7830189,7.8288621,7.8556826,7.8747132,7.889475
1.0,89.0,89.0,-242873.67,0.90593323,0.20814767,5.0,31.0,0.0,242881.85,-7.1110991,0.93794281,-0.090198593,0.68386675,-0.093511119,0.14352087,-0.13938232,-8.8111258,0.43882886,-0.79357956,0.076626408,0.50629421,-0.3190674,-0.68236515,0.45567635,-0.0078595618,0.0015873373,6052.3825,7.7625707,0.042857934,0.2263929,-7.1957003,-0.020004272,-7.2796537,0.00010522902,0.91858984,0.00074980285,0.00068942429,0.048416646,0.048416646,0.90371301,0.0051562221,2.3769939e-06,0.053575245,0.90371301,0.50542018,1.5772398,-255.45327,-48.333303,1.0295512,0.49255319,0.49255319,0.49532978,0.49560464,0.49576547,0.4958796,0.49596812,7.5054231,7.5054231,7.6356746,7.6485676,7.6561117,7.6614649,7.6656175
1.0,90.0,90.0,-242874.78,0.95080452,0.20814767,4.0,31.0,0.0,242883.23,-8.0823018,0.60163714,0.0083785413,0.29703759,-0.82021478,1.5957423,0.76139721,-11.655132,0.47691969,-0.86752178,0.27581846,0.28017388,-1.5949684,-0.58521223,-0.46263277,-0.02016011,0.00069476384,320245.79,8.0015055,0.099152062,0.30756008,-8.077261,1.2149937,-7.1059019,5.7353012e-06,0.84277941,0.0003105204,0.00082024962,0.059380725,0.059380725,0.9952491,0.00028102976,2.4286865e-06,0.059664183,0.9952491,0.55698764,0.62962381,-255.41487,-49.302303,-0.82651117,0.49256089,0.49256089,0.49379481,0.49391512,0.49398551,0.49403546,0.4940742,7.4065932,7.4065932,7.7125622,7.7423923,7.7598462,7.7722312,7.7818384
1.0,91.0,91.0,-242879.53,0.91612638,0.20814767,4.0,15.0,0.0,242885.4,-3.7992236,0.16381397,1.8336148,0.26575158,1.3356638,0.77214491,-0.32654061,-11.298173,0.45388907,0.67172928,-1.6427848,0.033928323,1.0508964,0.40196407,0.3662124,-0.0273401,3.1249355e-05,20160.836,7.6430391,0.020018435,0.20516724,-3.4988519,-0.25213667,-3.3960338,1.6814272e-05,0.20046219,0.030232074,0.033505899,3.7452833,3.7452833,0.99977038,0.00082389931,3.6272226e-05,3.7461435,0.99977038,1.4947576,1.4422615,-251.71835,-47.04527,1.3647753,0.49305749,0.49305749,0.49314532,0.49315073,0.4931539,0.49315615,0.49315789,7.5229285,7.5229285,7.6206863,7.6267124,7.6302374,7.6327385,7.6346785
1.0,92.0,92.0,-242882.01,0.92473488,0.20814767,4.0,31.0,0.0,242891.92,-2.2296136,0.15949577,1.9166618,0.42520048,0.56648322,1.3540763,-0.22371226,-10.714892,0.4208235,1.1843163,-2.3118325,0.015876002,1.0525526,0.4970012,0.46113457,-0.02031663,4.8350568e-05,79792.458,7.7493027,0.019518051,0.23857309,-1.9239141,-0.30292348,-1.9859687,3.6561904e-05,0.10074909,0.14603424,0.1372476,16.200562,16.200562,0.99988456,0.0017915333,7.8846198e-05,16.202433,0.99988456,1.6437845,1.5858723,-250.3089,-45.275218,1.3929836,0.49475404,0.49475404,0.49490764,0.49491602,0.49492092,0.4949244,0.49492709,7.6321944,7.6321944,7.739922,7.7457975,7.7492344,7.751673,7.7535645
1.0,93.0,93.0,-242873.99,0.9874361,0.20814767,4.0,15.0,0.0,242891.66,-8.3008752,2.455451,0.80453681,0.24158521,-1.6392866,0.53183766,1.7974521,-12.597409,0.38106208,0.30956152,-0.11746894,0.10229858,0.78846208,-0.095942946,-0.4016923,-0.0083019013,0.0011785618,23859.263,7.7471481,0.032101906,0.28537831,-6.3253745,0.95595271,-5.7654492,3.8040397e-06,0.96385888,0.0017902956,0.0031339873,0.27315101,0.27315101,0.99927154,0.00018639794,1.2725477e-05,0.27335014,0.99927154,0.90851585,0.66918663,-254.08532,-46.237237,0.73681739,0.49385423,0.49385423,0.49639579,0.49659998,0.49671943,0.49680419,0.49686993,7.5545366,7.5545366,7.674809,7.6844714,7.6901239,7.6941344,7.6972453
1.0,94.0,94.0,-242871.56,0.97537813,0.20814767,4.0,31.0,0.0,242882.17,-6.3515841,0.73342204,0.72480756,0.42589528,-0.50664906,2.2145205,3.0412101,-11.263154,0.47018295,0.48229755,-0.15991798,0.196403,0.21449144,-0.30833672,-0.35090646,-0.005525095,0.00056548169,25670.923,7.8064616,0.091044623,0.37534665,-5.8199942,6.7348222,0.6990485,1.6104925e-05,0.88888161,0.0029676223,2.0118375,160.6574,160.6574,0.99995216,0.00078914132,0.0068977639,160.66509,0.99995216,0.7346679,0.70404961,-247.62706,-47.291853,-3.1006274,0.49666567,0.49666567,0.4987866,0.49888459,0.49894191,0.49898258,0.49901413,7.2601939,7.2601939,7.853414,7.8808211,7.8968533,7.9082283,7.9170516
1.0,95.0,95.0,-242875.15,0.99992686,0.20814767,4.0,15.0,0.0,242882.41,-5.319407,0.19950976,1.1177369,0.17999031,-0.25893891,0.70572294,-1.6431232,-11.011786,0.15691225,-1.0397431,-1.0910942,0.57943501,-1.4034424,-0.25005276,0.34285791,-0.0081228616,0.00031372649,66681.802,7.7969248,0.012630515,0.14934585,-5.0964076,-1.1595898,-6.3026039,1.4021274e-05,0.14892717,0.0061186879,0.0018315295,0.14965044,0.14965044,0.99542284,0.00068704243,1.0814408e-06,0.15033857,0.99542284,0.7787597,1.4089685,-254.61477,-45.993365,1.375301,0.49688575,0.49688575,0.49751547,0.49756982,0.49760162,0.49762418,0.49764168,7.7211417,7.7211417,7.7651845,7.7689857,7.7712096,7.7727875,7.7740114
1.0,96.0,96.0,-242879.74,0.6346072,0.20814767,4.0,15.0,0.0,242893.65,-7.8257453,0.63452563,0.41222219,0.33735988,2.3644811,0.0019157318,2.3787218,-12.271872,0.31923904,-0.12222216,0.12874085,0.15373718,1.2377512,-0.3834647,-0.21353675,-0.0065720184,0.00057924697,55615.411,7.6766153,0.04192579,0.24529154,-7.5641797,0.0045569931,-6.7619417,4.5024452e-06,1.3757915,0.00051870268,0.0011569805,0.089808112,0.089808112,0.99748317,0.00022061982,5.9826735e-06,0.090034714,0.99748317,0.68149613,0.80772248,-255.07601,-46.003127,-0.045908636,0.49635641,0.49635641,0.49744486,0.4975452,0.4976039,0.49764555,0.49767786,7.4250605,7.4250605,7.561924,7.5745399,7.581921,7.5871584,7.591221
1.0,97.0,97.0,-242880.85,0.97558537,0.20814767,4.0,31.0,0.0,242888.48,-6.7158953,0.74530242,-0.75456083,0.56961855,2.2559628,0.0012497347,1.402694,-14.991325,0.57475856,0.10629571,0.63920418,0.26775374,1.796371,-0.1934655,-0.27297644,-0.013857656,0.00047904884,171568.58,7.8973331,0.029998672,0.19946516,-7.2782713,0.0017529953,-5.9914801,3.2800705e-07,3.0654343,0.00069037798,0.0024999612,0.20902707,0.20902707,0.99977508,1.6072345e-05,3.0952055e-05,0.2090741,0.99977508,0.82409826,0.76111072,-254.31196,-45.604402,0.30742165,0.49488119,0.49488119,0.49588216,0.49596515,0.49601371,0.49604815,0.49607488,7.7173411,7.7173411,7.8262405,7.8352695,7.8405515,7.8442992,7.8472064
1.0,98.0,98.0,-242884.22,0.49306924,0.20814767,3.0,15.0,0.0,242900.08,-6.581154,0.41560863,2.9892725,0.59465379,-0.57076807,0.054457356,1.4634267,-9.8482793,0.26602974,1.7002058,-1.234289,0.87687978,0.046308673,0.14534965,0.3556328,-0.011983133,0.00025079752,49509.651,7.3317788,0.0083052756,0.58775369,-5.3387865,0.079694347,-5.5985016,8.3057785e-05,0.30310321,0.0048016939,0.0037034088,0.36134397,0.36134397,0.98884793,0.0040698315,5.3497934e-06,0.36541916,0.98884793,1.1564438,1.4270834,-253.89772,-45.22038,-4.3727097,0.49613807,0.49613807,0.49669714,0.49674059,0.49676601,0.49678405,0.49679804,7.2819471,7.2819471,7.3141105,7.3166104,7.3180728,7.3191105,7.3199153
1.0,99.0,99.0,-242872.07,0.98204756,0.20814767,4.0,15.0,0.0,242893.08,-5.3687213,1.3600058,-0.38605148,0.041957641,0.10013279,0.45660434,-1.0973344,-10.511747,0.47293753,-0.55208916,0.088316394,0.14648529,-1.1799276,0.38654967,-0.28095042,-0.0090683181,0.00065382511,55754.329,7.6901813,0.023308621,0.17310387,-5.8937536,-0.50104766,-6.3905999,2.0960921e-05,0.9189481,0.0027566102,0.0016772497,0.18587202,0.18587202,0.99446046,0.0010270851,8.2958281e-06,0.1869074,0.99446046,1.4718935,0.75506577,-254.6977,-45.630334,1.6299917,0.49547481,0.49547481,0.49682272,0.49693599,0.49700226,0.49704927,0.49708575,7.5503296,7.5503296,7.63381,7.6408252,7.6449292,7.6478412,7.6500999
1.0,100.0,100.0,-242876.21,0.96623419,0.20814767,4.0,15.0,0.0,242883.3,-7.6156872,0.31046113,1.2310466,0.13555451,2.3713627,1.0131105,0.92140336,-16.883005,0.57329036,1.1090537,0.035869089,0.69975977,0.68667841,0.19716254,0.26445426,-0.013019367,0.00015303732,92962.648,7.9025696,0.05792654,0.32494119,-7.2334951,0.93348344,-5.9785627,8.7888615e-08,1.6759481,0.00072199304,0.0025324635,0.25363525,0.25363525,0.99990208,4.3065421e-06,2.053237e-05,0.25366009,0.99990208,1.217942,1.3027198,-254.29917,-45.120222,-0.33435854,0.49621666,0.49621666,0.49654384,0.49657035,0.49658586,0.49659687,0.4966054,7.5550104,7.5550104,7.7701556,7.7875908,7.7977904,7.8050273,7.8106408
