port_id,pathogen,hazard_mean,hazard_q05,hazard_q95,n_attributed_cases,attribution_share,n_visits,person_hours_ashore,fleet_time_confounded,port_resolution_adequate,loglik_clinical,loglik_wastewater
MXCZM,norovirus,0.03036870333513754,0.00019849183082411466,0.14507948624836792,5.3389491569302345,0.9329156709896779,1,91.0,True,True,-329.1132844960109,
